sample;file_size_in_bytes;total_reads;GC_content;read_mean_lenght;total_base_pairs;read_size_std;maximum_read_size;minimum_read_size
mgm4441205;123417515;464811;0.0;243.96447158092215;113397370;93.43101631670658;12888;50
mgm4450123;45231130;103459;0.617249949242335;413.79936013299954;42811268;60.71324975175813;548;262
mgm4566569;785900332;2353242;0.44168952111911386;242.57067568911316;570827502;107.44124626233891;792;50
mgm4440984;16051982;61112;0.0;242.11519832438802;14796144;21.55978482537383;319;145
mgm4441570;1158139211;642368;0.5238484631885928;1021.3644779939225;656091857;71.77251701960247;2048;335
mgm4440370;3707898;32118;0.4329678437419067;103.38937667351641;3320660;10.693715310318602;130;73
mgm4440212;53258733;180783;0.39889825297334947;239.09270783204173;43223897;43.40041030131578;347;105
mgm4532935;7735542;24989;0.45552667356836857;250.98575373164192;6271883;0.2048605948774842;251;243
mgm4441621;119537352;593792;0.6197125836456079;100.72789630038801;59811419;9.213837284776071;124;73
mgm4600622;7948438;2461;0.647569708622962;3169.707029662739;7800649;2973.5884874094827;46175;815
mgm4451033;71335004;228304;0.564120945460871;232.10831610484266;52991257;103.69644722309005;457;50
mgm4754624;411296353;2449232;0.5485953108376018;119.12972352149572;291776331;33.06838625439128;242;50
mgm4440026;3798222;27832;0.39752712877428764;84.33569272779535;2347231;16.56592774294302;116;50
mgm4446406;24538678;60349;0.4528251169127383;324.7435748728231;19597950;117.93787582990721;563;60
mgm4533635;181009876;583530;0.5822742453110721;253.90623618322965;148161906;39.04249341414491;344;158
DRR125227;2912548839;16955961;0.570038233423191;99.74001650510992;1691187830;2.645790861803784;100;50
mgm4552685;33416701;110602;0.44368867696481373;266.0478381946077;29425423;169.35221156693677;3625;109
mgm4440090;11508728;101735;0.43842876245700174;101.02180173981422;10277453;17.0861876993792;140;59
mgm4559920;160143106;609370;0.45196077649398186;222.40878448233423;135529241;38.6922579236938;252;108
mgm4618470;241331533;646861;0.6876260807006451;321.671963528486;208077048;111.50501874908241;494;50
mgm4441834;55238754;178752;0.4705158361901218;253.2621509129968;45271116;28.15848619424005;342;138
mgm4537095;9545577;43103;0.46613133504328963;164.18773635245807;7076984;15.294903624689775;207;50
mgm4537096;16310422;73262;0.4703540441350156;165.266522890448;12107756;14.510034594567783;207;50
mgm4537097;6461307;28971;0.4688275513527804;165.42021331676503;4792389;13.993692206897057;208;50
mgm4537099;9125983;41342;0.48421734381735704;163.618692854724;6764324;16.453852697098615;208;50
mgm4537863;666194566;3034836;0.4752957674388743;167.93894563001098;509667158;8.72181245875204;186;145
mgm4537864;50661278;237378;0.5033404112908089;161.80287979509475;38408444;8.391203015221171;181;141
mgm4537868;184740935;872350;0.5902813543918074;160.29343038917867;139831974;9.686167663111965;180;138
mgm4537869;51310267;239879;0.4957407238808567;162.32135785125;38937485;8.383884703520774;181;141
mgm4545477;4632956;22129;0.530052307416017;157.5190474038592;3485739;14.022901789437833;213;108
mgm4545478;34386140;156720;0.47912711310419537;167.7230666156202;26285559;16.026920304456144;214;107
mgm4545480;18095064;82295;0.5324323764801806;167.87007716143142;13814868;15.44736514953094;214;108
mgm4557752;274921556;412274;0.5364590351678041;630.1881612713875;259810194;499.834380323915;4146;200
mgm4557753;227318668;284931;0.4878818540653193;758.9149688872043;216238401;707.4019907838226;5055;200
mgm4569549;72643209;377315;0.629522552536737;134.72449279779494;50833572;23.77245418743261;150;50
mgm4569550;14277896;72080;0.5504198194725655;139.79569922308545;10076474;20.497608937294522;150;50
mgm4569551;21816714;110034;0.5153952611160119;139.9977552392897;15404513;20.660459360091565;150;50
mgm4575355;15854085;82725;0.5891370165944517;134.47204593532788;11124200;58.92997689660729;534;50
mgm4575356;75233675;403510;0.5821924685576834;129.35564670020568;52196297;56.52507404206646;560;50
mgm4575357;1170177;6202;0.5493655439282259;131.33763302160594;814556;57.28553506652059;504;50
mgm4575358;9462670;47362;0.5512874773896036;142.47713356699464;6748002;63.756517086866474;556;50
mgm4575359;43590267;227506;0.5546534719114812;134.4381510817297;30585486;62.35007530568968;556;50
mgm4575360;44944798;210138;0.5664095915721097;156.34651038841142;32854343;60.93929672697044;557;50
mgm4575361;51204220;270285;0.5797249532511813;132.28795160663745;35755449;57.08083451851269;551;50
mgm4575362;69031171;321547;0.5757870269309924;157.1576254793234;50533563;88.02698874620926;573;51
mgm4575363;52301837;192573;0.5662242919910656;213.13132162868106;41043338;95.73163877430302;580;51
mgm4575364;11769004;57578;0.5529221620552411;146.9819896488242;8462929;62.877801462438846;499;51
mgm4575365;53682089;205482;0.5723766864314941;202.95965096699467;41704555;93.07463823807497;573;51
mgm4575366;5856039;25169;0.494208458224203;174.78541062418054;4399174;94.47029200976118;558;51
mgm4575367;68407858;302611;0.4807942245666132;168.33093311214728;50938792;85.63631178560662;571;51
mgm4575368;5712364;24016;0.49332229253607546;179.91938707528314;4320944;90.09473691428184;541;51
mgm4575369;79763111;367268;0.48526138014720993;160.594446017622;58981201;87.25397729922508;571;51
mgm4575370;20603968;92922;0.4751438218681479;165.06206280536364;15337897;84.79636868539441;548;51
mgm4575371;60004500;252743;0.48197901009640015;180.48044456226285;45615169;88.83346133070208;555;51
mgm4575372;12533622;60332;0.4630577630538191;151.29582974209376;9127980;86.65308155035406;559;51
mgm4575373;1545723;7538;0.4795966333685439;148.4454762536482;1118982;83.10788989181977;508;51
mgm4575374;98544129;494326;0.47198193853842446;143.05154897780008;70714100;77.65767547218769;562;51
mgm4575375;3956010;19486;0.4794125088934532;146.6406137739916;2857439;80.96448601379076;538;51
mgm4575376;12947873;58847;0.4676583438487002;163.3947864801944;9615293;92.99865135235562;563;51
mgm4575377;15283047;78179;0.4715560888175151;139.22907686207293;10884790;79.68981108824032;552;51
mgm4726046;34896787;103702;0.6408660769585919;277.055071261885;28731165;54.704450259615854;301;50
mgm4726047;16346680;48846;0.6243992188980653;275.1292429267494;13438963;51.407718486288594;301;50
mgm4467029;160636064;352954;0.46274565082126595;434.5939159210549;153391661;104.40299302919425;651;138
mgm4467058;171135417;400817;0.5133233494756114;405.8891738623861;162687281;105.29182298497565;632;121
mgm4467059;63344194;139838;0.40902737270000744;432.76148114246485;60516500;113.54831871031222;665;118
mgm4491635;19871730;47966;0.44424706474739645;391.2677730058792;18767550;167.70802483944914;795;60
mgm4491637;24682794;59843;0.4627258386259934;389.4684925555203;23306963;159.89234507022144;781;60
mgm4491639;20923530;56318;0.43521637001324487;349.2044461806172;19666496;182.24993115905568;823;60
mgm4491641;22167106;47707;0.3751600178509569;440.8092103884126;21029685;145.16462786511417;830;60
mgm4491642;13138946;37359;0.4675600734944473;329.69621777884845;12317121;151.4343555858536;800;60
mgm4491643;16673876;44503;0.6203499435287926;352.28863222704086;15677901;159.88460153499668;845;60
mgm4491645;5792849;21297;0.5040881470268073;251.30572381086537;5352058;140.38016027210776;835;60
mgm4491646;6467094;20369;0.6061528751315893;296.0441847906132;6030124;161.53430740550388;834;60
mgm4493725;20735738;21226;0.5642614783930886;924.877508715726;19631450;464.82072146278176;2883;500
mgm4493726;22459760;21490;0.5711069817423117;991.9850628199163;21317759;627.5158930382086;4684;500
mgm4493727;12021728;11098;0.5154514073531362;1029.3841232654531;11424105;744.2353089424392;5017;500
mgm4494621;821794912;5665712;0.595343138630566;100.00001765003233;566571300;1.7650032332814918e-05;100;100
mgm4494623;779519588;5374325;0.5949603801481339;100.00001860698785;537432600;1.8606987851248977e-05;100;100
mgm4585272;736694288;2601469;0.49330736663357494;232.45886497206;604734531;96.88462891186526;594;50
mgm4600826;3061219200;8037443;0.5283519303027006;319.7659807976243;2570100844;115.72461067194051;594;50
mgm4600827;2752848449;7427080;0.4810391002729058;309.5588579899503;2299118403;128.51556192953223;594;50
mgm4600828;2543274886;6830376;0.5543513333655135;311.2368619238531;2125864792;114.49716106017439;594;50
mgm4605923;8167796;20969;0.3865158486121019;322.14559587963186;6755071;157.0856589811583;1252;200
mgm4605924;4060521;6900;0.5678984947473067;528.3142028985508;3645368;293.3615066505449;1793;200
mgm4605925;3149961;9408;0.49836069576119946;269.92899659863946;2539492;68.75090254999046;540;200
mgm4622354;16375182794;79248841;0.5815575354905923;159.47518853935037;12638223860;32.18693660947554;294;151
mgm4626208;379855705;377171;0.530217215411669;962.3508647271397;362970838;2196.09993426769;239159;100
mgm4683415;4378413076;31229553;0.5395320951625152;96.71716085721752;3020433701;11.328440476571162;192;50
mgm4683416;4025956043;28796276;0.6140100778622816;96.3301572050497;2773949794;11.644205352649564;192;50
mgm4683417;4116080620;29432221;0.6170549207625814;96.376593563904;2836577201;11.733908125446405;192;50
mgm4695620;75186020;66624;0.5147040511286696;1081.9362992315082;72082924;1021.1422701304043;38447;500
mgm4695621;94540825;89076;0.558642933172347;1015.8243073330639;90485566;1193.2666959641092;62628;500
mgm4695622;119522244;111888;0.6358766752767143;1022.7249392249392;114430648;1104.275456571929;62872;500
mgm4695623;90826886;87126;0.49528712702278616;997.2911989532402;86889993;1098.1161886316575;55644;500
mgm4695624;96089531;86490;0.4829156922608366;1064.7805989131691;92092874;1550.8029333778577;105323;500
mgm4695625;291751993;243837;0.422489860867299;1149.1182060146737;280197536;3767.934910076289;1362641;500
mgm4695626;90419137;78620;0.48451167476591206;1103.184431442381;86732360;1573.9315801247535;87127;500
mgm4705359;3482824744;21290544;0.5195468158434029;121.20726412627127;2580568590;13.240715411697282;125;50
mgm4705360;3342456709;20398567;0.5180353351903838;121.4684280028102;2477781867;12.930087469942121;125;50
mgm4709945;1037415337;6424051;0.5079392351422173;119.17009858732442;765554791;15.929961967260825;125;50
mgm4709946;1110202491;6841085;0.5106847879727647;119.94507698705688;820554467;14.939530783645948;125;50
mgm4709968;3093298331;19110112;0.5162756762490464;119.53364459611748;2284301336;15.751485593953666;125;50
mgm4713074;3342456709;20398567;0.5180353351903838;121.4684280028102;2477781867;12.930087469942121;125;50
mgm4713075;1117900316;6843254;0.5105985796748108;120.98298601805516;827917303;13.575030057447417;125;50
mgm4713077;311250126;1894991;0.5168101443302276;121.84524253677195;230895638;12.103812118677311;125;50
mgm4714040;3073407357;15306422;0.48557436852963004;155.6188907505621;2381968413;43.01584307725879;294;50
mgm4714041;3211625838;16383685;0.55523210254165;150.81526536917673;2470909801;40.46978910929957;294;50
mgm4714042;3388338754;16624874;0.4566198395579173;158.65009340822672;2637537813;44.21153631447954;294;50
mgm4714043;5010764733;24717358;0.542415344773398;157.65669502379663;3896856972;46.520466147330204;294;50
mgm4714044;3195818916;15075686;0.4822283910213246;167.07697341268582;2518799989;50.859661014627896;294;50
mgm4714045;1560056987;7052094;0.5262377282062273;176.4224325427313;1244147578;58.14871997333052;294;50
mgm4714046;49033535;193188;0.4718138097472672;209.37475930181998;40448691;61.715136969072965;294;50
mgm4714047;33986469;134478;0.48583378054521403;208.30506848703877;28012449;61.6408769480151;294;50
mgm4714048;2973201156;14962287;0.4806411422033178;153.51865266319246;2296990141;41.64415228694267;294;50
mgm4714049;2544583125;12672490;0.46396941344093046;155.5958524331051;1971786884;42.11829029399066;294;50
mgm4714050;2672062574;13530492;0.48537725982457247;152.26350852578014;2060200184;40.137980497372226;294;50
mgm4714051;3744208672;18263950;0.5380674934620377;159.937859389672;2921097067;47.45292752643904;294;50
mgm4714052;3139317123;15700051;0.545873944987294;154.7654737554674;2429825831;42.416731153052794;294;50
mgm4714053;5773841573;28287980;0.5418120547541282;159.05362464905588;4499305753;47.38464747674199;294;50
mgm4715690;2644707938;13597600;0.47614518535838124;148.39911837383067;2017871852;24.356139347957075;294;50
mgm4723070;1521599023;5447802;0.4726547251847023;225.38091050298817;1227830575;84.36208310118472;532;50
mgm4723071;1716823170;5825173;0.4488035228011685;240.24899947177533;1399491985;89.95044034698421;532;50
mgm4723381;26460983106;140398341;0.5090631354971742;142.7218270905352;20037907748;42.77077710914651;294;50
mgm4723474;585529976;2225620;0.48892544029555735;211.12268087094833;469878861;89.88652093661811;532;50
mgm4779367;2894818;9337;0.4644882729387063;259.53561100996035;2423284;65.46197850644121;494;54
mgm4779621;1061669;5311;0.42137873471068316;151.36716249293917;803911;10.75689792543147;286;64
mgm4779622;1222150;6085;0.42930011772792653;152.29465899753492;926713;16.93829215049111;289;50
mgm4532156;128238180;820773;0.5161130392703637;134.51373522277171;110405242;36.74500711061953;284;50
mgm4533663;9127654;29493;0.4961175988942169;250.9439528023599;7401090;0.27615268389145303;251;244
mgm4533664;876928;2831;0.4685425478327184;251.04415400918404;710706;0.25116115305092984;251;247
mgm4533665;66295920;214204;0.502482703085425;250.93599559298613;53751494;0.3007842310249256;251;237
mgm4533666;73720782;238971;0.48174614010083255;250.9347954354294;59966139;0.2875416584755739;251;243
mgm4533667;42877604;138983;0.4787368906601413;250.94809437125403;34877519;0.25294698420283174;251;243
mgm4533668;20162968;65356;0.4920138805686489;250.94511598017016;16400769;0.28075290891702215;251;240
mgm4533669;1763810;5718;0.46705098474248413;250.97866386848548;1435096;0.31782359782826886;251;245
mgm4533670;55933971;181303;0.48139843085754214;250.937259725432;45495678;0.2881604316357442;251;239
mgm4533671;23265844;75413;0.475725921142058;250.94763502313924;18924714;0.28293191960945224;251;238
mgm4533672;2889572;9368;0.4711836853441676;250.9675491033305;2351064;0.29707465287431356;251;244
mgm4533673;26569652;86123;0.5038893185085179;250.94505532784507;21612141;0.2710083530735241;251;242
mgm4533674;28951540;93847;0.5391038083958295;250.9302268586103;23549049;0.28508038035252165;251;244
mgm4533675;8334064;26928;0.4466298473675651;250.96067290552585;6757869;0.2379411448644279;251;246
mgm4533676;1052813;3399;0.44209682485361884;251.03030303030303;853252;0.24259129716493172;251;247
mgm4533677;73515811;237522;0.4676548726362928;250.95248861158123;59606737;0.2467522527258703;251;242
mgm4533678;24544689;79300;0.4518559507010724;250.95583858764186;19900798;0.24064126568554123;251;241
mgm4533679;1833961;5922;0.4562943108531231;250.9918946301925;1486374;0.24466004292396154;251;247
mgm4533680;6184678;19987;0.4559683583911807;250.95947365787762;5015927;0.2779170682309697;251;244
mgm4534328;59065967;404237;0.4323104705643705;100.00024737963126;40423800;0.00024737963126049694;100;100
mgm4534329;39753198;272359;0.43441088999853134;100.00036716245837;27236000;0.00036716245837332045;100;100
mgm4534330;82790358;566834;0.43526629442430337;100.0001764184929;56683500;0.00017641849289894905;100;100
mgm4534331;82788603;566822;0.4366179036489345;100.0001764222278;56682300;0.0001764222277965526;100;100
mgm4534332;37779165;258639;0.4351979585524281;100.0003866392926;25864000;0.0003866392925999205;100;100
mgm4534333;37779453;258641;0.4366925325353191;100.00038663630284;25864200;0.0003866363028349275;100;100
mgm4534334;198110823;1356779;0.4433458482583765;100.00007370397095;135678000;7.370397095432014e-05;100;100
mgm4534335;198110539;1356777;0.4447515879532245;100.0000737040796;135677800;7.370407959763603e-05;100;100
mgm4534337;101479395;694636;0.4384133439479901;100.00014396028999;69463700;0.00014396028998879355;100;100
mgm4534338;138004046;944888;0.4409085088301377;100.00010583264896;94488900;0.00010583264895591075;100;100
mgm4534339;650787;4503;0.44162300177619895;100.02220741727737;450400;0.022207417277371792;100;100
mgm4534340;208883859;1430528;0.4492382258591053;100.00006990425912;143052900;6.990425912064274e-05;100;100
mgm4534341;208882983;1430522;0.4508953298898375;100.00006990455232;143052300;6.990455231887674e-05;100;100
mgm4534342;39783230;272340;0.44276770666186877;100.00036718807372;27234100;0.0003671880737244699;100;100
mgm4534343;39782786;272337;0.4448529768155748;100.00036719211859;27233800;0.0003671921185887097;100;100
mgm4534344;16944602;115741;0.43519146031691175;100.00086399806464;11574200;0.0008639980646441127;100;100
mgm4534345;12794023;87379;0.441197642481117;100.00114443973952;8738000;0.0011444397395200718;100;100
mgm4534346;232799560;1594293;0.430997538722469;100.0000627237277;159429400;6.272372769536854e-05;100;100
mgm4534347;240220161;1644969;0.43213973507115633;100.00006079141917;164497000;6.079141917207167e-05;100;100
mgm4534348;68481377;468872;0.4300180432654471;100.00021327782423;46887300;0.00021327782423041113;100;100
mgm4534349;31416384;214992;0.4315559111226877;100.00046513358636;21499300;0.0004651335863588209;100;100
mgm4534350;99981991;684567;0.43722866099496327;100.00014607773966;68456800;0.00014607773965630354;100;100
mgm4534351;171652758;1175413;0.44132373784896217;100.00008507647951;117541400;8.507647950720755e-05;100;100
mgm4549286;26186329;158180;0.48114547670673613;100.06694272347958;15828589;5.691760553595319;101;50
mgm4549287;57415369;347860;0.5016874105945246;99.56001264876674;34632946;5.452888983807629;101;50
mgm4549294;10328365;62272;0.4952921768588306;100.37161163926002;6250341;4.863700340055884;101;50
mgm4549295;17501571;106218;0.5212515538352466;99.27579129714361;10544876;6.034674386558454;101;50
mgm4549326;2626837;15844;0.5094106770821815;99.88077505680384;1582511;6.153531381040846;101;50
mgm4549327;3112873;18898;0.5208233255949082;98.80966239813736;1867305;7.105636018852197;101;50
mgm4549328;3468000;21024;0.49275996222380236;99.06739916286149;2082793;7.015708025180065;101;50
mgm4549329;5077562;30925;0.5135504617696323;98.30376717865805;3040044;7.478006818118216;101;50
mgm4549332;1772916;10703;0.5150126940408271;99.73185088293002;1067430;6.571761324718686;101;50
mgm4549333;2340517;14283;0.5297113351659898;97.95295106070154;1399062;8.04173499946356;101;50
mgm4549334;2338734;14136;0.49631014534154516;99.5498726655348;1407237;7.0416108651592095;101;50
mgm4549335;6359589;38618;0.5180823820819627;98.79201408669532;3815150;6.748571136728671;101;50
mgm4549336;3168371;19096;0.49524468649273184;100.03032048596565;1910179;5.515360592381936;101;50
mgm4549337;4117186;25068;0.507733017720375;98.3511648316579;2465467;6.926823130357533;101;50
mgm4549338;3059870;18504;0.5235746945298669;99.48394941634241;1840851;7.087701993195996;101;50
mgm4549339;4316013;26250;0.538649376959687;98.53371428571428;2586510;7.301877744902969;101;50
mgm4549340;1976781;11905;0.4875555115620077;100.13389332213356;1192094;5.466691057988767;101;50
mgm4549341;2661335;16242;0.5054376830397469;97.94625046176579;1590843;7.987421407101283;101;50
mgm4549342;1003209;6073;0.5317416084449664;99.27021241561008;602868;6.934665661243229;101;50
mgm4549343;1374396;8341;0.544575939993717;98.84270471166526;824447;6.360649721788874;101;50
mgm4549344;2059525;12445;0.541149578866429;99.58963439132181;1239393;7.192054187003278;101;50
mgm4549345;2796876;17043;0.5593859956777595;98.20272252537698;1673669;7.931235977430859;101;50
mgm4549346;2826028;17041;0.5267313278842839;99.9311660113843;1702927;6.179599372312022;101;50
mgm4549347;3835377;23406;0.5387391041703468;97.95501153550371;2292735;7.4389235284940725;101;50
mgm4549358;2224347;13420;0.5131207189704863;99.87786885245902;1340361;6.629206868645114;101;50
mgm4549359;4490668;27173;0.5506077371796818;99.38814264159275;2700674;5.418380321654731;101;50
mgm4549360;4218666;25506;0.48079096200426025;99.88759507566847;2547733;6.659846879852933;101;50
mgm4549361;2896129;17491;0.5259056943613764;99.7017323194786;1743883;4.949016150567058;101;50
mgm4549362;1840454;11169;0.5123229135910705;98.85594054973588;1104122;7.35371638105094;101;50
mgm4549363;2370309;14404;0.5255109222925131;98.6367675645654;1420764;6.5095277929363675;101;50
mgm4549364;1873591;11267;0.5028611499957112;100.36735599538476;1130839;4.919913457350626;101;50
mgm4549382;41104522;248343;0.5461610898639441;100.03839447860419;24843835;6.142476208207476;101;50
mgm4549383;81469871;492893;0.5822443729164902;99.80124489493663;49191335;5.063586762646271;101;50
mgm4549386;4370776;26293;0.4935706485751572;100.34195413227856;2638291;4.90650782655958;101;50
mgm4549387;4768901;28879;0.5125208552966085;99.22708542539561;2865579;5.533206193944043;101;50
mgm4549388;1236716;7515;0.5240998881647553;98.63858948769128;741269;7.892421135937565;101;50
mgm4549389;1499754;9112;0.5389402277599232;98.65331431079895;898929;7.245444512501426;101;50
mgm4549390;861283;5179;0.4991218266006706;100.37246572697433;519829;5.037104516389538;101;50
mgm4549391;1562600;9471;0.5273316078745731;99.05057544081934;938108;5.766132909576215;101;52
mgm4549392;2800046;16860;0.4808155834741833;100.15172004744959;1688558;4.9111811535579415;101;50
mgm4549393;3382106;20581;0.488168430947666;98.41460570429037;2025471;6.68188487403772;101;50
mgm4549394;763371;4602;0.49262788943030034;99.9367666232073;459909;5.730153887070816;101;50
mgm4549395;941998;5746;0.5013842593990236;98.00156630699617;563117;7.202232858801964;101;52
mgm4549396;3163788;19074;0.47615731113732185;99.96691831812939;1906769;5.395117010826895;101;50
mgm4549397;3897854;23671;0.4831448803755714;98.76997169532339;2337984;6.325797570524398;101;50
mgm4549398;689560;4156;0.5038892900120336;99.97593840230991;415500;5.8220913905268405;101;50
mgm4549399;873897;5328;0.5152234235958282;98.0762012012012;522550;7.133580597695251;101;52
mgm4549400;1554989;9401;0.5177192884912302;99.48431017976812;935252;7.023216912891442;101;50
mgm4549401;1830759;11155;0.5288396666268012;98.19354549529359;1095349;7.9679862523022384;101;50
mgm4549410;10328365;62272;0.4952921768588306;100.37161163926002;6250341;4.863700340055884;101;50
mgm4549411;17501571;106218;0.5212515538352466;99.27579129714361;10544876;6.034674386558454;101;50
mgm4549414;1656381;10025;0.5400046406648807;99.30643391521197;995547;7.688779825914782;101;50
mgm4549415;2228669;13558;0.5548514056405405;98.4616462605104;1334943;6.926352067580523;101;50
mgm4551388;12682242;35725;0.48627832060597037;298.99818054583625;10681710;76.3654011250452;494;51
mgm4551389;14284461;39921;0.5234826457800925;301.4393176523634;12033759;71.74144374415769;494;52
mgm4559916;50718902;188071;0.4930358719579384;225.47270977450006;42404878;44.21627479932919;252;83
mgm4559917;98677877;363867;0.5136627521280908;223.85102523724328;81452001;44.71672112844237;252;81
mgm4559918;76661678;180271;0.5488647031283626;377.3386789888557;68023221;82.64382796562354;452;156
mgm4559919;91081378;257738;0.5216282733789582;304.961786775718;78600241;104.9602990602145;452;75
mgm4559927;75439242;275052;0.3915358139615474;227.03473888573797;62446359;42.45295845339237;252;84
mgm4628877;284568363;1409335;0.4703901627623456;154.35609205760164;217539443;27.112159226474354;194;50
mgm4628878;272553058;1333212;0.4646933282163218;156.82454853391658;209080370;26.993715734688646;194;50
mgm4628879;415514084;2091070;0.46619444704669044;151.20481858570014;316179860;27.722921173168224;194;50
mgm4628880;357452095;1752605;0.49630788972239676;156.35845498557862;274034610;27.02290747592736;194;50
mgm4628881;244288534;1201772;0.4762154796166221;155.6868299477771;187100073;27.48323946330297;194;50
mgm4630419;52522375;99066;0.5922927487216435;467.58111763874587;46321391;509.1826485392802;9589;200
mgm4631155;44940516;10702;0.528835040885617;3983.324518781536;42629539;1809.843692522629;16525;302
mgm4631156;83459623;13173;0.5388005875487291;6086.891824185835;80182626;3315.2369482428367;45247;134
mgm4641382;32649148;13309;0.48819259319636316;2260.31692839432;30082558;1905.836723703379;20843;155
mgm4679712;2117112813;12939418;0.5752776219847475;118.97076027685326;1539412397;49.04879083879953;293;50
mgm4679713;2883047340;16972537;0.5272414765440231;117.24623761315118;1989966106;48.72151987126326;293;50
mgm4679715;855338959;4915781;0.5442714872816525;121.31328206036844;596349527;52.80853654995631;293;50
mgm4679716;2178851734;12742934;0.5661110356412786;118.34799984053907;1508100751;48.88730508829676;293;50
mgm4679721;2730071090;15915008;0.5591655751243579;118.89321965782236;1892186542;49.23581597402607;293;50
mgm4685746;7337899;1357;0.5245561304808888;5209.096536477524;7068744;3724.041880820239;53597;713
mgm4688575;1410000721;9214466;0.5598261753566065;105.67161526234943;973707506;20.62979433926453;191;50
mgm4688577;2356127367;15364074;0.5490971617651215;106.01082915898479;1628758224;21.325901533163076;191;50
mgm4688578;1365082192;9032444;0.5662043705097292;103.74906071933576;937107581;18.2292578515277;191;50
mgm4688579;1338390524;8870404;0.5352882320767838;103.49245558601389;918019892;18.135492335334792;191;50
mgm4688580;2312763282;15245011;0.5631436511937759;104.32430484963244;1590425175;19.122335728948357;191;50
mgm4688582;2674718013;17730778;0.5626084708458003;103.4562192364035;1834359256;17.835735246652177;191;50
mgm4688584;2499597586;16661703;0.6030227668098112;102.61779363129928;1709787200;17.100776874271762;191;50
mgm4688585;2673343765;17667156;0.5717472212642896;103.93754308842918;1836280788;18.46023508420199;191;50
mgm4688586;389793851;2555917;0.5496265072705361;105.2034076223915;268891178;19.470317968638927;191;50
mgm4698585;3020624417;15899594;0.5559486133225144;121.28214431135788;1928336854;52.229040565196996;293;50
mgm4698586;3346113111;16605866;0.6454965588970245;147.36418166929687;2447109854;51.55045412830892;293;50
mgm4698587;6589021879;32771114;0.6130044639422219;146.93046720962857;4815075091;50.71452550220852;293;50
mgm4698588;4863953902;24389061;0.6087470420093007;130.58268225250657;3184789003;52.7057421356868;293;50
mgm4698589;3529692548;19643359;0.6357342918401332;125.90801751370527;2473256389;53.26581420730545;293;50
mgm4698590;2766054423;14413272;0.6507996476495294;137.92820790449247;1987996777;52.98057326317836;293;50
mgm4698591;2868604844;14875524;0.6503136234305035;124.09424972189215;1845966990;52.41118647115139;293;50
mgm4698592;2388152611;12638090;0.619881955329992;120.28130025977026;1520125898;51.55468558494761;293;50
mgm4698593;4064151943;21379403;0.5747556428528586;121.39500214295039;2595352673;51.61115605519893;293;50
mgm4698594;5240807901;27071820;0.611728115507965;124.82994534538129;3379373811;51.659312568490755;293;50
mgm4698595;2276746124;12415652;0.6390741641289035;129.53711138166565;1608287696;54.6917062911454;293;50
mgm4702046;2689442575;12961448;0.6699926703371275;138.51345621260833;1795334960;52.00188349555493;293;50
mgm4702047;5073696890;26637136;0.6126491628128456;121.76473570582063;3243463825;51.236537228457976;293;50
mgm4702048;2685939262;13426917;0.6441747941313196;131.17660718391272;1761297417;52.56461668046677;293;50
mgm4702049;4961700529;27339406;0.6283932645401548;127.67302274233757;3490504604;50.249223129452446;293;50
mgm4702050;3282026370;16332603;0.6055074067615872;146.8208681126946;2397966951;54.27680848245697;293;50
