samples,feature,material,env.package,metagenome_taxonomy,sample_name,project_name,investigation_type,sequence_type,continent,country,latitude,longitude,raw_biome,project_id,life_style,habitat,biosphere,ecosystem,PI_lastname,seq_meth
mgm4540040,demilitiarized zone,anaerobic mud,wastewater|sludge,NA,62.good,Metagenomic analysis of biogas reactor samples,metagenome,WGS,NA,Denmark,55.763516,12.4949429,Large lake biome,mgp6468,free-living,anaerobic_sediment,freshwater,wastewater,luo,illumina
mgm4540041,demilitiarized zone,anaerobic mud,wastewater|sludge,NA,7.good,Metagenomic analysis of biogas reactor samples,metagenome,WGS,NA,Denmark,55.763516,12.4949429,Large lake biome,mgp6468,free-living,anaerobic_sediment,freshwater,wastewater,luo,illumina
mgm4540042,demilitiarized zone,anaerobic mud,wastewater|sludge,NA,8.good,Metagenomic analysis of biogas reactor samples,metagenome,WGS,NA,Denmark,55.763516,12.4949429,Large lake biome,mgp6468,free-living,anaerobic_sediment,freshwater,wastewater,luo,illumina
mgm4540043,demilitiarized zone,anaerobic mud,wastewater|sludge,NA,9.good,Metagenomic analysis of biogas reactor samples,metagenome,WGS,NA,Denmark,55.763516,12.4949429,Large lake biome,mgp6468,free-living,anaerobic_sediment,freshwater,wastewater,luo,illumina
mgm4694205,aquatic habitat,biofilm material,microbial mat|biofilm,NA,PortageLakefront_5B_2015,2015_algal_mat_metagenomes,metagenome,WGS,north america,USA,41.63096,-87.1797,Large lake biome,mgp17674,free-living,freshwater_biofilm,freshwater,freshwater,aunins,illumina
mgm4694206,aquatic habitat,biofilm material,microbial mat|biofilm,NA,CalumetBeach_20B_2015,2015_algal_mat_metagenomes,metagenome,WGS,north america,USA,41.71246,-87.52642,Large lake biome,mgp17674,free-living,freshwater_biofilm,freshwater,freshwater,aunins,illumina
mgm4694207,aquatic habitat,biofilm material,microbial mat|biofilm,NA,PortageLakefront_21B_2015,2015_algal_mat_metagenomes,metagenome,WGS,north america,USA,41.63096,-87.1797,Large lake biome,mgp17674,free-living,freshwater_biofilm,freshwater,freshwater,aunins,illumina
mgm4694208,aquatic habitat,biofilm material,microbial mat|biofilm,NA,JeorsePark_30B_2015,2015_algal_mat_metagenomes,metagenome,WGS,north america,USA,41.65127,-87.43345,Large lake biome,mgp17674,free-living,freshwater_biofilm,freshwater,freshwater,aunins,illumina
mgm4694209,aquatic habitat,biofilm material,microbial mat|biofilm,NA,Northbeach_33B_2015,2015_algal_mat_metagenomes,metagenome,WGS,north america,USA,42.73774,-87.7778,Large lake biome,mgp17674,free-living,freshwater_biofilm,freshwater,freshwater,aunins,illumina
mgm4694210,aquatic habitat,biofilm material,microbial mat|biofilm,NA,NorthBeach_23B_2015,2015_algal_mat_metagenomes,metagenome,WGS,north america,USA,42.73774,-87.7778,Large lake biome,mgp17674,free-living,freshwater_biofilm,freshwater,freshwater,aunins,illumina
mgm4694211,aquatic habitat,biofilm material,microbial mat|biofilm,NA,PortageLakefront_31B_2015,2015_algal_mat_metagenomes,metagenome,WGS,north america,USA,41.63096,-87.1797,Large lake biome,mgp17674,free-living,freshwater_biofilm,freshwater,freshwater,aunins,illumina
mgm4694212,aquatic habitat,biofilm material,microbial mat|biofilm,NA,JeorsePark_22B_2015,2015_algal_mat_metagenomes,metagenome,WGS,north america,USA,41.65127,-87.43345,Large lake biome,mgp17674,free-living,freshwater_biofilm,freshwater,freshwater,aunins,illumina
mgm4694213,aquatic habitat,biofilm material,microbial mat|biofilm,NA,CalumetBeach_45B_2015,2015_algal_mat_metagenomes,metagenome,WGS,north america,USA,41.71246,-87.52642,Large lake biome,mgp17674,free-living,freshwater_biofilm,freshwater,freshwater,aunins,illumina
mgm4694214,aquatic habitat,biofilm material,microbial mat|biofilm,NA,JeorsePark_4B_2015,2015_algal_mat_metagenomes,metagenome,WGS,north america,USA,41.65127,-87.43345,Large lake biome,mgp17674,free-living,freshwater_biofilm,freshwater,freshwater,aunins,illumina
mgm4712785,drinking water reservoir,surface water,water,NA,SS7.raw,QCS  Reservoir Investigation,metagenome,WGS,NA,China,31.41370688,121.7099127,Large lake biome,mgp19358,free-living,drinking_water_reservoir,freshwater,freshwater,he,illumina
mgm4712786,drinking water reservoir,surface water,water,NA,XN6.raw,QCS  Reservoir Investigation,metagenome,WGS,NA,China,31.44153781,121.6916308,Large lake biome,mgp19358,free-living,drinking_water_reservoir,freshwater,freshwater,he,illumina
mgm4712787,drinking water reservoir,surface water,water,NA,SS6.raw,QCS  Reservoir Investigation,metagenome,WGS,NA,China,31.41370688,121.7099127,Large lake biome,mgp19358,free-living,drinking_water_reservoir,freshwater,freshwater,he,illumina
mgm4712788,drinking water reservoir,surface water,water,NA,XN5.raw,QCS  Reservoir Investigation,metagenome,WGS,NA,China,31.44153781,121.6916308,Large lake biome,mgp19358,free-living,drinking_water_reservoir,freshwater,freshwater,he,illumina
mgm4723381,lake,water,water,NA,BD2,"Metagenomics of Temenggor Lake, Malaysia 2",metagenome,WGS,asia,Malaysia,5.583683333,101.3451,Large lake biome,mgp81121,free-living,lake,freshwater,freshwater,Lau,illumina
