"samples","biome","feature","material","env.package","metagenome_taxonomy","sample_name","project_name","investigation_type","sequence_type","continent","country","latitude","longitude","project_id"
"mgm4520127","urban biome","human-associated habitat","feces","human-gut",NA,"D47","Ciprofloxacin perturbation of gut microbiota - metagenomics pilot study","metagenome","WGS","north america","USA",37.4225,-122.1653,"mgp4149"
"mgm4520128","urban biome","human-associated habitat","feces","human-gut",NA,"D24","Ciprofloxacin perturbation of gut microbiota - metagenomics pilot study","metagenome","WGS","north america","USA",37.4225,-122.1653,"mgp4149"
"mgm4520129","urban biome","human-associated habitat","feces","human-gut",NA,"E50","Ciprofloxacin perturbation of gut microbiota - metagenomics pilot study","metagenome","WGS","north america","USA",37.4225,-122.1653,"mgp4149"
"mgm4520130","urban biome","human-associated habitat","feces","human-gut",NA,"D16","Ciprofloxacin perturbation of gut microbiota - metagenomics pilot study","metagenome","WGS","north america","USA",37.4225,-122.1653,"mgp4149"
"mgm4532935","urban biome","city","biological product","human-skin",NA,"1807_S5_L001_R1_001","Home_Microbiome_Project","metagenome","WGS",NA,"USA",41.9,-87.6,"mgp5621"
"mgm4532936","urban biome","city","biological product","human-skin",NA,"1807_S5_L001_R2_001","Home_Microbiome_Project","metagenome","WGS",NA,"USA",41.9,-87.6,"mgp5621"
"mgm4532937","urban biome","city","biological product","human-skin",NA,"1808_S6_L001_R1_001","Home_Microbiome_Project","metagenome","WGS",NA,"USA",41.9,-87.6,"mgp5621"
"mgm4532938","urban biome","city","biological product","human-skin",NA,"1808_S6_L001_R2_001","Home_Microbiome_Project","metagenome","WGS",NA,"USA",41.9,-87.6,"mgp5621"
"mgm4532939","urban biome","city","biological product","human-skin",NA,"1809_S7_L001_R1_001","Home_Microbiome_Project","metagenome","WGS",NA,"USA",41.9,-87.6,"mgp5621"
"mgm4532940","urban biome","city","biological product","human-skin",NA,"1809_S7_L001_R2_001","Home_Microbiome_Project","metagenome","WGS",NA,"USA",41.9,-87.6,"mgp5621"
"mgm4532941","urban biome","city","biological product","human-skin",NA,"1812_S8_L001_R1_001","Home_Microbiome_Project","metagenome","WGS",NA,"USA",41.9,-87.6,"mgp5621"
"mgm4532942","urban biome","city","biological product","human-skin",NA,"1812_S8_L001_R2_001","Home_Microbiome_Project","metagenome","WGS",NA,"USA",41.9,-87.6,"mgp5621"
"mgm4532943","urban biome","city","biological product","human-skin",NA,"1815_S9_L001_R1_001","Home_Microbiome_Project","metagenome","WGS",NA,"USA",41.9,-87.6,"mgp5621"
"mgm4532944","urban biome","city","biological product","human-skin",NA,"1815_S9_L001_R2_001","Home_Microbiome_Project","metagenome","WGS",NA,"USA",41.9,-87.6,"mgp5621"
"mgm4532969","urban biome","city","biological product","human-skin",NA,"1831_S22_L001_R1_001","Home_Microbiome_Project","metagenome","WGS",NA,"USA",41.9,-87.6,"mgp5621"
"mgm4532970","urban biome","city","biological product","human-skin",NA,"1831_S22_L001_R2_001","Home_Microbiome_Project","metagenome","WGS",NA,"USA",41.9,-87.6,"mgp5621"
"mgm4532971","urban biome","city","biological product","human-skin",NA,"1832_S23_L001_R1_001","Home_Microbiome_Project","metagenome","WGS",NA,"USA",41.9,-87.6,"mgp5621"
"mgm4532972","urban biome","city","biological product","human-skin",NA,"1832_S23_L001_R2_001","Home_Microbiome_Project","metagenome","WGS",NA,"USA",41.9,-87.6,"mgp5621"
"mgm4532973","urban biome","city","biological product","human-skin",NA,"1833_S24_L001_R1_001","Home_Microbiome_Project","metagenome","WGS",NA,"USA",41.9,-87.6,"mgp5621"
"mgm4532974","urban biome","city","biological product","human-skin",NA,"1833_S24_L001_R2_001","Home_Microbiome_Project","metagenome","WGS",NA,"USA",41.9,-87.6,"mgp5621"
"mgm4532975","urban biome","city","biological product","human-skin",NA,"1834_S25_L001_R1_001","Home_Microbiome_Project","metagenome","WGS",NA,"USA",41.9,-87.6,"mgp5621"
"mgm4532976","urban biome","city","biological product","human-skin",NA,"1834_S25_L001_R2_001","Home_Microbiome_Project","metagenome","WGS",NA,"USA",41.9,-87.6,"mgp5621"
"mgm4532977","urban biome","city","biological product","human-skin",NA,"1836_S26_L001_R1_001","Home_Microbiome_Project","metagenome","WGS",NA,"USA",41.9,-87.6,"mgp5621"
"mgm4532978","urban biome","city","biological product","human-skin",NA,"1836_S26_L001_R2_001","Home_Microbiome_Project","metagenome","WGS",NA,"USA",41.9,-87.6,"mgp5621"
"mgm4532979","urban biome","city","biological product","human-skin",NA,"1837_S27_L001_R1_001","Home_Microbiome_Project","metagenome","WGS",NA,"USA",41.9,-87.6,"mgp5621"
"mgm4532980","urban biome","city","biological product","human-skin",NA,"1837_S27_L001_R2_001","Home_Microbiome_Project","metagenome","WGS",NA,"USA",41.9,-87.6,"mgp5621"
"mgm4532981","urban biome","city","biological product","human-skin",NA,"1839_S28_L001_R1_001","Home_Microbiome_Project","metagenome","WGS",NA,"USA",41.9,-87.6,"mgp5621"
"mgm4532982","urban biome","city","biological product","human-skin",NA,"1839_S28_L001_R2_001","Home_Microbiome_Project","metagenome","WGS",NA,"USA",41.9,-87.6,"mgp5621"
"mgm4532999","urban biome","city","biological product","human-skin",NA,"1855_S38_L001_R1_001","Home_Microbiome_Project","metagenome","WGS",NA,"USA",41.9,-87.6,"mgp5621"
"mgm4533000","urban biome","city","biological product","human-skin",NA,"1855_S38_L001_R2_001","Home_Microbiome_Project","metagenome","WGS",NA,"USA",41.9,-87.6,"mgp5621"
"mgm4533001","urban biome","city","biological product","human-skin",NA,"1856_S39_L001_R1_001","Home_Microbiome_Project","metagenome","WGS",NA,"USA",41.9,-87.6,"mgp5621"
"mgm4533002","urban biome","city","biological product","human-skin",NA,"1856_S39_L001_R2_001","Home_Microbiome_Project","metagenome","WGS",NA,"USA",41.9,-87.6,"mgp5621"
"mgm4533003","urban biome","city","biological product","human-skin",NA,"1857_S40_L001_R1_001","Home_Microbiome_Project","metagenome","WGS",NA,"USA",41.9,-87.6,"mgp5621"
"mgm4533004","urban biome","city","biological product","human-skin",NA,"1857_S40_L001_R2_001","Home_Microbiome_Project","metagenome","WGS",NA,"USA",41.9,-87.6,"mgp5621"
"mgm4533005","urban biome","city","biological product","human-skin",NA,"1858_S41_L001_R1_001","Home_Microbiome_Project","metagenome","WGS",NA,"USA",41.9,-87.6,"mgp5621"
"mgm4533006","urban biome","city","biological product","human-skin",NA,"1858_S41_L001_R2_001","Home_Microbiome_Project","metagenome","WGS",NA,"USA",41.9,-87.6,"mgp5621"
"mgm4533007","urban biome","city","biological product","human-skin",NA,"1860_S42_L001_R1_001","Home_Microbiome_Project","metagenome","WGS",NA,"USA",41.9,-87.6,"mgp5621"
"mgm4533008","urban biome","city","biological product","human-skin",NA,"1860_S42_L001_R2_001","Home_Microbiome_Project","metagenome","WGS",NA,"USA",41.9,-87.6,"mgp5621"
"mgm4533009","urban biome","city","biological product","human-skin",NA,"1863_S43_L001_R1_001","Home_Microbiome_Project","metagenome","WGS",NA,"USA",41.9,-87.6,"mgp5621"
"mgm4533010","urban biome","city","biological product","human-skin",NA,"1863_S43_L001_R2_001","Home_Microbiome_Project","metagenome","WGS",NA,"USA",41.9,-87.6,"mgp5621"
"mgm4533025","urban biome","city","biological product","human-skin",NA,"1879_S51_L001_R1_001","Home_Microbiome_Project","metagenome","WGS",NA,"USA",41.9,-87.6,"mgp5621"
"mgm4533026","urban biome","city","biological product","human-skin",NA,"1879_S51_L001_R2_001","Home_Microbiome_Project","metagenome","WGS",NA,"USA",41.9,-87.6,"mgp5621"
"mgm4533027","urban biome","city","biological product","human-skin",NA,"1880_S52_L001_R1_001","Home_Microbiome_Project","metagenome","WGS",NA,"USA",41.9,-87.6,"mgp5621"
"mgm4533028","urban biome","city","biological product","human-skin",NA,"1880_S52_L001_R2_001","Home_Microbiome_Project","metagenome","WGS",NA,"USA",41.9,-87.6,"mgp5621"
"mgm4533029","urban biome","city","biological product","human-skin",NA,"1881_S53_L001_R1_001","Home_Microbiome_Project","metagenome","WGS",NA,"USA",41.9,-87.6,"mgp5621"
"mgm4533030","urban biome","city","biological product","human-skin",NA,"1881_S53_L001_R2_001","Home_Microbiome_Project","metagenome","WGS",NA,"USA",41.9,-87.6,"mgp5621"
"mgm4533031","urban biome","city","biological product","human-skin",NA,"1882_S54_L001_R1_001","Home_Microbiome_Project","metagenome","WGS",NA,"USA",41.9,-87.6,"mgp5621"
"mgm4533032","urban biome","city","biological product","human-skin",NA,"1882_S54_L001_R2_001","Home_Microbiome_Project","metagenome","WGS",NA,"USA",41.9,-87.6,"mgp5621"
"mgm4533033","urban biome","city","biological product","human-skin",NA,"1884_S55_L001_R1_001","Home_Microbiome_Project","metagenome","WGS",NA,"USA",41.9,-87.6,"mgp5621"
"mgm4533034","urban biome","city","biological product","human-skin",NA,"1884_S55_L001_R2_001","Home_Microbiome_Project","metagenome","WGS",NA,"USA",41.9,-87.6,"mgp5621"
"mgm4535764","urban biome","city","biological product","human-skin",NA,"1807_S5_L001_R1_001","Home_Microbiome_Project","metagenome","WGS",NA,"USA",41.9,-87.6,"mgp5621"
"mgm4535765","urban biome","city","biological product","human-skin",NA,"1807_S5_L001_R2_001","Home_Microbiome_Project","metagenome","WGS",NA,"USA",41.9,-87.6,"mgp5621"
"mgm4535766","urban biome","city","biological product","human-skin",NA,"1808_S6_L001_R1_001","Home_Microbiome_Project","metagenome","WGS",NA,"USA",41.9,-87.6,"mgp5621"
"mgm4535767","urban biome","city","biological product","human-skin",NA,"1808_S6_L001_R2_001","Home_Microbiome_Project","metagenome","WGS",NA,"USA",41.9,-87.6,"mgp5621"
"mgm4535768","urban biome","city","biological product","human-skin",NA,"1809_S7_L001_R1_001","Home_Microbiome_Project","metagenome","WGS",NA,"USA",41.9,-87.6,"mgp5621"
"mgm4535769","urban biome","city","biological product","human-skin",NA,"1809_S7_L001_R2_001","Home_Microbiome_Project","metagenome","WGS",NA,"USA",41.9,-87.6,"mgp5621"
"mgm4535770","urban biome","city","biological product","human-skin",NA,"1812_S8_L001_R1_001","Home_Microbiome_Project","metagenome","WGS",NA,"USA",41.9,-87.6,"mgp5621"
"mgm4535771","urban biome","city","biological product","human-skin",NA,"1812_S8_L001_R2_001","Home_Microbiome_Project","metagenome","WGS",NA,"USA",41.9,-87.6,"mgp5621"
"mgm4535772","urban biome","city","biological product","human-skin",NA,"1815_S9_L001_R1_001","Home_Microbiome_Project","metagenome","WGS",NA,"USA",41.9,-87.6,"mgp5621"
"mgm4535773","urban biome","city","biological product","human-skin",NA,"1815_S9_L001_R2_001","Home_Microbiome_Project","metagenome","WGS",NA,"USA",41.9,-87.6,"mgp5621"
"mgm4535798","urban biome","city","biological product","human-skin",NA,"1831_S22_L001_R1_001","Home_Microbiome_Project","metagenome","WGS",NA,"USA",41.9,-87.6,"mgp5621"
"mgm4535799","urban biome","city","biological product","human-skin",NA,"1831_S22_L001_R2_001","Home_Microbiome_Project","metagenome","WGS",NA,"USA",41.9,-87.6,"mgp5621"
"mgm4535800","urban biome","city","biological product","human-skin",NA,"1832_S23_L001_R1_001","Home_Microbiome_Project","metagenome","WGS",NA,"USA",41.9,-87.6,"mgp5621"
"mgm4535801","urban biome","city","biological product","human-skin",NA,"1832_S23_L001_R2_001","Home_Microbiome_Project","metagenome","WGS",NA,"USA",41.9,-87.6,"mgp5621"
"mgm4535802","urban biome","city","biological product","human-skin",NA,"1833_S24_L001_R1_001","Home_Microbiome_Project","metagenome","WGS",NA,"USA",41.9,-87.6,"mgp5621"
"mgm4535803","urban biome","city","biological product","human-skin",NA,"1833_S24_L001_R2_001","Home_Microbiome_Project","metagenome","WGS",NA,"USA",41.9,-87.6,"mgp5621"
"mgm4535804","urban biome","city","biological product","human-skin",NA,"1834_S25_L001_R1_001","Home_Microbiome_Project","metagenome","WGS",NA,"USA",41.9,-87.6,"mgp5621"
"mgm4535805","urban biome","city","biological product","human-skin",NA,"1834_S25_L001_R2_001","Home_Microbiome_Project","metagenome","WGS",NA,"USA",41.9,-87.6,"mgp5621"
"mgm4535806","urban biome","city","biological product","human-skin",NA,"1836_S26_L001_R1_001","Home_Microbiome_Project","metagenome","WGS",NA,"USA",41.9,-87.6,"mgp5621"
"mgm4535807","urban biome","city","biological product","human-skin",NA,"1836_S26_L001_R2_001","Home_Microbiome_Project","metagenome","WGS",NA,"USA",41.9,-87.6,"mgp5621"
"mgm4535808","urban biome","city","biological product","human-skin",NA,"1837_S27_L001_R1_001","Home_Microbiome_Project","metagenome","WGS",NA,"USA",41.9,-87.6,"mgp5621"
"mgm4535809","urban biome","city","biological product","human-skin",NA,"1837_S27_L001_R2_001","Home_Microbiome_Project","metagenome","WGS",NA,"USA",41.9,-87.6,"mgp5621"
"mgm4535810","urban biome","city","biological product","human-skin",NA,"1839_S28_L001_R1_001","Home_Microbiome_Project","metagenome","WGS",NA,"USA",41.9,-87.6,"mgp5621"
"mgm4535811","urban biome","city","biological product","human-skin",NA,"1839_S28_L001_R2_001","Home_Microbiome_Project","metagenome","WGS",NA,"USA",41.9,-87.6,"mgp5621"
"mgm4535828","urban biome","city","biological product","human-skin",NA,"1855_S38_L001_R1_001","Home_Microbiome_Project","metagenome","WGS",NA,"USA",41.9,-87.6,"mgp5621"
"mgm4535829","urban biome","city","biological product","human-skin",NA,"1855_S38_L001_R2_001","Home_Microbiome_Project","metagenome","WGS",NA,"USA",41.9,-87.6,"mgp5621"
"mgm4535830","urban biome","city","biological product","human-skin",NA,"1856_S39_L001_R1_001","Home_Microbiome_Project","metagenome","WGS",NA,"USA",41.9,-87.6,"mgp5621"
"mgm4535831","urban biome","city","biological product","human-skin",NA,"1856_S39_L001_R2_001","Home_Microbiome_Project","metagenome","WGS",NA,"USA",41.9,-87.6,"mgp5621"
"mgm4535832","urban biome","city","biological product","human-skin",NA,"1857_S40_L001_R1_001","Home_Microbiome_Project","metagenome","WGS",NA,"USA",41.9,-87.6,"mgp5621"
"mgm4535833","urban biome","city","biological product","human-skin",NA,"1857_S40_L001_R2_001","Home_Microbiome_Project","metagenome","WGS",NA,"USA",41.9,-87.6,"mgp5621"
"mgm4535834","urban biome","city","biological product","human-skin",NA,"1858_S41_L001_R1_001","Home_Microbiome_Project","metagenome","WGS",NA,"USA",41.9,-87.6,"mgp5621"
"mgm4535835","urban biome","city","biological product","human-skin",NA,"1858_S41_L001_R2_001","Home_Microbiome_Project","metagenome","WGS",NA,"USA",41.9,-87.6,"mgp5621"
"mgm4535836","urban biome","city","biological product","human-skin",NA,"1860_S42_L001_R1_001","Home_Microbiome_Project","metagenome","WGS",NA,"USA",41.9,-87.6,"mgp5621"
"mgm4535837","urban biome","city","biological product","human-skin",NA,"1860_S42_L001_R2_001","Home_Microbiome_Project","metagenome","WGS",NA,"USA",41.9,-87.6,"mgp5621"
"mgm4535838","urban biome","city","biological product","human-skin",NA,"1863_S43_L001_R1_001","Home_Microbiome_Project","metagenome","WGS",NA,"USA",41.9,-87.6,"mgp5621"
"mgm4535839","urban biome","city","biological product","human-skin",NA,"1863_S43_L001_R2_001","Home_Microbiome_Project","metagenome","WGS",NA,"USA",41.9,-87.6,"mgp5621"
"mgm4535854","urban biome","city","biological product","human-skin",NA,"1879_S51_L001_R1_001","Home_Microbiome_Project","metagenome","WGS",NA,"USA",41.9,-87.6,"mgp5621"
"mgm4535855","urban biome","city","biological product","human-skin",NA,"1879_S51_L001_R2_001","Home_Microbiome_Project","metagenome","WGS",NA,"USA",41.9,-87.6,"mgp5621"
"mgm4535856","urban biome","city","biological product","human-skin",NA,"1880_S52_L001_R1_001","Home_Microbiome_Project","metagenome","WGS",NA,"USA",41.9,-87.6,"mgp5621"
"mgm4535857","urban biome","city","biological product","human-skin",NA,"1880_S52_L001_R2_001","Home_Microbiome_Project","metagenome","WGS",NA,"USA",41.9,-87.6,"mgp5621"
"mgm4535858","urban biome","city","biological product","human-skin",NA,"1881_S53_L001_R1_001","Home_Microbiome_Project","metagenome","WGS",NA,"USA",41.9,-87.6,"mgp5621"
"mgm4535859","urban biome","city","biological product","human-skin",NA,"1881_S53_L001_R2_001","Home_Microbiome_Project","metagenome","WGS",NA,"USA",41.9,-87.6,"mgp5621"
"mgm4535860","urban biome","city","biological product","human-skin",NA,"1882_S54_L001_R1_001","Home_Microbiome_Project","metagenome","WGS",NA,"USA",41.9,-87.6,"mgp5621"
"mgm4535861","urban biome","city","biological product","human-skin",NA,"1882_S54_L001_R2_001","Home_Microbiome_Project","metagenome","WGS",NA,"USA",41.9,-87.6,"mgp5621"
"mgm4535862","urban biome","city","biological product","human-skin",NA,"1884_S55_L001_R1_001","Home_Microbiome_Project","metagenome","WGS",NA,"USA",41.9,-87.6,"mgp5621"
"mgm4535863","urban biome","city","biological product","human-skin",NA,"1884_S55_L001_R2_001","Home_Microbiome_Project","metagenome","WGS",NA,"USA",41.9,-87.6,"mgp5621"
"mgm4543593","urban biome","microbial feature","biological product","human-gut",NA,"U122_final","Shotgun metagenomics of the human stomach","metagenome","WGS",NA,"Malaysia",3.124747,101.653404,"mgp5712"
"mgm4543594","urban biome","microbial feature","biological product","human-gut",NA,"U22_final","Shotgun metagenomics of the human stomach","metagenome","WGS",NA,"Malaysia",3.124747,101.653404,"mgp5712"
"mgm4543595","urban biome","microbial feature","biological product","human-gut",NA,"U37_final","Shotgun metagenomics of the human stomach","metagenome","WGS",NA,"Malaysia",3.124747,101.653404,"mgp5712"
"mgm4543596","urban biome","microbial feature","biological product","human-gut",NA,"U67_final","Shotgun metagenomics of the human stomach","metagenome","WGS",NA,"Malaysia",3.124747,101.653404,"mgp5712"
"mgm4550331","urban biome","anthropogenic feature","feces","human-gut",NA,"MG1","Metagenomic analysis of GI microbiota from health US and Egyptian children","metagenome","WGS",NA,"Egypt",26.820553,30.802498,"mgp7563"
"mgm4550332","urban biome","anthropogenic feature","feces","human-gut",NA,"MG2","Metagenomic analysis of GI microbiota from health US and Egyptian children","metagenome","WGS",NA,"USA",26.820553,30.802498,"mgp7563"
"mgm4552772","urban biome","anthropogenic feature","feces","human-gut",NA,"MG1_S1_L001_R1_001","Metagenomic analysis of GI microbiota from health US and Egyptian children","metagenome","WGS",NA,"Egypt",26.820553,30.802498,"mgp7563"
"mgm4552773","urban biome","anthropogenic feature","feces","human-gut",NA,"MG1_S1_L001_R2_001","Metagenomic analysis of GI microbiota from health US and Egyptian children","metagenome","WGS",NA,"Egypt",26.820553,30.802498,"mgp7563"
"mgm4552774","urban biome","anthropogenic feature","feces","human-gut",NA,"MG2_S2_L001_R1_001","Metagenomic analysis of GI microbiota from health US and Egyptian children","metagenome","WGS",NA,"USA",26.820553,30.802498,"mgp7563"
"mgm4552775","urban biome","anthropogenic feature","feces","human-gut",NA,"MG2_S2_L001_R2_001","Metagenomic analysis of GI microbiota from health US and Egyptian children","metagenome","WGS",NA,"USA",26.820553,30.802498,"mgp7563"
