"samples","biome","feature","material","env.package","metagenome_taxonomy","sample_name","project_name","investigation_type","sequence_type","continent","country","latitude","longitude","project_id"
"mgm4491568","aquatic biome","wastewater treatment plant","water","wastewater|sludge",NA,"Merged_10_ST07-7","Full-scale activated sludge metagenomes of Shatin WWTP","metagenome","WGS",NA,"Hong Kong",22.3964,114.1095,"mgp439"
"mgm4494854","aquatic biome","wastewater treatment plant","activated sludge","wastewater|sludge",NA,"M8_META","Metagenomics data","metagenome","WGS",NA,"China",34.08,115.29,"mgp50938004"
"mgm4494855","aquatic biome","wastewater treatment plant","activated sludge","wastewater|sludge",NA,"M9_META","Metagenomics data","metagenome","WGS",NA,"China",34.08,115.29,"mgp50938004"
"mgm4494863","aquatic biome","wastewater treatment plant","activated sludge","wastewater|sludge",NA,"M10_META","Metagenomics data","metagenome","WGS",NA,"China",33.44,114.9,"mgp50938004"
"mgm4494888","aquatic biome","wastewater treatment plant","activated sludge","wastewater|sludge",NA,"M11_META","Metagenomics data","metagenome","WGS",NA,"China",33.44,114.9,"mgp50938004"
"mgm4511199","aquatic biome","wastewater treatment plant","waste water","wastewater|sludge",NA,"Chem_AS_1","HKULG209_1","metagenome","WGS","asia","China",31.01,121.41,"mgp3218"
"mgm4511200","aquatic biome","wastewater treatment plant","waste water","wastewater|sludge",NA,"Chem_AS_2","HKULG209_1","metagenome","WGS","asia","China",31.01,121.41,"mgp3218"
"mgm4511201","aquatic biome","wastewater treatment plant","waste water","wastewater|sludge",NA,"Chem_AS_3","HKULG209_1","metagenome","WGS","asia","China",31.01,121.41,"mgp3218"
"mgm4511202","aquatic biome","wastewater treatment plant","waste water","wastewater|sludge",NA,"Chem_AS_4","HKULG209_1","metagenome","WGS","asia","China",31.01,121.41,"mgp3218"
"mgm4521534","aquatic biome","microbial feature","sludge","wastewater|sludge",NA,"HIT-1302.L170_SZABPI024475-84_1","anaerobic-anoxic sludge community","metagenome","WGS",NA,"China",22,114,"mgp4364"
"mgm4522552","aquatic biome","microbial feature","sludge","wastewater|sludge",NA,"HITSZ1","anaerobic-anoxic sludge community","metagenome","WGS",NA,"China",22,114,"mgp4364"
"mgm4524971","aquatic biome","microbial feature","sludge","wastewater|sludge",NA,"cb160","anaerobic-anoxic sludge community","metagenome","WGS",NA,"China",22,114,"mgp4364"
"mgm4537904","aquatic biome","wastewater treatment plant","waste water","wastewater|sludge",NA,"LAD_STAS_Contigs","LAD_Plasmid","metagenome","WGS","asia","Hong Kong",22.28,114.14,"mgp6217"
"mgm4537905","aquatic biome","wastewater treatment plant","waste water","wastewater|sludge",NA,"LAD_STAS_Reads","LAD_Plasmid","metagenome","WGS","asia","Hong Kong",22.28,114.14,"mgp6217"
"mgm4537906","aquatic biome","wastewater treatment plant","waste water","wastewater|sludge",NA,"LAD_STDS_Contigs","LAD_Plasmid","metagenome","WGS","asia","Hong Kong",22.28,114.14,"mgp6217"
"mgm4537907","aquatic biome","wastewater treatment plant","waste water","wastewater|sludge",NA,"LAD_STDS_Reads","LAD_Plasmid","metagenome","WGS","asia","Hong Kong",22.28,114.14,"mgp6217"
"mgm4537908","aquatic biome","wastewater treatment plant","waste water","wastewater|sludge",NA,"LAD_STIN_Contigs","LAD_Plasmid","metagenome","WGS","asia","Hong Kong",22.28,114.14,"mgp6217"
"mgm4537909","aquatic biome","wastewater treatment plant","waste water","wastewater|sludge",NA,"LAD_STIN_Reads","LAD_Plasmid","metagenome","WGS","asia","Hong Kong",22.28,114.14,"mgp6217"
"mgm4537910","aquatic biome","wastewater treatment plant","waste water","wastewater|sludge",NA,"LAD_SWHAS_Contigs","LAD_Plasmid","metagenome","WGS","asia","Hong Kong",22.28,114.14,"mgp6217"
"mgm4537911","aquatic biome","wastewater treatment plant","waste water","wastewater|sludge",NA,"LAD_SWHAS_Reads","LAD_Plasmid","metagenome","WGS","asia","Hong Kong",22.28,114.14,"mgp6217"
"mgm4537912","aquatic biome","wastewater treatment plant","waste water","wastewater|sludge",NA,"LAD_SWHDS_Contigs","LAD_Plasmid","metagenome","WGS","asia","Hong Kong",22.28,114.14,"mgp6217"
"mgm4537913","aquatic biome","wastewater treatment plant","waste water","wastewater|sludge",NA,"LAD_SWHDS_Reads","LAD_Plasmid","metagenome","WGS","asia","Hong Kong",22.28,114.14,"mgp6217"
"mgm4537914","aquatic biome","wastewater treatment plant","waste water","wastewater|sludge",NA,"LAD_SWHIN_Contigs","LAD_Plasmid","metagenome","WGS","asia","Hong Kong",22.28,114.14,"mgp6217"
"mgm4537915","aquatic biome","wastewater treatment plant","waste water","wastewater|sludge",NA,"LAD_SWHIN_Reads","LAD_Plasmid","metagenome","WGS","asia","Hong Kong",22.28,114.14,"mgp6217"
"mgm4539290","aquatic biome","marine biome","Water","water",NA,"SP","Metagenome of Arraial do Cabo","metagenome","WGS","south america","Brazil",-22.975369,-42.013012,"mgp6331"
"mgm4539291","aquatic biome","marine biome","Water","water",NA,"SE","Metagenome of Arraial do Cabo","metagenome","WGS","south america","Brazil",-22.975369,-42.013012,"mgp6331"
"mgm4544122","aquatic biome","biofilm","waste water","wastewater|sludge",NA,"Anammox_granules.fastq","Anammox_granules","metagenome","WGS",NA,"Netherlands",52.0115769,4.3570677,"mgp6845"
"mgm4547780","aquatic biome","biofilm","waste water","wastewater|sludge",NA,"Anaerobic_papermill_granules.fastq","Anaerobic_papermill_granules","metagenome","WGS",NA,"Netherlands",52.108739,6.080888,"mgp7266"
"mgm4550584","aquatic biome","microbial feature","anaerobic sediment","sediment",NA,"IonXpress_001.R_2014_01_23_20_49_25_user_kornel13","Scenedesmus fermentation","metagenome","WGS",NA,"Hungary",46.253,20.146,"mgp7591"
"mgm4550585","aquatic biome","microbial feature","anaerobic sediment","sediment",NA,"IonXpress_002.R_2014_01_23_20_49_25_user_kornel13","Scenedesmus fermentation","metagenome","WGS",NA,"Hungary",46.253,20.146,"mgp7591"
"mgm4550586","aquatic biome","microbial feature","anaerobic sediment","sediment",NA,"IonXpress_003.R_2014_01_23_20_49_25_user_kornel13","Scenedesmus fermentation","metagenome","WGS",NA,"Hungary",46.253,20.146,"mgp7591"
"mgm4550588","aquatic biome","microbial feature","anaerobic sediment","sediment",NA,"IonXpress_005.R_2014_01_23_20_49_25_user_kornel13","Scenedesmus fermentation","metagenome","WGS",NA,"Hungary",46.253,20.146,"mgp7591"
"mgm4550589","aquatic biome","microbial feature","anaerobic sediment","sediment",NA,"IonXpress_006.R_2014_01_23_20_49_25_user_kornel13","Scenedesmus fermentation","metagenome","WGS",NA,"Hungary",46.253,20.146,"mgp7591"
"mgm4550590","aquatic biome","microbial feature","anaerobic sediment","sediment",NA,"IonXpress_007.R_2014_01_23_20_49_25_user_kornel13","Scenedesmus fermentation","metagenome","WGS",NA,"Hungary",46.253,20.146,"mgp7591"
"mgm4550592","aquatic biome","microbial feature","anaerobic sediment","sediment",NA,"IonXpress_009.R_2014_01_23_20_49_25_user_kornel13","Scenedesmus fermentation","metagenome","WGS",NA,"Hungary",46.253,20.146,"mgp7591"
"mgm4550593","aquatic biome","microbial feature","anaerobic sediment","sediment",NA,"IonXpress_010.R_2014_01_23_20_49_25_user_kornel13","Scenedesmus fermentation","metagenome","WGS",NA,"Hungary",46.253,20.146,"mgp7591"
"mgm4550594","aquatic biome","microbial feature","anaerobic sediment","sediment",NA,"IonXpress_011.R_2014_01_23_20_49_25_user_kornel13","Scenedesmus fermentation","metagenome","WGS",NA,"Hungary",46.253,20.146,"mgp7591"
"mgm4550596","aquatic biome","microbial feature","anaerobic sediment","sediment",NA,"IonXpress_013.R_2014_01_23_20_49_25_user_kornel13","Scenedesmus fermentation","metagenome","WGS",NA,"Hungary",46.253,20.146,"mgp7591"
"mgm4557752","aquatic biome","microbial feature","fresh water","water",NA,"pavin80m_Assembly","PavinOme","metagenome","WGS",NA,"France",45.4947172,2.8869701,"mgp8119"
"mgm4557753","aquatic biome","microbial feature","fresh water","water",NA,"pavin4m_Assembly","PavinOme","metagenome","WGS",NA,"France",45.4947172,2.8869701,"mgp8119"
"mgm4563526","aquatic biome","sea","sediment","sediment",NA,"FishFarm2006","FishFarmMG","metagenome","WGS",NA,"Finland",60.1638,21.24347,"mgp9119"
"mgm4563797","aquatic biome","biofilm","water","microbial mat|biofilm",NA,"ShrimpTankFloc","ShrimpTankFloc","metagenome","WGS",NA,"USA",34,-81,"mgp9153"
"mgm4565980","aquatic biome","sea","sediment","sediment",NA,"FishFarm2009","FishFarmMG","metagenome","WGS",NA,"Finland",60.267726,21.407676,"mgp9119"
"mgm4565982","aquatic biome","sea","sediment","sediment",NA,"FishFarm2013a","FishFarmMG","metagenome","WGS",NA,"Finland",60.267726,21.407676,"mgp9119"
"mgm4565983","aquatic biome","sea","sediment","sediment",NA,"FishFarm2013b","FishFarmMG","metagenome","WGS",NA,"Finland",60.267726,21.407676,"mgp9119"
"mgm4565984","aquatic biome","sea","sediment","sediment",NA,"FishFarm2013c","FishFarmMG","metagenome","WGS",NA,"Finland",60.267726,21.407676,"mgp9119"
"mgm4566733","aquatic biome","biofilm","water","wastewater|sludge",NA,"C1.pe.qc","metagenome of completetly autotrophic nitrogen removal system","metagenome","WGS",NA,"China",45.7,126.6,"mgp9520"
"mgm4568625","aquatic biome","organic feature","anthropogenic environmental material","wastewater|sludge",NA,"140528_SND104_B_L007_GCZ-12_R1","Initial activated sludge DNA","metagenome","WGS",NA,"Switzerland",46.1983922,6.1422961,"mgp9679"
"mgm4568626","aquatic biome","organic feature","anthropogenic environmental material","wastewater|sludge",NA,"140528_SND104_B_L007_GCZ-12_R2","Initial activated sludge DNA","metagenome","WGS",NA,"Switzerland",46.1983922,6.1422961,"mgp9679"
"mgm4569569","aquatic biome","organic feature","anthropogenic environmental material","wastewater|sludge",NA,"140528_SND104_B_L007_GCZ-14_R1","Initial activated sludge and aerobic granules DNA","metagenome","WGS",NA,"Switzerland",46.1983922,6.1422961,"mgp9798"
"mgm4569570","aquatic biome","organic feature","anthropogenic environmental material","wastewater|sludge",NA,"140528_SND104_B_L007_GCZ-14_R2","Initial activated sludge and aerobic granules DNA","metagenome","WGS",NA,"Switzerland",46.1983922,6.1422961,"mgp9798"
"mgm4569598","aquatic biome","organic feature","anthropogenic environmental material","wastewater|sludge",NA,"140528_SND104_B_L007_GCZ-15_R1","Final activated sludge and aerobic granules DNA","metagenome","WGS",NA,"Switzerland",46.1983922,6.1422961,"mgp9801"
"mgm4569599","aquatic biome","organic feature","anthropogenic environmental material","wastewater|sludge",NA,"140528_SND104_B_L007_GCZ-15_R2","Final activated sludge and aerobic granules DNA","metagenome","WGS",NA,"Switzerland",46.1983922,6.1422961,"mgp9801"
"mgm4571849","aquatic biome","aerobic bioreactor","sludge","wastewater|sludge",NA,"dried_sludge_new","exploration of biodegardation genes: a metagenomics approach","metagenome","WGS",NA,"India",30.7333148,76.7794179,"mgp9810"
"mgm4571867","aquatic biome","aerobic bioreactor","sludge","wastewater|sludge",NA,"3rd_stage_sludge","exploration of biodegardation genes: a metagenomics approach","metagenome","WGS",NA,"India",30.7333148,76.7794179,"mgp10022"
"mgm4572171","aquatic biome","organic feature","anthropogenic environmental material","wastewater|sludge",NA,"140528_SND104_B_L007_GCZ-13_R1","Final activated sludge DNA","metagenome","WGS",NA,"Switzerland",46.1983922,6.1422961,"mgp10067"
"mgm4572172","aquatic biome","organic feature","anthropogenic environmental material","wastewater|sludge",NA,"140528_SND104_B_L007_GCZ-13_R2","Final activated sludge DNA","metagenome","WGS",NA,"Switzerland",46.1983922,6.1422961,"mgp10067"
"mgm4572368","aquatic biome","organic feature","anthropogenic environmental material","wastewater|sludge",NA,"SPAdes_GCZ-17_PEk51k99_contigs","Final activated sludge RNA PE k51k99","metagenome","WGS",NA,"Switzerland",46.1983922,6.1422961,"mgp10097"
"mgm4572418","aquatic biome","organic feature","anthropogenic environmental material","wastewater|sludge",NA,"SPAdesGCZ16PEk51k99contigs","Initial activated sludge RNA PE","metagenome","WGS",NA,"Switzerland",46.1983922,6.1422961,"mgp10109"
"mgm4572525","aquatic biome","organic feature","anthropogenic environmental material","wastewater|sludge",NA,"SPAdesGCZ19PEk51k99contigs","Final activated sludge and aerobic granules RNA PE","metagenome","WGS",NA,"Switzerland",46.1983922,6.1422961,"mgp10115"
"mgm4572669","aquatic biome","organic feature","anthropogenic environmental material","wastewater|sludge",NA,"SPAdesGCZ19PEk17k99contigs","Final activated sludge and aerobic granules RNA PE k17k99","metagenome","WGS",NA,"Switzerland",46.1983922,6.1422961,"mgp10141"
"mgm4573407","aquatic biome","organic feature","anthropogenic environmental material","wastewater|sludge",NA,"SPAdesGCZ17PEk17k99contigs","Final activated sludge RNA PE k17k99","metagenome","WGS",NA,"Switzerland",46.1983922,6.1422961,"mgp10189"
"mgm4573631","aquatic biome","organic feature","anthropogenic environmental material","wastewater|sludge",NA,"SPAdesGCZ16PEk17k99contigs","Initial activated sludge RNA PE k17k99","metagenome","WGS",NA,"Switzerland",46.1983922,6.1422961,"mgp10207"
"mgm4574017","aquatic biome","aerobic bioreactor","sludge","wastewater|sludge",NA,"1st stage sludge","exploration of biodegardation genes: a metagenomics approach","metagenome","WGS",NA,"India",30.7333148,76.7794179,"mgp10022"
"mgm4576679","aquatic biome","wastewater treatment plant","waste water","wastewater|sludge",NA,"sewage_virome_direct","sewage virome","metagenome","WGS","north america","USA",42.7369792,-84.4838654,"mgp3889"
"mgm4577905","aquatic biome","marine feature","sea water","water",NA,"092812_890m_metagenome","SPOT_890m_092012_metagenome","metagenome","WGS","north america","Pacific Ocean",33.55,-118.4,"mgp10459"
"mgm4580158","aquatic biome","organic feature","anthropogenic environmental material","wastewater|sludge",NA,"SPAdesGCZ18PEk17k99biscontigs","Initial activated sludge and aerobic granules Bis RNA PE k17k99","metagenome","WGS",NA,"Switzerland",46.1983922,6.1422961,"mgp10696"
"mgm4597413","aquatic biome","anaerobic bioreactor","anaerobic digester sludge","wastewater|sludge",NA,"Contigs Alkaline Reactor (R2-060613-1-2)","Anaerobic alkaline reactor (Contigs)","metagenome","WGS",NA,"Germany",52.0302285,8.5324708,"mgp11257"
"mgm4605923","aquatic biome","lake","water","wastewater|sludge",NA,"FWTcontigs","Produced water","metagenome","WGS","north america","USA",40.68,-80.1,"mgp11920"
"mgm4605924","aquatic biome","lake","water","wastewater|sludge",NA,"HP1contigs","Produced water","metagenome","WGS","north america","USA",40.68,-80.1,"mgp11920"
"mgm4605925","aquatic biome","lake","water","wastewater|sludge",NA,"HP2contigs","Produced water","metagenome","WGS","north america","USA",40.68,-80.1,"mgp11920"
"mgm4616918","aquatic biome","wastewater treatment plant","water","wastewater|sludge",NA,"AOM-EET_pair_retein","anaerobic methane oxidation with extracellular electron transfer","metagenome","WGS",NA,"South Korea",36,128,"mgp11575"
"mgm4618470","aquatic biome","aquifer","petroleum","water",NA,"G2-TP3-ETH","Adaptation from ETH to VC","metagenome","WGS",NA,"USA",64.844977,-147.7144085,"mgp12582"
"mgm4618471","aquatic biome","aquifer","petroleum","water",NA,"Groundwater","Adaptation from ETH to VC","metagenome","WGS",NA,"USA",64.844977,-147.7144085,"mgp12582"
"mgm4618472","aquatic biome","aquifer","petroleum","water",NA,"G2-TP2-VC-R","Adaptation from ETH to VC","metagenome","WGS",NA,"USA",64.844977,-147.7144085,"mgp12582"
"mgm4618473","aquatic biome","aquifer","petroleum","water",NA,"G2-TP2-ETH-R","Adaptation from ETH to VC","metagenome","WGS",NA,"USA",64.844977,-147.7144085,"mgp12582"
"mgm4618474","aquatic biome","aquifer","petroleum","water",NA,"G2-TP1-ETH","Adaptation from ETH to VC","metagenome","WGS",NA,"USA",64.844977,-147.7144085,"mgp12582"
"mgm4618475","aquatic biome","aquifer","petroleum","water",NA,"G1-TP1-ETH","Adaptation from ETH to VC","metagenome","WGS",NA,"USA",64.844977,-147.7144085,"mgp12582"
"mgm4618476","aquatic biome","aquifer","petroleum","water",NA,"G1-TP2-VC","Adaptation from ETH to VC","metagenome","WGS",NA,"USA",64.844977,-147.7144085,"mgp12582"
"mgm4618477","aquatic biome","aquifer","petroleum","water",NA,"G1-TP2-ETH","Adaptation from ETH to VC","metagenome","WGS",NA,"USA",64.844977,-147.7144085,"mgp12582"
"mgm4618478","aquatic biome","aquifer","petroleum","water",NA,"G2-TP2-VC","Adaptation from ETH to VC","metagenome","WGS",NA,"USA",64.844977,-147.7144085,"mgp12582"
"mgm4618479","aquatic biome","aquifer","petroleum","water",NA,"G2-TP2-ETH","Adaptation from ETH to VC","metagenome","WGS",NA,"USA",64.844977,-147.7144085,"mgp12582"
"mgm4618480","aquatic biome","aquifer","petroleum","water",NA,"G1-TP3-VC","Adaptation from ETH to VC","metagenome","WGS",NA,"USA",64.844977,-147.7144085,"mgp12582"
"mgm4618481","aquatic biome","aquifer","petroleum","water",NA,"G1-TP3-ETH","Adaptation from ETH to VC","metagenome","WGS",NA,"USA",64.844977,-147.7144085,"mgp12582"
"mgm4618482","aquatic biome","aquifer","petroleum","water",NA,"G2-TP3-VC","Adaptation from ETH to VC","metagenome","WGS",NA,"USA",64.844977,-147.7144085,"mgp12582"
"mgm4618721","aquatic biome","aquifer","petroleum","water",NA,"S10Retain","Adaptation from ETH to VC Retain","metagenome","WGS",NA,"USA",64.844977,-147.7144085,"mgp12599"
"mgm4618722","aquatic biome","aquifer","petroleum","water",NA,"S11Retain","Adaptation from ETH to VC Retain","metagenome","WGS",NA,"USA",64.844977,-147.7144085,"mgp12599"
"mgm4618723","aquatic biome","aquifer","petroleum","water",NA,"S12Retain","Adaptation from ETH to VC Retain","metagenome","WGS",NA,"USA",64.844977,-147.7144085,"mgp12599"
"mgm4618724","aquatic biome","aquifer","petroleum","water",NA,"S13Retain","Adaptation from ETH to VC Retain","metagenome","WGS",NA,"USA",64.844977,-147.7144085,"mgp12599"
"mgm4618725","aquatic biome","aquifer","petroleum","water",NA,"S1Retain","Adaptation from ETH to VC Retain","metagenome","WGS",NA,"USA",64.844977,-147.7144085,"mgp12599"
"mgm4618726","aquatic biome","aquifer","petroleum","water",NA,"S2Retain","Adaptation from ETH to VC Retain","metagenome","WGS",NA,"USA",64.844977,-147.7144085,"mgp12599"
"mgm4618727","aquatic biome","aquifer","petroleum","water",NA,"S3Retain","Adaptation from ETH to VC Retain","metagenome","WGS",NA,"USA",64.844977,-147.7144085,"mgp12599"
"mgm4618728","aquatic biome","aquifer","petroleum","water",NA,"S4Retain","Adaptation from ETH to VC Retain","metagenome","WGS",NA,"USA",64.844977,-147.7144085,"mgp12599"
"mgm4618729","aquatic biome","aquifer","petroleum","water",NA,"S5Retain","Adaptation from ETH to VC Retain","metagenome","WGS",NA,"USA",64.844977,-147.7144085,"mgp12599"
"mgm4618730","aquatic biome","aquifer","petroleum","water",NA,"S6Retain","Adaptation from ETH to VC Retain","metagenome","WGS",NA,"USA",64.844977,-147.7144085,"mgp12599"
"mgm4618731","aquatic biome","aquifer","petroleum","water",NA,"S7Retain","Adaptation from ETH to VC Retain","metagenome","WGS",NA,"USA",64.844977,-147.7144085,"mgp12599"
"mgm4618732","aquatic biome","aquifer","petroleum","water",NA,"S8Retain","Adaptation from ETH to VC Retain","metagenome","WGS",NA,"USA",64.844977,-147.7144085,"mgp12599"
"mgm4618733","aquatic biome","aquifer","petroleum","water",NA,"S9Retain","Adaptation from ETH to VC Retain","metagenome","WGS",NA,"USA",64.844977,-147.7144085,"mgp12599"
"mgm4619682","aquatic biome","animal-associated habitat","feces","host-associated",NA,"Apostichopus japonicas Selenka large","Apostichopus japonicas Selenka sea cucumber microbiome","metagenome","WGS",NA,"Japan",41.83,140.74,"mgp12657"
"mgm4619683","aquatic biome","animal-associated habitat","feces","host-associated",NA,"Apostichopus japonicas Selenka small","Apostichopus japonicas Selenka sea cucumber microbiome","metagenome","WGS",NA,"Japan",41.83,140.74,"mgp12657"
"mgm4626019","aquatic biome","marine feature","sand","sediment",NA,"DV.clean_1a","Kueisantao sediment","metagenome","WGS",NA,"China",24,106,"mgp13161"
"mgm4626020","aquatic biome","marine feature","sand","sediment",NA,"DV.clean_2","Kueisantao sediment","metagenome","WGS",NA,"China",24,106,"mgp13161"
"mgm4630419","aquatic biome","river","contaminated water","water",NA,"PINH04500","Phage_NAP","metagenome","WGS",NA,"Brazil",-23.59413533,-46.69383645,"mgp13480"
"mgm4644204","aquatic biome","marine benthic feature","sea water","host-associated",NA,"Coral_08.15.11_00:00","Diel Mussismilia","metagenome","WGS",NA,"Brazil",-17.964779,-38.102778,"mgp14437"
"mgm4644205","aquatic biome","marine benthic feature","sea water","host-associated",NA,"Coral_MBL_08.15.11_18:00","Diel Mussismilia","metagenome","WGS",NA,"Brazil",-17.964778,-38.702778,"mgp14437"
"mgm4644206","aquatic biome","marine benthic feature","sea water","host-associated",NA,"Coral_MBL_08.16.11_00:00","Diel Mussismilia","metagenome","WGS",NA,"Brazil",-17.964778,-38.702778,"mgp14437"
"mgm4644207","aquatic biome","marine benthic feature","sea water","host-associated",NA,"Coral_MBL_08.16.11_12:00","Diel Mussismilia","metagenome","WGS",NA,"Brazil",-17.964778,-38.702778,"mgp14437"
"mgm4644208","aquatic biome","marine benthic feature","sea water","host-associated",NA,"Coral_MBL_08.16.11_06:00","Diel Mussismilia","metagenome","WGS",NA,"Brazil",-17.964778,-38.702778,"mgp14437"
"mgm4644209","aquatic biome","marine benthic feature","sea water","water",NA,"Water Column_08.15.11_00:00","Diel Mussismilia","metagenome","WGS",NA,"Brazil",-17.964778,-38.702778,"mgp14437"
"mgm4644210","aquatic biome","marine benthic feature","sea water","water",NA,"Water Column_08.15.11_12:00","Diel Mussismilia","metagenome","WGS",NA,"Brazil",-17.964778,-38.702778,"mgp14437"
"mgm4647329","aquatic biome","organic feature","anthropogenic environmental material","wastewater|sludge",NA,"AMX-01-15-B","Anammox_Lab_B","metagenome","WGS",NA,"Poland",54.22,18.4,"mgp14524"
"mgm4647330","aquatic biome","organic feature","anthropogenic environmental material","wastewater|sludge",NA,"AMX-05-13-B","Anammox_Lab_B","metagenome","WGS",NA,"Poland",54.22,18.4,"mgp14524"
"mgm4647331","aquatic biome","organic feature","anthropogenic environmental material","wastewater|sludge",NA,"AMX-07-14-B","Anammox_Lab_B","metagenome","WGS",NA,"Poland",54.23,18.41,"mgp14524"
"mgm4654798","aquatic biome","lake sediment","sediment","sediment",NA,"GL110912_S_DNA_29-31cm","GL sed","metagenome","WGS","north america","USA",43.05,-75.967,"mgp14655"
"mgm4661587","aquatic biome","marine feature","sandy sediment","sediment",NA,"MF9_A","SharkBay_seagrass","metagenome","WGS","australia","Australia",-26.0641698,113.727032,"mgp14795"
"mgm4661588","aquatic biome","marine feature","sandy sediment","sediment",NA,"MF9_e","SharkBay_seagrass","metagenome","WGS","australia","Australia",-26.0641698,113.727032,"mgp14795"
"mgm4661589","aquatic biome","marine feature","sandy sediment","sediment",NA,"MF9_f","SharkBay_seagrass","metagenome","WGS","australia","Australia",-26.0641698,113.727032,"mgp14795"
"mgm4661590","aquatic biome","marine feature","sandy sediment","sediment",NA,"MF3_C","SharkBay_seagrass","metagenome","WGS","australia","Australia",-25.771083,113.719717,"mgp14795"
"mgm4661591","aquatic biome","marine feature","sandy sediment","sediment",NA,"MF3_D","SharkBay_seagrass","metagenome","WGS","australia","Australia",-25.771083,113.719717,"mgp14795"
"mgm4661592","aquatic biome","marine feature","sandy sediment","sediment",NA,"MF1_B","SharkBay_seagrass","metagenome","WGS","australia","Australia",-25.622083,113.59095,"mgp14795"
"mgm4661593","aquatic biome","marine feature","sandy sediment","sediment",NA,"MF5_B","SharkBay_seagrass","metagenome","WGS","australia","Australia",-25.8158,113.825233,"mgp14795"
"mgm4661594","aquatic biome","marine feature","sandy sediment","sediment",NA,"MF3_B","SharkBay_seagrass","metagenome","WGS","australia","Australia",-25.771083,113.719717,"mgp14795"
"mgm4661595","aquatic biome","marine feature","sandy sediment","sediment",NA,"MF1_C","SharkBay_seagrass","metagenome","WGS","australia","Australia",-25.622083,113.59095,"mgp14795"
"mgm4661596","aquatic biome","marine feature","sandy sediment","sediment",NA,"MF6_A","SharkBay_seagrass","metagenome","WGS","australia","Australia",-25.857867,113.777917,"mgp14795"
"mgm4661597","aquatic biome","marine feature","sandy sediment","sediment",NA,"MF6_C","SharkBay_seagrass","metagenome","WGS","australia","Australia",-25.857867,113.777917,"mgp14795"
"mgm4661598","aquatic biome","marine feature","sandy sediment","sediment",NA,"MF7_C","SharkBay_seagrass","metagenome","WGS","australia","Australia",-25.9310374,113.7529459,"mgp14795"
"mgm4661599","aquatic biome","marine feature","sandy sediment","sediment",NA,"MF7_B","SharkBay_seagrass","metagenome","WGS","australia","Australia",-25.9310374,113.7529459,"mgp14795"
"mgm4661600","aquatic biome","marine feature","sandy sediment","sediment",NA,"MF1_D","SharkBay_seagrass","metagenome","WGS","australia","Australia",-25.622083,113.59095,"mgp14795"
"mgm4661601","aquatic biome","marine feature","sandy sediment","sediment",NA,"MF6_D","SharkBay_seagrass","metagenome","WGS","australia","Australia",-25.857867,113.777917,"mgp14795"
"mgm4661602","aquatic biome","marine feature","sandy sediment","sediment",NA,"MF7_A","SharkBay_seagrass","metagenome","WGS","australia","Australia",-25.9310374,113.7529459,"mgp14795"
"mgm4661603","aquatic biome","marine feature","sandy sediment","sediment",NA,"MF5_D","SharkBay_seagrass","metagenome","WGS","australia","Australia",-25.8158,113.825233,"mgp14795"
