"samples","biome","feature","material","env.package","metagenome_taxonomy","sample_name","project_name","investigation_type","sequence_type","continent","country","latitude","longitude","project_id"
"mgm4440435","marine biome","saline evaporation pond","saline water","water",NA,"MedSalternSDbayMic20051110","Chula Vista, CA Solar Saltern Study","metagenome","WGS","north america","United States of America",32.6,-117.1072,"mgp11"
"mgm4440436","marine biome","saline evaporation pond","saline water","water",NA,"LowSalternSDbayVir200407","Chula Vista, CA Solar Saltern Study","metagenome","WGS","north america","United States of America",32.6,-117.1072,"mgp11"
"mgm4440437","marine biome","saline evaporation pond","saline water","water",NA,"LowSalternSDbayMic200407","Chula Vista, CA Solar Saltern Study","metagenome","WGS","north america","United States of America",32.6,-117.1072,"mgp11"
"mgm4440438","marine biome","saline evaporation pond","saline water","water",NA,"HighSalternSDbayMicD200407","Chula Vista, CA Solar Saltern Study","metagenome","WGS","north america","United States of America",32.6,-117.1072,"mgp11"
"mgm4479000","marine biome","shoreline","sand","sediment",NA,"RL01","Elmer's Beach Metatrancriptomes","metagenome","WGS","north america","USA",29.1782853,-90.0684072,"mgp7309"
"mgm4479001","marine biome","shoreline","sand","sediment",NA,"RL02","Elmer's Beach Metatrancriptomes","metagenome","WGS","north america","USA",29.1782853,-90.0684072,"mgp7309"
"mgm4479002","marine biome","shoreline","sand","sediment",NA,"RL03","Elmer's Beach Metatrancriptomes","metagenome","WGS","north america","USA",29.1782853,-90.0684072,"mgp7309"
"mgm4508047","marine biome","bay","marine sediment","sediment",NA,"MG-Core_42-0_Merged","MG-Core_Metat_Merged","metagenome","WGS",NA,"USA",29.1916916666667,-88.5978433333333,"mgp2734"
"mgm4525341","marine biome","coast","marine sediment","host-associated",NA,"oalg_sanger_metagenome","Oalg_sanger_metagenome","metagenome","WGS",NA,"Italy",42.807838,10.143549,"mgp4836"
"mgm4526719","marine biome","mammalia-associated habitat","feces","host-associated",NA,"RightWhale.F11.MG.2","Atlantic Right Whale metagenome","metagenome","WGS","north america","Atlantic Ocean",44.613667,-66.464833,"mgp3854"
"mgm4526720","marine biome","mammalia-associated habitat","feces","host-associated",NA,"RightWhale.F12.MG.2","Atlantic Right Whale metagenome","metagenome","WGS","north america","Atlantic Ocean",44.613667,-66.464833,"mgp3854"
"mgm4526721","marine biome","mammalia-associated habitat","feces","host-associated",NA,"RightWhale.F16.MG.2","Atlantic Right Whale metagenome","metagenome","WGS","north america","Atlantic Ocean",44,-66,"mgp3854"
"mgm4526722","marine biome","mammalia-associated habitat","feces","host-associated",NA,"RightWhale.F9.MG.2","Atlantic Right Whale metagenome","metagenome","WGS","north america","Atlantic Ocean",44,-66,"mgp3854"
"mgm4526723","marine biome","mammalia-associated habitat","feces","host-associated",NA,"HumpbackWhale.JS10.MG.2","Atlantic Right Whale metagenome","metagenome","WGS","north america","Pacific Ocean",56.9,-135.6,"mgp3854"
"mgm4526724","marine biome","mammalia-associated habitat","feces","host-associated",NA,"BottlenoseDolphin.JS13.MG.2","Atlantic Right Whale metagenome","metagenome","WGS","north america","USA",36.948,-122.065,"mgp3854"
"mgm4526725","marine biome","mammalia-associated habitat","feces","host-associated",NA,"BelugaWhale.JS17.MG.2","Atlantic Right Whale metagenome","metagenome","WGS","north america","USA",41.373,-71.952,"mgp3854"
"mgm4531574","marine biome","aquatic habitat","Water","water",NA,"POWWOW_PERFECT-pair-end","POWOW","metagenome","WGS",NA,"Pacific Ocean",25.2660833333333,-134.887738333333,"mgp5464"
"mgm4548349","marine biome","tidal pool","sediment","microbial mat|biofilm",NA,"1-paired","MaCuMBA","metagenome","WGS",NA,"Netherlands",53.4785962,6.1560311,"mgp7332"
"mgm4548350","marine biome","tidal pool","sediment","microbial mat|biofilm",NA,"2-paired","MaCuMBA","metagenome","WGS",NA,"Netherlands",53.4785962,6.1560311,"mgp7332"
"mgm4566339","marine biome","saline evaporation pond","saline water","water",NA,"kbase.contigs","project_kbase","metagenome","WGS",NA,"USA",0,0,"mgp9441"
"mgm4572122","marine biome","tidal pool","sediment","microbial mat|biofilm",NA,"Actinomm","LucasStal-mats-gradient","metagenome","WGS",NA,"Netherlands",53.490833,6.142483,"mgp10047"
"mgm4572123","marine biome","tidal pool","sediment","microbial mat|biofilm",NA,"LB18","LucasStal-mats-gradient","metagenome","WGS",NA,"Netherlands",53.492183,6.139967,"mgp10047"
"mgm4572197","marine biome","tidal pool","sediment","microbial mat|biofilm",NA,"Actinos8-join","LucasStal-mats-gradient","metagenome","WGS",NA,"Netherlands",53.490833,6.142483,"mgp10047"
"mgm4572198","marine biome","tidal pool","sediment","microbial mat|biofilm",NA,"S1-join","LucasStal-mats-gradient","metagenome","WGS",NA,"Netherlands",53.492183,6.139967,"mgp10047"
"mgm4572199","marine biome","tidal pool","sediment","microbial mat|biofilm",NA,"TSB-join","LucasStal-mats-gradient","metagenome","WGS",NA,"Netherlands",53.490267,6.144433,"mgp10047"
"mgm4664706","marine biome","saline evaporation pond","saline water","water",NA,"Bac_500bp_100000_1","meta-analysis","metagenome","WGS",NA,"China",40.13,116.65,"mgp15006"
"mgm4718936","marine biome","hydrothermal vent","sediment","sediment",NA,"RB35","Archaeal and Bacterial diversity and function in hydrothermal influenced sediments from two distinct deep-sea vent fields of the Azores","metagenome","WGS","europe","Portugal",36.230908,-33.904467,"mgp20053"
"mgm4718937","marine biome","hydrothermal vent","sediment","sediment",NA,"MG35","Archaeal and Bacterial diversity and function in hydrothermal influenced sediments from two distinct deep-sea vent fields of the Azores","metagenome","WGS","europe","Portugal",37.8445,-31.519255,"mgp20053"
"mgm4723009","marine biome","shoreline","sea water","water",NA,"LoCoS_MarProk_WGAX","MDAvsWGAX","metagenome","WGS",NA,"USA",43.844408,-69.640969,"mgp20492"
"mgm4723011","marine biome","shoreline","sea water","water",NA,"LoCoS_MarProk_MDA","MDAvsWGAX","metagenome","WGS",NA,"USA",43.844408,-69.640969,"mgp20492"
