"samples","biome","feature","material","env.package","metagenome_taxonomy","sample_name","project_name","investigation_type","sequence_type","continent","country","latitude","longitude","project_id"
"mgm4533707","estuarine biome","estuary","brackish water","water",NA,"PK18_lane5_index19_GTGAAA_004.fastq","Columbia River coastal margin study","metagenome","WGS","north america","USA",46.265,-123.999,"mgp5692"
"mgm4533708","estuarine biome","estuary","brackish water","water",NA,"PK18_lane5_index19_GTGAAA_002.fastq","Columbia River coastal margin study","metagenome","WGS","north america","USA",46.265,-123.999,"mgp5692"
"mgm4533709","estuarine biome","estuary","brackish water","water",NA,"PK18_lane4_index19_GTGAAA_002.fastq","Columbia River coastal margin study","metagenome","WGS","north america","USA",46.265,-123.999,"mgp5692"
"mgm4533710","estuarine biome","estuary","brackish water","water",NA,"PK18_lane5_index19_GTGAAA_003.fastq","Columbia River coastal margin study","metagenome","WGS","north america","USA",46.265,-123.999,"mgp5692"
"mgm4533711","estuarine biome","estuary","brackish water","water",NA,"PK18_lane4_index19_GTGAAA_003.fastq","Columbia River coastal margin study","metagenome","WGS","north america","USA",46.265,-123.999,"mgp5692"
"mgm4533712","estuarine biome","estuary","brackish water","water",NA,"PK18_lane5_index19_GTGAAA_001.fastq","Columbia River coastal margin study","metagenome","WGS","north america","USA",46.265,-123.999,"mgp5692"
"mgm4533714","estuarine biome","estuary","coastal water","water",NA,"PK6_lane4_index09_GATCAG_002.fastq","Columbia River coastal margin study","metagenome","WGS","north america","USA",46.16555,-124.1596,"mgp5692"
"mgm4533715","estuarine biome","estuary","coastal water","water",NA,"PK6_lane5_index09_GATCAG_002.fastq","Columbia River coastal margin study","metagenome","WGS","north america","USA",46.16555,-124.1596,"mgp5692"
"mgm4533716","estuarine biome","estuary","coastal water","water",NA,"PK6_lane4_index09_GATCAG_003.fastq","Columbia River coastal margin study","metagenome","WGS","north america","USA",46.16555,-124.1596,"mgp5692"
"mgm4533717","estuarine biome","estuary","coastal water","water",NA,"PK6_lane5_index09_GATCAG_003.fastq","Columbia River coastal margin study","metagenome","WGS","north america","USA",46.16555,-124.1596,"mgp5692"
"mgm4533718","estuarine biome","estuary","coastal water","water",NA,"PK6_lane4_index09_GATCAG_001.fastq","Columbia River coastal margin study","metagenome","WGS","north america","USA",46.16555,-124.1596,"mgp5692"
"mgm4533719","estuarine biome","estuary","coastal water","water",NA,"PK6_lane5_index09_GATCAG_001.fastq","Columbia River coastal margin study","metagenome","WGS","north america","USA",46.16555,-124.1596,"mgp5692"
"mgm4533720","estuarine biome","estuary","coastal water","water",NA,"PK13_lane5_index22_CGTACG_002.fastq","Columbia River coastal margin study","metagenome","WGS","north america","USA",46.16555,-124.1596,"mgp5692"
"mgm4533721","estuarine biome","estuary","coastal water","water",NA,"PK13_lane4_index22_CGTACG_002.fastq","Columbia River coastal margin study","metagenome","WGS","north america","USA",46.16555,-124.1596,"mgp5692"
"mgm4533722","estuarine biome","estuary","coastal water","water",NA,"PK13_lane5_index22_CGTACG_003.fastq","Columbia River coastal margin study","metagenome","WGS","north america","USA",46.16555,-124.1596,"mgp5692"
"mgm4533723","estuarine biome","estuary","coastal water","water",NA,"PK13_lane4_index22_CGTACG_003.fastq","Columbia River coastal margin study","metagenome","WGS","north america","USA",46.16555,-124.1596,"mgp5692"
"mgm4533724","estuarine biome","estuary","coastal water","water",NA,"PK13_lane4_index22_CGTACG_001.fastq","Columbia River coastal margin study","metagenome","WGS","north america","USA",46.16555,-124.1596,"mgp5692"
"mgm4533725","estuarine biome","estuary","coastal water","water",NA,"PK13_lane4_index22_CGTACG_004.fastq","Columbia River coastal margin study","metagenome","WGS","north america","USA",46.16555,-124.1596,"mgp5692"
"mgm4533726","estuarine biome","estuary","coastal water","water",NA,"PK13_lane5_index22_CGTACG_004.fastq","Columbia River coastal margin study","metagenome","WGS","north america","USA",46.16555,-124.1596,"mgp5692"
"mgm4533727","estuarine biome","estuary","coastal water","water",NA,"PK13_lane5_index22_CGTACG_005.fastq","Columbia River coastal margin study","metagenome","WGS","north america","USA",46.16555,-124.1596,"mgp5692"
"mgm4533728","estuarine biome","estuary","fresh water","water",NA,"PK4_lane4_index08_ACTTGA_004.fastq","Columbia River coastal margin study","metagenome","WGS","north america","USA",46.208,-123.7975,"mgp5692"
"mgm4533729","estuarine biome","estuary","fresh water","water",NA,"PK4_lane5_index08_ACTTGA_004.fastq","Columbia River coastal margin study","metagenome","WGS","north america","USA",46.208,-123.7975,"mgp5692"
"mgm4533730","estuarine biome","estuary","fresh water","water",NA,"PK4_lane5_index08_ACTTGA_003.fastq","Columbia River coastal margin study","metagenome","WGS","north america","USA",46.208,-123.7975,"mgp5692"
"mgm4533731","estuarine biome","estuary","fresh water","water",NA,"PK4_lane4_index08_ACTTGA_003.fastq","Columbia River coastal margin study","metagenome","WGS","north america","USA",46.208,-123.7975,"mgp5692"
"mgm4533732","estuarine biome","estuary","fresh water","water",NA,"PK4_lane5_index08_ACTTGA_002.fastq","Columbia River coastal margin study","metagenome","WGS","north america","USA",46.208,-123.7975,"mgp5692"
"mgm4533733","estuarine biome","estuary","fresh water","water",NA,"PK4_lane4_index08_ACTTGA_002.fastq","Columbia River coastal margin study","metagenome","WGS","north america","USA",46.208,-123.7975,"mgp5692"
"mgm4533734","estuarine biome","estuary","fresh water","water",NA,"PK4_lane5_index08_ACTTGA_001.fastq","Columbia River coastal margin study","metagenome","WGS","north america","USA",46.208,-123.7975,"mgp5692"
"mgm4533735","estuarine biome","estuary","fresh water","water",NA,"PK4_lane4_index08_ACTTGA_001.fastq","Columbia River coastal margin study","metagenome","WGS","north america","USA",46.208,-123.7975,"mgp5692"
"mgm4533736","estuarine biome","estuary","coastal water","water",NA,"PK9_lane4_index11_GGCTAC_002.fastq","Columbia River coastal margin study","metagenome","WGS","north america","USA",46.16555,-124.1596,"mgp5692"
"mgm4533737","estuarine biome","estuary","coastal water","water",NA,"PK9_lane5_index11_GGCTAC_002.fastq","Columbia River coastal margin study","metagenome","WGS","north america","USA",46.16555,-124.1596,"mgp5692"
"mgm4533738","estuarine biome","estuary","coastal water","water",NA,"PK9_lane4_index11_GGCTAC_003.fastq","Columbia River coastal margin study","metagenome","WGS","north america","USA",46.16555,-124.1596,"mgp5692"
"mgm4533739","estuarine biome","estuary","coastal water","water",NA,"PK9_lane5_index11_GGCTAC_003.fastq","Columbia River coastal margin study","metagenome","WGS","north america","USA",46.16555,-124.1596,"mgp5692"
"mgm4533741","estuarine biome","estuary","coastal water","water",NA,"PK9_lane5_index11_GGCTAC_004.fastq","Columbia River coastal margin study","metagenome","WGS","north america","USA",46.16555,-124.1596,"mgp5692"
"mgm4533742","estuarine biome","estuary","coastal water","water",NA,"PK9_lane4_index11_GGCTAC_004.fastq","Columbia River coastal margin study","metagenome","WGS","north america","USA",46.16555,-124.1596,"mgp5692"
"mgm4533743","estuarine biome","estuary","fresh water","water",NA,"PK11_lane5_index20_GTGGCC_005.fastq","Columbia River coastal margin study","metagenome","WGS","north america","USA",46.242333,-123.705183,"mgp5692"
"mgm4533744","estuarine biome","estuary","fresh water","water",NA,"PK11_lane4_index20_GTGGCC_004.fastq","Columbia River coastal margin study","metagenome","WGS","north america","USA",46.242333,-123.705183,"mgp5692"
"mgm4533745","estuarine biome","estuary","fresh water","water",NA,"PK11_lane5_index20_GTGGCC_004.fastq","Columbia River coastal margin study","metagenome","WGS","north america","USA",46.242333,-123.705183,"mgp5692"
"mgm4533746","estuarine biome","estuary","fresh water","water",NA,"PK11_lane5_index20_GTGGCC_003.fastq","Columbia River coastal margin study","metagenome","WGS","north america","USA",46.242333,-123.705183,"mgp5692"
"mgm4533747","estuarine biome","estuary","fresh water","water",NA,"PK11_lane4_index20_GTGGCC_003.fastq","Columbia River coastal margin study","metagenome","WGS","north america","USA",46.242333,-123.705183,"mgp5692"
"mgm4533748","estuarine biome","estuary","fresh water","water",NA,"PK11_lane5_index20_GTGGCC_002.fastq","Columbia River coastal margin study","metagenome","WGS","north america","USA",46.242333,-123.705183,"mgp5692"
"mgm4533749","estuarine biome","estuary","fresh water","water",NA,"PK11_lane4_index20_GTGGCC_002.fastq","Columbia River coastal margin study","metagenome","WGS","north america","USA",46.242333,-123.705183,"mgp5692"
"mgm4533750","estuarine biome","estuary","fresh water","water",NA,"PK11_lane4_index20_GTGGCC_001.fastq","Columbia River coastal margin study","metagenome","WGS","north america","USA",46.242333,-123.705183,"mgp5692"
"mgm4533751","estuarine biome","estuary","brackish water","water",NA,"PK12_lane4_index21_GTTTCG_002.fastq","Columbia River coastal margin study","metagenome","WGS","north america","USA",46.201,-123.940333,"mgp5692"
"mgm4533752","estuarine biome","estuary","brackish water","water",NA,"PK12_lane5_index21_GTTTCG_002.fastq","Columbia River coastal margin study","metagenome","WGS","north america","USA",46.201,-123.940333,"mgp5692"
"mgm4533753","estuarine biome","estuary","brackish water","water",NA,"PK12_lane4_index21_GTTTCG_003.fastq","Columbia River coastal margin study","metagenome","WGS","north america","USA",46.201,-123.940333,"mgp5692"
"mgm4533754","estuarine biome","estuary","brackish water","water",NA,"PK12_lane5_index21_GTTTCG_003.fastq","Columbia River coastal margin study","metagenome","WGS","north america","USA",46.201,-123.940333,"mgp5692"
"mgm4533755","estuarine biome","estuary","brackish water","water",NA,"PK12_lane4_index21_GTTTCG_001.fastq","Columbia River coastal margin study","metagenome","WGS","north america","USA",46.201,-123.940333,"mgp5692"
"mgm4533756","estuarine biome","estuary","brackish water","water",NA,"PK12_lane5_index21_GTTTCG_001.fastq","Columbia River coastal margin study","metagenome","WGS","north america","USA",46.201,-123.940333,"mgp5692"
"mgm4533757","estuarine biome","estuary","brackish water","water",NA,"PK12_lane5_index21_GTTTCG_004.fastq","Columbia River coastal margin study","metagenome","WGS","north america","USA",46.201,-123.940333,"mgp5692"
"mgm4533758","estuarine biome","estuary","brackish water","water",NA,"PK12_lane4_index21_GTTTCG_004.fastq","Columbia River coastal margin study","metagenome","WGS","north america","USA",46.201,-123.940333,"mgp5692"
"mgm4533759","estuarine biome","estuary","brackish water","water",NA,"PK10_lane5_index16_ACTTGA_004.fastq","Columbia River coastal margin study","metagenome","WGS","north america","USA",46.21,-123.786167,"mgp5692"
"mgm4533760","estuarine biome","estuary","brackish water","water",NA,"PK10_lane4_index16_ACTTGA_004.fastq","Columbia River coastal margin study","metagenome","WGS","north america","USA",46.21,-123.786167,"mgp5692"
"mgm4533761","estuarine biome","estuary","brackish water","water",NA,"PK10_lane4_index16_ACTTGA_001.fastq","Columbia River coastal margin study","metagenome","WGS","north america","USA",46.21,-123.786167,"mgp5692"
"mgm4533762","estuarine biome","estuary","brackish water","water",NA,"PK10_lane5_index16_ACTTGA_001.fastq","Columbia River coastal margin study","metagenome","WGS","north america","USA",46.21,-123.786167,"mgp5692"
"mgm4533763","estuarine biome","estuary","brackish water","water",NA,"PK10_lane4_index16_ACTTGA_003.fastq","Columbia River coastal margin study","metagenome","WGS","north america","USA",46.21,-123.786167,"mgp5692"
"mgm4533764","estuarine biome","estuary","brackish water","water",NA,"PK10_lane5_index16_ACTTGA_003.fastq","Columbia River coastal margin study","metagenome","WGS","north america","USA",46.21,-123.786167,"mgp5692"
"mgm4533766","estuarine biome","estuary","brackish water","water",NA,"PK10_lane5_index16_ACTTGA_002.fastq","Columbia River coastal margin study","metagenome","WGS","north america","USA",46.21,-123.786167,"mgp5692"
"mgm4533767","estuarine biome","estuary","fresh water","water",NA,"PK8_lane4_index10_TAGCTT_004.fastq","Columbia River coastal margin study","metagenome","WGS","north america","USA",46.216667,-123.74,"mgp5692"
"mgm4533768","estuarine biome","estuary","fresh water","water",NA,"PK8_lane5_index10_TAGCTT_004.fastq","Columbia River coastal margin study","metagenome","WGS","north america","USA",46.216667,-123.74,"mgp5692"
"mgm4533769","estuarine biome","estuary","fresh water","water",NA,"PK8_lane5_index10_TAGCTT_001.fastq","Columbia River coastal margin study","metagenome","WGS","north america","USA",46.216667,-123.74,"mgp5692"
"mgm4533771","estuarine biome","estuary","fresh water","water",NA,"PK8_lane5_index10_TAGCTT_002.fastq","Columbia River coastal margin study","metagenome","WGS","north america","USA",46.216667,-123.74,"mgp5692"
"mgm4533772","estuarine biome","estuary","fresh water","water",NA,"PK8_lane4_index10_TAGCTT_002.fastq","Columbia River coastal margin study","metagenome","WGS","north america","USA",46.216667,-123.74,"mgp5692"
"mgm4533773","estuarine biome","estuary","fresh water","water",NA,"PK8_lane5_index10_TAGCTT_003.fastq","Columbia River coastal margin study","metagenome","WGS","north america","USA",46.216667,-123.74,"mgp5692"
"mgm4533774","estuarine biome","estuary","fresh water","water",NA,"PK8_lane4_index10_TAGCTT_003.fastq","Columbia River coastal margin study","metagenome","WGS","north america","USA",46.216667,-123.74,"mgp5692"
"mgm4533775","estuarine biome","estuary","brackish water","water",NA,"PK5_lane4_index15_ATGTCA_002.fastq","Columbia River coastal margin study","metagenome","WGS","north america","USA",46.208,-123.7975,"mgp5692"
"mgm4533776","estuarine biome","estuary","brackish water","water",NA,"PK5_lane5_index15_ATGTCA_002.fastq","Columbia River coastal margin study","metagenome","WGS","north america","USA",46.208,-123.7975,"mgp5692"
"mgm4533777","estuarine biome","estuary","brackish water","water",NA,"PK5_lane4_index15_ATGTCA_003.fastq","Columbia River coastal margin study","metagenome","WGS","north america","USA",46.208,-123.7975,"mgp5692"
"mgm4533778","estuarine biome","estuary","brackish water","water",NA,"PK5_lane5_index15_ATGTCA_003.fastq","Columbia River coastal margin study","metagenome","WGS","north america","USA",46.208,-123.7975,"mgp5692"
"mgm4533779","estuarine biome","estuary","brackish water","water",NA,"PK5_lane4_index15_ATGTCA_001.fastq","Columbia River coastal margin study","metagenome","WGS","north america","USA",46.208,-123.7975,"mgp5692"
"mgm4533780","estuarine biome","estuary","brackish water","water",NA,"PK5_lane5_index15_ATGTCA_001.fastq","Columbia River coastal margin study","metagenome","WGS","north america","USA",46.208,-123.7975,"mgp5692"
"mgm4533781","estuarine biome","estuary","brackish water","water",NA,"PK5_lane5_index15_ATGTCA_004.fastq","Columbia River coastal margin study","metagenome","WGS","north america","USA",46.208,-123.7975,"mgp5692"
"mgm4533782","estuarine biome","estuary","brackish water","water",NA,"PK5_lane4_index15_ATGTCA_004.fastq","Columbia River coastal margin study","metagenome","WGS","north america","USA",46.208,-123.7975,"mgp5692"
"mgm4533783","estuarine biome","estuary","brackish water","water",NA,"PK16_lane4_index25_ACTGAT_002.fastq","Columbia River coastal margin study","metagenome","WGS","north america","USA",46.201,-123.940333,"mgp5692"
"mgm4533784","estuarine biome","estuary","brackish water","water",NA,"PK16_lane5_index25_ACTGAT_002.fastq","Columbia River coastal margin study","metagenome","WGS","north america","USA",46.201,-123.940333,"mgp5692"
"mgm4533785","estuarine biome","estuary","brackish water","water",NA,"PK16_lane4_index25_ACTGAT_003.fastq","Columbia River coastal margin study","metagenome","WGS","north america","USA",46.201,-123.940333,"mgp5692"
"mgm4533786","estuarine biome","estuary","brackish water","water",NA,"PK16_lane5_index25_ACTGAT_003.fastq","Columbia River coastal margin study","metagenome","WGS","north america","USA",46.201,-123.940333,"mgp5692"
"mgm4533787","estuarine biome","estuary","brackish water","water",NA,"PK16_lane4_index25_ACTGAT_001.fastq","Columbia River coastal margin study","metagenome","WGS","north america","USA",46.201,-123.940333,"mgp5692"
"mgm4533788","estuarine biome","estuary","brackish water","water",NA,"PK16_lane5_index25_ACTGAT_001.fastq","Columbia River coastal margin study","metagenome","WGS","north america","USA",46.201,-123.940333,"mgp5692"
"mgm4533789","estuarine biome","estuary","brackish water","water",NA,"PK16_lane5_index25_ACTGAT_004.fastq","Columbia River coastal margin study","metagenome","WGS","north america","USA",46.201,-123.940333,"mgp5692"
"mgm4533790","estuarine biome","estuary","brackish water","water",NA,"PK16_lane4_index25_ACTGAT_004.fastq","Columbia River coastal margin study","metagenome","WGS","north america","USA",46.201,-123.940333,"mgp5692"
"mgm4533791","estuarine biome","estuary","coastal water","water",NA,"PK3_lane4_index03_ACTTGA_003.fastq","Columbia River coastal margin study","metagenome","WGS","north america","USA",46.167,-124.076,"mgp5692"
"mgm4533792","estuarine biome","estuary","coastal water","water",NA,"PK3_lane5_index03_ACTTGA_003.fastq","Columbia River coastal margin study","metagenome","WGS","north america","USA",46.167,-124.076,"mgp5692"
"mgm4533793","estuarine biome","estuary","coastal water","water",NA,"PK3_lane5_index03_ACTTGA_002.fastq","Columbia River coastal margin study","metagenome","WGS","north america","USA",46.167,-124.076,"mgp5692"
"mgm4533794","estuarine biome","estuary","coastal water","water",NA,"PK3_lane4_index03_ACTTGA_001.fastq","Columbia River coastal margin study","metagenome","WGS","north america","USA",46.167,-124.076,"mgp5692"
"mgm4533795","estuarine biome","estuary","coastal water","water",NA,"PK3_lane5_index03_ACTTGA_001.fastq","Columbia River coastal margin study","metagenome","WGS","north america","USA",46.167,-124.076,"mgp5692"
"mgm4533796","estuarine biome","estuary","coastal water","water",NA,"PK3_lane5_index03_ACTTGA_004.fastq","Columbia River coastal margin study","metagenome","WGS","north america","USA",46.167,-124.076,"mgp5692"
"mgm4533797","estuarine biome","estuary","coastal water","water",NA,"PK3_lane4_index03_ACTTGA_004.fastq","Columbia River coastal margin study","metagenome","WGS","north america","USA",46.167,-124.076,"mgp5692"
"mgm4533798","estuarine biome","estuary","fresh water","water",NA,"PK14_lane5_index18_GTCCGC_003.fastq","Columbia River coastal margin study","metagenome","WGS","north america","USA",46.224333,-123.742,"mgp5692"
"mgm4533799","estuarine biome","estuary","fresh water","water",NA,"PK14_lane4_index18_GTCCGC_003.fastq","Columbia River coastal margin study","metagenome","WGS","north america","USA",46.224333,-123.742,"mgp5692"
"mgm4533800","estuarine biome","estuary","fresh water","water",NA,"PK14_lane5_index18_GTCCGC_002.fastq","Columbia River coastal margin study","metagenome","WGS","north america","USA",46.224333,-123.742,"mgp5692"
"mgm4533801","estuarine biome","estuary","fresh water","water",NA,"PK14_lane4_index18_GTCCGC_002.fastq","Columbia River coastal margin study","metagenome","WGS","north america","USA",46.224333,-123.742,"mgp5692"
"mgm4533803","estuarine biome","estuary","fresh water","water",NA,"PK14_lane4_index18_GTCCGC_001.fastq","Columbia River coastal margin study","metagenome","WGS","north america","USA",46.224333,-123.742,"mgp5692"
"mgm4533804","estuarine biome","estuary","fresh water","water",NA,"PK14_lane4_index18_GTCCGC_004.fastq","Columbia River coastal margin study","metagenome","WGS","north america","USA",46.224333,-123.742,"mgp5692"
"mgm4533805","estuarine biome","estuary","fresh water","water",NA,"PK14_lane5_index18_GTCCGC_004.fastq","Columbia River coastal margin study","metagenome","WGS","north america","USA",46.224333,-123.742,"mgp5692"
"mgm4533806","estuarine biome","estuary","fresh water","water",NA,"PK1_lane4_index01_ATCACG_004.fastq","Columbia River coastal margin study","metagenome","WGS","north america","USA",46.255,-123.662,"mgp5692"
"mgm4533809","estuarine biome","estuary","fresh water","water",NA,"PK1_lane4_index01_ATCACG_001.fastq","Columbia River coastal margin study","metagenome","WGS","north america","USA",46.255,-123.662,"mgp5692"
"mgm4533810","estuarine biome","estuary","fresh water","water",NA,"PK1_lane5_index01_ATCACG_003.fastq","Columbia River coastal margin study","metagenome","WGS","north america","USA",46.255,-123.662,"mgp5692"
"mgm4533812","estuarine biome","estuary","fresh water","water",NA,"PK1_lane5_index01_ATCACG_002.fastq","Columbia River coastal margin study","metagenome","WGS","north america","USA",46.255,-123.662,"mgp5692"
"mgm4533813","estuarine biome","estuary","fresh water","water",NA,"PK1_lane4_index01_ATCACG_002.fastq","Columbia River coastal margin study","metagenome","WGS","north america","USA",46.255,-123.662,"mgp5692"
