"samples","biome","feature","material","env.package","metagenome_taxonomy","sample_name","project_name","investigation_type","sequence_type","continent","country","latitude","longitude","project_id"
"mgm4762304","marine environment","bay","water","host-associated",NA,"4HF2","shark_metagenome_analysis_","metagenome","WGS",NA,"Mexico",27.7743055555556,-114.246416666667,"mgp82106"
"mgm4762307","marine environment","bay","water","host-associated",NA,"42HF","shark_metagenome_analysis_","metagenome","WGS",NA,"Mexico",27.7743055555556,-114.246416666667,"mgp82106"
"mgm4762308","marine environment","bay","water","host-associated",NA,"57HF","shark_metagenome_analysis_","metagenome","WGS",NA,"Mexico",27.7743055555556,-114.246416666667,"mgp82106"
"mgm4762309","marine environment","bay","water","host-associated",NA,"84RP","shark_metagenome_analysis_","metagenome","WGS",NA,"Mexico",27.7287166666667,-114.191733333333,"mgp82106"
"mgm4762310","marine environment","bay","water","host-associated",NA,"69RP2","shark_metagenome_analysis_","metagenome","WGS",NA,"Mexico",27.7287166666667,-114.191733333333,"mgp82106"
"mgm4762311","marine environment","bay","water","host-associated",NA,"51RP2","shark_metagenome_analysis_","metagenome","WGS",NA,"Mexico",27.7287166666667,-114.191733333333,"mgp82106"
"mgm4762312","marine environment","bay","water","host-associated",NA,"99bRP","shark_metagenome_analysis_","metagenome","WGS",NA,"Mexico",27.7287166666667,-114.191733333333,"mgp82106"
"mgm4762313","marine environment","bay","water","host-associated",NA,"55HF","shark_metagenome_analysis_","metagenome","WGS",NA,"Mexico",27.7743055555556,-114.246416666667,"mgp82106"
"mgm4762314","marine environment","bay","water","host-associated",NA,"38HF","shark_metagenome_analysis_","metagenome","WGS",NA,"Mexico",27.7743055555556,-114.246416666667,"mgp82106"
"mgm4762315","marine environment","bay","water","host-associated",NA,"92RP","shark_metagenome_analysis_","metagenome","WGS",NA,"Mexico",27.7287166666667,-114.191733333333,"mgp82106"
"mgm4762316","marine environment","bay","water","host-associated",NA,"60HF","shark_metagenome_analysis_","metagenome","WGS",NA,"Mexico",27.7743055555556,-114.246416666667,"mgp82106"
"mgm4762317","marine environment","bay","water","host-associated",NA,"50HF","shark_metagenome_analysis_","metagenome","WGS",NA,"Mexico",27.7743055555556,-114.246416666667,"mgp82106"
"mgm4762318","marine environment","bay","water","host-associated",NA,"99bRP2","shark_metagenome_analysis_","metagenome","WGS",NA,"Mexico",27.7287166666667,-114.191733333333,"mgp82106"
"mgm4762319","marine environment","bay","water","host-associated",NA,"72RP2","shark_metagenome_analysis_","metagenome","WGS",NA,"Mexico",27.7287166666667,-114.191733333333,"mgp82106"
"mgm4762320","marine environment","bay","water","host-associated",NA,"60HF2","shark_metagenome_analysis_","metagenome","WGS",NA,"Mexico",27.7743055555556,-114.246416666667,"mgp82106"
"mgm4762321","marine environment","bay","water","host-associated",NA,"29HF","shark_metagenome_analysis_","metagenome","WGS",NA,"Mexico",27.7743055555556,-114.246416666667,"mgp82106"
"mgm4762322","marine environment","bay","water","host-associated",NA,"51RP","shark_metagenome_analysis_","metagenome","WGS",NA,"Mexico",27.7287166666667,-114.191733333333,"mgp82106"
"mgm4768634","marine environment","bay","water","host-associated",NA,"4HF","shark_metagenome_analysis_","metagenome","WGS",NA,"Mexico",27.7743055555556,-114.246416666667,"mgp82106"
"mgm4768635","marine environment","bay","water","host-associated",NA,"01Ar","shark_metagenome_analysis_","metagenome","WGS",NA,"Mexico",27.7743055555556,-114.246416666667,"mgp82106"
"mgm4768636","marine environment","bay","water","host-associated",NA,"01Ar2","shark_metagenome_analysis_","metagenome","WGS",NA,"Mexico",27.7743055555556,-114.246416666667,"mgp82106"
"mgm4768637","marine environment","bay","water","host-associated",NA,"01B","shark_metagenome_analysis_","metagenome","WGS",NA,"Mexico",27.7743055555556,-114.246416666667,"mgp82106"
"mgm4768638","marine environment","bay","water","host-associated",NA,"01A2","shark_metagenome_analysis_","metagenome","WGS",NA,"Mexico",27.7743055555556,-114.246416666667,"mgp82106"
"mgm4768639","marine environment","bay","water","host-associated",NA,"01A","shark_metagenome_analysis_","metagenome","WGS",NA,"Mexico",27.7743055555556,-114.246416666667,"mgp82106"
"mgm4768640","marine environment","bay","water","host-associated",NA,"01Br2","shark_metagenome_analysis_","metagenome","WGS",NA,"Mexico",27.7743055555556,-114.246416666667,"mgp82106"
"mgm4768641","marine environment","bay","water","host-associated",NA,"01Br","shark_metagenome_analysis_","metagenome","WGS",NA,"Mexico",27.7743055555556,-114.246416666667,"mgp82106"
"mgm4768642","marine environment","bay","water","host-associated",NA,"01B2","shark_metagenome_analysis_","metagenome","WGS",NA,"Mexico",27.7743055555556,-114.246416666667,"mgp82106"
