"samples","biome","feature","material","env.package","metagenome_taxonomy","sample_name","project_name","investigation_type","sequence_type","continent","country","latitude","longitude","project_id"
"mgm4520034","marine salt marsh biome","saline marsh","intertidal sediment","sediment",NA,"R6_1_2_merged_remove","IGERT Reverse Ecology 2011-2013","metagenome","WGS","north america","USA",42.7252,-70.8549833333333,"mgp2275"
"mgm4520035","marine salt marsh biome","saline marsh","intertidal sediment","sediment",NA,"R6_2_1_merged_remove","IGERT Reverse Ecology 2011-2013","metagenome","WGS","north america","USA",42.7252,-70.8549833333333,"mgp2275"
"mgm4520036","marine salt marsh biome","saline marsh","intertidal sediment","sediment",NA,"R6_3_1_merged_remove","IGERT Reverse Ecology 2011-2013","metagenome","WGS","north america","USA",42.7252,-70.8549833333333,"mgp2275"
"mgm4561562","marine salt marsh biome","landlocked sea","saline lake sediment","sediment",NA,"GY_complete","DSDDP","metagenome","WGS","asia","Israel",31.50805,35.471,"mgp6811"
"mgm4561566","marine salt marsh biome","landlocked sea","saline lake sediment","sediment",NA,"AD_complete","DSDDP","metagenome","WGS","asia","Israel",31.50805,35.471,"mgp6811"
"mgm4723588","marine salt marsh biome","tidal mudflat","sediment","sediment",NA,"HB6_10BF","Salt Marsh Inundation Effects","metagenome","WGS","north america","USA",33.634598,-117.96133,"mgp20576"
"mgm4723589","marine salt marsh biome","tidal mudflat","sediment","sediment",NA,"HB0_15AF","Salt Marsh Inundation Effects","metagenome","WGS","north america","USA",33.634606,-117.96136,"mgp20576"
"mgm4723590","marine salt marsh biome","tidal mudflat","sediment","sediment",NA,"HB6_16AF","Salt Marsh Inundation Effects","metagenome","WGS","north america","USA",33.634611,-117.96136,"mgp20576"
"mgm4723591","marine salt marsh biome","tidal mudflat","sediment","sediment",NA,"HB6_15AF","Salt Marsh Inundation Effects","metagenome","WGS","north america","USA",33.634606,-117.96136,"mgp20576"
"mgm4723592","marine salt marsh biome","tidal mudflat","sediment","sediment",NA,"HB6_4AF","Salt Marsh Inundation Effects","metagenome","WGS","north america","USA",33.63458,-117.96131,"mgp20576"
"mgm4723593","marine salt marsh biome","tidal mudflat","sediment","sediment",NA,"HB0_12BF","Salt Marsh Inundation Effects","metagenome","WGS","north america","USA",33.634603,-117.96134,"mgp20576"
"mgm4723594","marine salt marsh biome","tidal mudflat","sediment","sediment",NA,"HB6_12BF","Salt Marsh Inundation Effects","metagenome","WGS","north america","USA",33.634603,-117.96134,"mgp20576"
"mgm4723595","marine salt marsh biome","tidal mudflat","sediment","sediment",NA,"HB6_13AF","Salt Marsh Inundation Effects","metagenome","WGS","north america","USA",33.6346,-117.96135,"mgp20576"
"mgm4723596","marine salt marsh biome","tidal mudflat","sediment","sediment",NA,"HB0_1BF","Salt Marsh Inundation Effects","metagenome","WGS","north america","USA",33.634568,-117.96131,"mgp20576"
"mgm4723597","marine salt marsh biome","tidal mudflat","sediment","sediment",NA,"HB6_15BF","Salt Marsh Inundation Effects","metagenome","WGS","north america","USA",33.634606,-117.96136,"mgp20576"
"mgm4723598","marine salt marsh biome","tidal mudflat","sediment","sediment",NA,"HB6_1AF","Salt Marsh Inundation Effects","metagenome","WGS","north america","USA",33.634568,-117.96131,"mgp20576"
"mgm4723599","marine salt marsh biome","tidal mudflat","sediment","sediment",NA,"HB6_6AF","Salt Marsh Inundation Effects","metagenome","WGS","north america","USA",33.634586,-117.96132,"mgp20576"
"mgm4723600","marine salt marsh biome","tidal mudflat","sediment","sediment",NA,"HB6_1BF","Salt Marsh Inundation Effects","metagenome","WGS","north america","USA",33.634568,-117.96131,"mgp20576"
"mgm4723601","marine salt marsh biome","tidal mudflat","sediment","sediment",NA,"HB6_7BF","Salt Marsh Inundation Effects","metagenome","WGS","north america","USA",33.634584,-117.96132,"mgp20576"
"mgm4723602","marine salt marsh biome","tidal mudflat","sediment","sediment",NA,"HB6_10AF","Salt Marsh Inundation Effects","metagenome","WGS","north america","USA",33.634598,-117.96133,"mgp20576"
"mgm4723603","marine salt marsh biome","tidal mudflat","sediment","sediment",NA,"HB6_2BF","Salt Marsh Inundation Effects","metagenome","WGS","north america","USA",33.634575,-117.96131,"mgp20576"
"mgm4723604","marine salt marsh biome","tidal mudflat","sediment","sediment",NA,"HB6_9AF","Salt Marsh Inundation Effects","metagenome","WGS","north america","USA",33.634592,-117.96133,"mgp20576"
"mgm4723605","marine salt marsh biome","tidal mudflat","sediment","sediment",NA,"HB6_11AF","Salt Marsh Inundation Effects","metagenome","WGS","north america","USA",33.634595,-117.96134,"mgp20576"
"mgm4723606","marine salt marsh biome","tidal mudflat","sediment","sediment",NA,"HB6_12AF","Salt Marsh Inundation Effects","metagenome","WGS","north america","USA",33.634603,-117.96133,"mgp20576"
"mgm4723607","marine salt marsh biome","tidal mudflat","sediment","sediment",NA,"HB6_9BF","Salt Marsh Inundation Effects","metagenome","WGS","north america","USA",33.634592,-117.96133,"mgp20576"
"mgm4723608","marine salt marsh biome","tidal mudflat","sediment","sediment",NA,"HB6_8AF","Salt Marsh Inundation Effects","metagenome","WGS","north america","USA",33.63459,-117.96133,"mgp20576"
"mgm4723609","marine salt marsh biome","tidal mudflat","sediment","sediment",NA,"HB6_14AF","Salt Marsh Inundation Effects","metagenome","WGS","north america","USA",33.634608,-117.96135,"mgp20576"
"mgm4723610","marine salt marsh biome","tidal mudflat","sediment","sediment",NA,"HB0_4AF","Salt Marsh Inundation Effects","metagenome","WGS","north america","USA",33.63458,-117.96131,"mgp20576"
"mgm4723611","marine salt marsh biome","tidal mudflat","sediment","sediment",NA,"HB6_2AF","Salt Marsh Inundation Effects","metagenome","WGS","north america","USA",33.634575,-117.96131,"mgp20576"
"mgm4723612","marine salt marsh biome","tidal mudflat","sediment","sediment",NA,"HB0_8BF","Salt Marsh Inundation Effects","metagenome","WGS","north america","USA",33.63459,-117.96133,"mgp20576"
"mgm4723613","marine salt marsh biome","tidal mudflat","sediment","sediment",NA,"HB6_16BF","Salt Marsh Inundation Effects","metagenome","WGS","north america","USA",33.634611,-117.96136,"mgp20576"
"mgm4723614","marine salt marsh biome","tidal mudflat","sediment","sediment",NA,"HB6_6BF","Salt Marsh Inundation Effects","metagenome","WGS","north america","USA",33.634586,-117.96132,"mgp20576"
"mgm4723615","marine salt marsh biome","tidal mudflat","sediment","sediment",NA,"HB6_4BF","Salt Marsh Inundation Effects","metagenome","WGS","north america","USA",33.63458,-117.96131,"mgp20576"
"mgm4723616","marine salt marsh biome","tidal mudflat","sediment","sediment",NA,"HB6_11BF","Salt Marsh Inundation Effects","metagenome","WGS","north america","USA",33.634595,-117.96134,"mgp20576"
"mgm4723617","marine salt marsh biome","tidal mudflat","sediment","sediment",NA,"HB0_2AF","Salt Marsh Inundation Effects","metagenome","WGS","north america","USA",33.634575,-117.96131,"mgp20576"
"mgm4723618","marine salt marsh biome","tidal mudflat","sediment","sediment",NA,"HB0_7AF","Salt Marsh Inundation Effects","metagenome","WGS","north america","USA",33.634584,-117.96132,"mgp20576"
"mgm4723619","marine salt marsh biome","tidal mudflat","sediment","sediment",NA,"HB6_7AF","Salt Marsh Inundation Effects","metagenome","WGS","north america","USA",33.634584,-117.96132,"mgp20576"
"mgm4727021","marine salt marsh biome","sea shore","sediment","sediment",NA,"TH06_S76_L005","SouthernSaltMarshes","metagenome","WGS",NA,"United Kingdom",51.79675,0.921833,"mgp20934"
"mgm4727022","marine salt marsh biome","sea shore","sediment","sediment",NA,"TH23_S93_L005","SouthernSaltMarshes","metagenome","WGS",NA,"United Kingdom",51.787833,0.855517,"mgp20934"
"mgm4727023","marine salt marsh biome","sea shore","sediment","sediment",NA,"TH18_S88_L005","SouthernSaltMarshes","metagenome","WGS",NA,"United Kingdom",51.787833,0.855517,"mgp20934"
"mgm4727024","marine salt marsh biome","sea shore","sediment","sediment",NA,"TH29_S99_L005","SouthernSaltMarshes","metagenome","WGS",NA,"United Kingdom",51.83015,0.9503,"mgp20934"
"mgm4727025","marine salt marsh biome","sea shore","sediment","sediment",NA,"TH04_S74_L005","SouthernSaltMarshes","metagenome","WGS",NA,"United Kingdom",51.79675,0.921833,"mgp20934"
"mgm4727026","marine salt marsh biome","sea shore","sediment","sediment",NA,"TH14_S84_L005","SouthernSaltMarshes","metagenome","WGS",NA,"United Kingdom",51.7865,0.86085,"mgp20934"
"mgm4727027","marine salt marsh biome","sea shore","sediment","sediment",NA,"TH25_S95_L005","SouthernSaltMarshes","metagenome","WGS",NA,"United Kingdom",51.83015,0.9503,"mgp20934"
"mgm4727028","marine salt marsh biome","sea shore","sediment","sediment",NA,"TH17_S87_L005","SouthernSaltMarshes","metagenome","WGS",NA,"United Kingdom",51.787833,0.855517,"mgp20934"
"mgm4727029","marine salt marsh biome","sea shore","sediment","sediment",NA,"TH28_S98_L005","SouthernSaltMarshes","metagenome","WGS",NA,"United Kingdom",51.83015,0.9503,"mgp20934"
"mgm4727030","marine salt marsh biome","sea shore","sediment","sediment",NA,"TH10_S80_L005","SouthernSaltMarshes","metagenome","WGS",NA,"United Kingdom",51.79675,0.921833,"mgp20934"
"mgm4727031","marine salt marsh biome","sea shore","sediment","sediment",NA,"TH22_S92_L005","SouthernSaltMarshes","metagenome","WGS",NA,"United Kingdom",51.787833,0.855517,"mgp20934"
"mgm4727032","marine salt marsh biome","sea shore","sediment","sediment",NA,"TH36_S106_L005","SouthernSaltMarshes","metagenome","WGS",NA,"United Kingdom",51.797167,0.920967,"mgp20934"
"mgm4727033","marine salt marsh biome","sea shore","sediment","sediment",NA,"TH11_S81_L005","SouthernSaltMarshes","metagenome","WGS",NA,"United Kingdom",51.79675,0.921833,"mgp20934"
"mgm4727034","marine salt marsh biome","sea shore","sediment","sediment",NA,"TH27_S97_L005","SouthernSaltMarshes","metagenome","WGS",NA,"United Kingdom",51.831817,0.9687,"mgp20934"
"mgm4727035","marine salt marsh biome","sea shore","sediment","sediment",NA,"TH13_S83_L005","SouthernSaltMarshes","metagenome","WGS",NA,"United Kingdom",51.7865,0.86085,"mgp20934"
"mgm4727036","marine salt marsh biome","sea shore","sediment","sediment",NA,"TH26_S96_L005","SouthernSaltMarshes","metagenome","WGS",NA,"United Kingdom",51.831817,0.9687,"mgp20934"
"mgm4727037","marine salt marsh biome","sea shore","sediment","sediment",NA,"TH03_S73_L005","SouthernSaltMarshes","metagenome","WGS",NA,"United Kingdom",51.797167,0.920967,"mgp20934"
"mgm4727038","marine salt marsh biome","sea shore","sediment","sediment",NA,"TH20_S90_L005","SouthernSaltMarshes","metagenome","WGS",NA,"United Kingdom",51.7865,0.86085,"mgp20934"
"mgm4727039","marine salt marsh biome","sea shore","sediment","sediment",NA,"TH15_S85_L005","SouthernSaltMarshes","metagenome","WGS",NA,"United Kingdom",51.7865,0.86085,"mgp20934"
"mgm4727040","marine salt marsh biome","sea shore","sediment","sediment",NA,"TH07_S77_L005","SouthernSaltMarshes","metagenome","WGS",NA,"United Kingdom",51.797167,0.920967,"mgp20934"
"mgm4727041","marine salt marsh biome","sea shore","sediment","sediment",NA,"TH16_S86_L005","SouthernSaltMarshes","metagenome","WGS",NA,"United Kingdom",51.787833,0.855517,"mgp20934"
"mgm4727042","marine salt marsh biome","sea shore","sediment","sediment",NA,"TH21_S91_L005","SouthernSaltMarshes","metagenome","WGS",NA,"United Kingdom",51.7865,0.86085,"mgp20934"
"mgm4727043","marine salt marsh biome","sea shore","sediment","sediment",NA,"TH34_S104_L005","SouthernSaltMarshes","metagenome","WGS",NA,"United Kingdom",51.83015,0.9503,"mgp20934"
"mgm4727044","marine salt marsh biome","sea shore","sediment","sediment",NA,"TH19_S89_L005","SouthernSaltMarshes","metagenome","WGS",NA,"United Kingdom",51.7865,0.86085,"mgp20934"
"mgm4727045","marine salt marsh biome","sea shore","sediment","sediment",NA,"TH01_S71_L005","SouthernSaltMarshes","metagenome","WGS",NA,"United Kingdom",51.797167,0.920967,"mgp20934"
"mgm4727046","marine salt marsh biome","sea shore","sediment","sediment",NA,"TH37_S107_L005","SouthernSaltMarshes","metagenome","WGS",NA,"United Kingdom",51.79675,0.921833,"mgp20934"
"mgm4727047","marine salt marsh biome","sea shore","sediment","sediment",NA,"TH33_S103_L005","SouthernSaltMarshes","metagenome","WGS",NA,"United Kingdom",51.83015,0.9503,"mgp20934"
"mgm4727048","marine salt marsh biome","sea shore","sediment","sediment",NA,"TH09_S79_L005","SouthernSaltMarshes","metagenome","WGS",NA,"United Kingdom",51.797167,0.920967,"mgp20934"
"mgm4727049","marine salt marsh biome","sea shore","sediment","sediment",NA,"TH32_S102_L005","SouthernSaltMarshes","metagenome","WGS",NA,"United Kingdom",51.831817,0.9687,"mgp20934"
"mgm4727050","marine salt marsh biome","sea shore","sediment","sediment",NA,"TH05_S75_L005","SouthernSaltMarshes","metagenome","WGS",NA,"United Kingdom",51.79675,0.921833,"mgp20934"
"mgm4727051","marine salt marsh biome","sea shore","sediment","sediment",NA,"TH31_S101_L005","SouthernSaltMarshes","metagenome","WGS",NA,"United Kingdom",51.831817,0.9687,"mgp20934"
"mgm4727052","marine salt marsh biome","sea shore","sediment","sediment",NA,"TH12_S82_L005","SouthernSaltMarshes","metagenome","WGS",NA,"United Kingdom",51.79675,0.921833,"mgp20934"
"mgm4727053","marine salt marsh biome","sea shore","sediment","sediment",NA,"TH38_S108_L005","SouthernSaltMarshes","metagenome","WGS",NA,"United Kingdom",51.79675,0.921833,"mgp20934"
"mgm4727055","marine salt marsh biome","sea shore","sediment","sediment",NA,"TH24_S94_L005","SouthernSaltMarshes","metagenome","WGS",NA,"United Kingdom",51.787833,0.855517,"mgp20934"
"mgm4727056","marine salt marsh biome","sea shore","sediment","sediment",NA,"TH35_S105_L005","SouthernSaltMarshes","metagenome","WGS",NA,"United Kingdom",51.797167,0.920967,"mgp20934"
"mgm4727057","marine salt marsh biome","sea shore","sediment","sediment",NA,"TH30_S100_L005","SouthernSaltMarshes","metagenome","WGS",NA,"United Kingdom",51.831817,0.9687,"mgp20934"
"mgm4727058","marine salt marsh biome","sea shore","sediment","sediment",NA,"TH02_S72_L005","SouthernSaltMarshes","metagenome","WGS",NA,"United Kingdom",51.797167,0.920967,"mgp20934"
"mgm4740841","marine salt marsh biome","sea shore","sediment","sediment",NA,"TH01_contigs","SouthernSaltMarshes","metagenome","WGS",NA,"United Kingdom",51.797167,0.920967,"mgp20934"
"mgm4740846","marine salt marsh biome","sea shore","sediment","sediment",NA,"TH29_contigs_coverage","SouthernSaltMarshes","metagenome","WGS",NA,"United Kingdom",51.83015,0.9503,"mgp20934"
"mgm4740847","marine salt marsh biome","sea shore","sediment","sediment",NA,"TH14_contigs_coverage","SouthernSaltMarshes","metagenome","WGS",NA,"United Kingdom",51.7865,0.86085,"mgp20934"
"mgm4740848","marine salt marsh biome","sea shore","sediment","sediment",NA,"TH09_contigs_coverage","SouthernSaltMarshes","metagenome","WGS",NA,"United Kingdom",51.797167,0.920967,"mgp20934"
"mgm4740849","marine salt marsh biome","sea shore","sediment","sediment",NA,"TH30_contigs_coverage","SouthernSaltMarshes","metagenome","WGS",NA,"United Kingdom",51.831817,0.9687,"mgp20934"
"mgm4740851","marine salt marsh biome","sea shore","sediment","sediment",NA,"TH03_contigs_coverage","SouthernSaltMarshes","metagenome","WGS",NA,"United Kingdom",51.797167,0.920967,"mgp20934"
"mgm4740852","marine salt marsh biome","sea shore","sediment","sediment",NA,"TH10_contigs_coverage","SouthernSaltMarshes","metagenome","WGS",NA,"United Kingdom",51.79675,0.921833,"mgp20934"
"mgm4740854","marine salt marsh biome","sea shore","sediment","sediment",NA,"TH21_contigs_coverage","SouthernSaltMarshes","metagenome","WGS",NA,"United Kingdom",51.7865,0.86085,"mgp20934"
"mgm4740855","marine salt marsh biome","sea shore","sediment","sediment",NA,"TH24_contigs_coverage","SouthernSaltMarshes","metagenome","WGS",NA,"United Kingdom",51.787833,0.855517,"mgp20934"
"mgm4740856","marine salt marsh biome","sea shore","sediment","sediment",NA,"TH19_contigs_coverage","SouthernSaltMarshes","metagenome","WGS",NA,"United Kingdom",51.7865,0.86085,"mgp20934"
"mgm4740857","marine salt marsh biome","sea shore","sediment","sediment",NA,"TH26_contigs_coverage","SouthernSaltMarshes","metagenome","WGS",NA,"United Kingdom",51.831817,0.9687,"mgp20934"
"mgm4740858","marine salt marsh biome","sea shore","sediment","sediment",NA,"TH33_contigs_coverage","SouthernSaltMarshes","metagenome","WGS",NA,"United Kingdom",51.83015,0.9503,"mgp20934"
"mgm4740859","marine salt marsh biome","sea shore","sediment","sediment",NA,"TH20_contigs_coverage","SouthernSaltMarshes","metagenome","WGS",NA,"United Kingdom",51.7865,0.86085,"mgp20934"
"mgm4740860","marine salt marsh biome","sea shore","sediment","sediment",NA,"TH13_contigs_coverage","SouthernSaltMarshes","metagenome","WGS",NA,"United Kingdom",51.7865,0.86085,"mgp20934"
"mgm4740861","marine salt marsh biome","sea shore","sediment","sediment",NA,"TH08_contigs_coverage","SouthernSaltMarshes","metagenome","WGS",NA,"United Kingdom",51.797167,0.920967,"mgp20934"
"mgm4740862","marine salt marsh biome","sea shore","sediment","sediment",NA,"TH16_contigs_coverage","SouthernSaltMarshes","metagenome","WGS",NA,"United Kingdom",51.787833,0.855517,"mgp20934"
"mgm4740863","marine salt marsh biome","sea shore","sediment","sediment",NA,"TH31_contigs_coverage","SouthernSaltMarshes","metagenome","WGS",NA,"United Kingdom",51.831817,0.9687,"mgp20934"
"mgm4740864","marine salt marsh biome","sea shore","sediment","sediment",NA,"TH04_contigs_coverage","SouthernSaltMarshes","metagenome","WGS",NA,"United Kingdom",51.79675,0.921833,"mgp20934"
"mgm4740865","marine salt marsh biome","sea shore","sediment","sediment",NA,"TH37_contigs_coverage","SouthernSaltMarshes","metagenome","WGS",NA,"United Kingdom",51.79675,0.921833,"mgp20934"
"mgm4740866","marine salt marsh biome","sea shore","sediment","sediment",NA,"TH06_contigs_coverage","SouthernSaltMarshes","metagenome","WGS",NA,"United Kingdom",51.79675,0.921833,"mgp20934"
"mgm4740867","marine salt marsh biome","sea shore","sediment","sediment",NA,"TH27_contigs_coverage","SouthernSaltMarshes","metagenome","WGS",NA,"United Kingdom",51.831817,0.9687,"mgp20934"
"mgm4740868","marine salt marsh biome","sea shore","sediment","sediment",NA,"TH38_contigs_coverage","SouthernSaltMarshes","metagenome","WGS",NA,"United Kingdom",51.79675,0.921833,"mgp20934"
"mgm4740869","marine salt marsh biome","sea shore","sediment","sediment",NA,"TH17_contigs_coverage","SouthernSaltMarshes","metagenome","WGS",NA,"United Kingdom",51.787833,0.855517,"mgp20934"
"mgm4740870","marine salt marsh biome","sea shore","sediment","sediment",NA,"TH22_contigs_coverage","SouthernSaltMarshes","metagenome","WGS",NA,"United Kingdom",51.787833,0.855517,"mgp20934"
"mgm4740871","marine salt marsh biome","sea shore","sediment","sediment",NA,"TH32_contigs_coverage","SouthernSaltMarshes","metagenome","WGS",NA,"United Kingdom",51.831817,0.9687,"mgp20934"
"mgm4740872","marine salt marsh biome","sea shore","sediment","sediment",NA,"TH12_contigs_coverage","SouthernSaltMarshes","metagenome","WGS",NA,"United Kingdom",51.79675,0.921833,"mgp20934"
"mgm4740873","marine salt marsh biome","sea shore","sediment","sediment",NA,"TH28_contigs_coverage","SouthernSaltMarshes","metagenome","WGS",NA,"United Kingdom",51.83015,0.9503,"mgp20934"
"mgm4740874","marine salt marsh biome","sea shore","sediment","sediment",NA,"TH35_contigs_coverage","SouthernSaltMarshes","metagenome","WGS",NA,"United Kingdom",51.797167,0.920967,"mgp20934"
"mgm4740875","marine salt marsh biome","sea shore","sediment","sediment",NA,"TH34_contigs_coverage","SouthernSaltMarshes","metagenome","WGS",NA,"United Kingdom",51.83015,0.9503,"mgp20934"
"mgm4740876","marine salt marsh biome","sea shore","sediment","sediment",NA,"TH18_contigs_coverage","SouthernSaltMarshes","metagenome","WGS",NA,"United Kingdom",51.787833,0.855517,"mgp20934"
"mgm4740877","marine salt marsh biome","sea shore","sediment","sediment",NA,"TH15_contigs_coverage","SouthernSaltMarshes","metagenome","WGS",NA,"United Kingdom",51.7865,0.86085,"mgp20934"
"mgm4740878","marine salt marsh biome","sea shore","sediment","sediment",NA,"TH05_contigs_coverage","SouthernSaltMarshes","metagenome","WGS",NA,"United Kingdom",51.79675,0.921833,"mgp20934"
"mgm4740880","marine salt marsh biome","sea shore","sediment","sediment",NA,"TH23_contigs_coverage","SouthernSaltMarshes","metagenome","WGS",NA,"United Kingdom",51.787833,0.855517,"mgp20934"
"mgm4740881","marine salt marsh biome","sea shore","sediment","sediment",NA,"TH02_contigs_coverage","SouthernSaltMarshes","metagenome","WGS",NA,"United Kingdom",51.797167,0.920967,"mgp20934"
"mgm4740882","marine salt marsh biome","sea shore","sediment","sediment",NA,"TH11_contigs_coverage","SouthernSaltMarshes","metagenome","WGS",NA,"United Kingdom",51.79675,0.921833,"mgp20934"
"mgm4754624","marine salt marsh biome","saline marsh","soil","soil",NA,"L.M.24","Metagenome sequins","metagenome","WGS",NA,"Australia",-33.840172,151.058803,"mgp81258"
"mgm4754625","marine salt marsh biome","saline marsh","soil","soil",NA,"L.M.21","Metagenome sequins","metagenome","WGS",NA,"Australia",-33.840172,151.058803,"mgp81258"
"mgm4754626","marine salt marsh biome","saline marsh","soil","soil",NA,"L.M.20","Metagenome sequins","metagenome","WGS",NA,"Australia",-33.840172,151.058803,"mgp81258"
"mgm4754627","marine salt marsh biome","saline marsh","soil","soil",NA,"L.M.22","Metagenome sequins","metagenome","WGS",NA,"Australia",-33.840172,151.058803,"mgp81258"
"mgm4754629","marine salt marsh biome","saline marsh","soil","soil",NA,"L.M.23","Metagenome sequins","metagenome","WGS",NA,"Australia",-33.840172,151.058803,"mgp81258"
"mgm4754630","marine salt marsh biome","saline marsh","soil","soil",NA,"L.M.27","Metagenome sequins","metagenome","WGS",NA,"Australia",-33.840172,151.058803,"mgp81258"
