samples,feature,material,env.package,metagenome_taxonomy,sample_name,project_name,investigation_type,sequence_type,continent,country,latitude,longitude,raw_biome,project_id,life_style,habitat,biosphere,ecosystem
mgm4454505,ocean,coastal water,water,NA,GammaproteobacteriaPt7,Guanabara Bay Metagenome,metagenome,WGS,south america,Brazil,-22.864633,-43.160464,estuarine biome,mgp1929,free-living,estuarine_seawater,marine,saline_water
mgm4454506,ocean,coastal water,water,NA,GammaproteobacteriaPt34,Guanabara Bay Metagenome,metagenome,WGS,south america,Brazil,-22.830467,-43.246569,estuarine biome,mgp1929,free-living,estuarine_seawater,marine,saline_water
mgm4454687,ocean,coastal water,water,NA,ActinoPt7,Guanabara Bay Metagenome,metagenome,WGS,south america,Brazil,-22.864633,-43.160464,estuarine biome,mgp1929,free-living,estuarine_seawater,marine,saline_water
mgm4454695,ocean,coastal water,water,NA,BacteroidetesChlorobiPt7,Guanabara Bay Metagenome,metagenome,WGS,south america,Brazil,-22.864633,-43.160464,estuarine biome,mgp1929,free-living,estuarine_seawater,marine,saline_water
mgm4454700,ocean,coastal water,water,NA,BetaprotPt7,Guanabara Bay Metagenome,metagenome,WGS,south america,Brazil,-22.864633,-43.160464,estuarine biome,mgp1929,free-living,estuarine_seawater,marine,saline_water
mgm4460178,estuarine bulk water,water,water,NA,Station P1,Puget Sound,metagenome,WGS,NA,United States of America,48.016667,-122.300556,estuarine biome,mgp2706,free-living,estuarine_seawater,marine,saline_water
mgm4460179,estuarine bulk water,water,water,NA,Station P26,Puget Sound,metagenome,WGS,NA,United States of America,48.368056,-122.716667,estuarine biome,mgp2706,free-living,estuarine_seawater,marine,saline_water
mgm4460180,estuarine bulk water,water,water,NA,Station P28,Puget Sound,metagenome,WGS,NA,United States of America,47.700556,-122.450556,estuarine biome,mgp2706,free-living,estuarine_seawater,marine,saline_water
mgm4460182,estuarine bulk water,water,water,NA,Station P32,Puget Sound,metagenome,WGS,NA,United States of America,47.333333,-122.434722,estuarine biome,mgp2706,free-living,estuarine_seawater,marine,saline_water
mgm4460188,estuarine bulk water,water,water,NA,Station P5,Puget Sound,metagenome,WGS,NA,United States of America,47.883333,-122.366667,estuarine biome,mgp2706,free-living,estuarine_seawater,marine,saline_water
mgm4460189,estuarine bulk water,water,water,NA,Marina,Puget Sound,metagenome,WGS,NA,United States of America,47.683889,-122.406944,estuarine biome,mgp2706,free-living,estuarine_seawater,marine,saline_water
mgm4533700,estuary,brackish water,water,NA,PK15_lane5_index23_GAGTGG_002.fastq,Columbia River coastal margin study,metagenome,WGS,north america,USA,46.20,-123.940333,estuarine biome,mgp5692,free-living,estuarine_seawater,marine,saline_water
mgm4533701,estuary,brackish water,water,NA,PK15_lane4_index23_GAGTGG_002.fastq,Columbia River coastal margin study,metagenome,WGS,north america,USA,46.20,-123.940333,estuarine biome,mgp5692,free-living,estuarine_seawater,marine,saline_water
mgm4533702,estuary,brackish water,water,NA,PK15_lane5_index23_GAGTGG_003.fastq,Columbia River coastal margin study,metagenome,WGS,north america,USA,46.20,-123.940333,estuarine biome,mgp5692,free-living,estuarine_seawater,marine,saline_water
mgm4533703,estuary,brackish water,water,NA,PK15_lane4_index23_GAGTGG_003.fastq,Columbia River coastal margin study,metagenome,WGS,north america,USA,46.20,-123.940333,estuarine biome,mgp5692,free-living,estuarine_seawater,marine,saline_water
mgm4533704,estuary,brackish water,water,NA,PK15_lane5_index23_GAGTGG_001.fastq,Columbia River coastal margin study,metagenome,WGS,north america,USA,46.20,-123.940333,estuarine biome,mgp5692,free-living,estuarine_seawater,marine,saline_water
mgm4533705,estuary,brackish water,water,NA,PK15_lane4_index23_GAGTGG_001.fastq,Columbia River coastal margin study,metagenome,WGS,north america,USA,46.20,-123.940333,estuarine biome,mgp5692,free-living,estuarine_seawater,marine,saline_water
mgm4533706,estuary,brackish water,water,NA,PK18_lane4_index19_GTGAAA_004.fastq,Columbia River coastal margin study,metagenome,WGS,north america,USA,46.26,-123.99,estuarine biome,mgp5692,free-living,estuarine_seawater,marine,saline_water
mgm4533707,estuary,brackish water,water,NA,PK18_lane5_index19_GTGAAA_004.fastq,Columbia River coastal margin study,metagenome,WGS,north america,USA,46.26,-123.99,estuarine biome,mgp5692,free-living,estuarine_seawater,marine,saline_water
mgm4533708,estuary,brackish water,water,NA,PK18_lane5_index19_GTGAAA_002.fastq,Columbia River coastal margin study,metagenome,WGS,north america,USA,46.26,-123.99,estuarine biome,mgp5692,free-living,estuarine_seawater,marine,saline_water
mgm4533709,estuary,brackish water,water,NA,PK18_lane4_index19_GTGAAA_002.fastq,Columbia River coastal margin study,metagenome,WGS,north america,USA,46.26,-123.99,estuarine biome,mgp5692,free-living,estuarine_seawater,marine,saline_water
mgm4533710,estuary,brackish water,water,NA,PK18_lane5_index19_GTGAAA_003.fastq,Columbia River coastal margin study,metagenome,WGS,north america,USA,46.26,-123.99,estuarine biome,mgp5692,free-living,estuarine_seawater,marine,saline_water
mgm4533711,estuary,brackish water,water,NA,PK18_lane4_index19_GTGAAA_003.fastq,Columbia River coastal margin study,metagenome,WGS,north america,USA,46.26,-123.99,estuarine biome,mgp5692,free-living,estuarine_seawater,marine,saline_water
mgm4533712,estuary,brackish water,water,NA,PK18_lane5_index19_GTGAAA_001.fastq,Columbia River coastal margin study,metagenome,WGS,north america,USA,46.26,-123.99,estuarine biome,mgp5692,free-living,estuarine_seawater,marine,saline_water
mgm4533714,estuary,coastal water,water,NA,PK6_lane4_index09_GATCAG_002.fastq,Columbia River coastal margin study,metagenome,WGS,north america,USA,46.16555,-124.1596,estuarine biome,mgp5692,free-living,coastal_seawater,marine,saline_water
mgm4533715,estuary,coastal water,water,NA,PK6_lane5_index09_GATCAG_002.fastq,Columbia River coastal margin study,metagenome,WGS,north america,USA,46.16555,-124.1596,estuarine biome,mgp5692,free-living,coastal_seawater,marine,saline_water
mgm4533716,estuary,coastal water,water,NA,PK6_lane4_index09_GATCAG_003.fastq,Columbia River coastal margin study,metagenome,WGS,north america,USA,46.16555,-124.1596,estuarine biome,mgp5692,free-living,coastal_seawater,marine,saline_water
mgm4533717,estuary,coastal water,water,NA,PK6_lane5_index09_GATCAG_003.fastq,Columbia River coastal margin study,metagenome,WGS,north america,USA,46.16555,-124.1596,estuarine biome,mgp5692,free-living,coastal_seawater,marine,saline_water
mgm4533718,estuary,coastal water,water,NA,PK6_lane4_index09_GATCAG_001.fastq,Columbia River coastal margin study,metagenome,WGS,north america,USA,46.16555,-124.1596,estuarine biome,mgp5692,free-living,coastal_seawater,marine,saline_water
mgm4533719,estuary,coastal water,water,NA,PK6_lane5_index09_GATCAG_001.fastq,Columbia River coastal margin study,metagenome,WGS,north america,USA,46.16555,-124.1596,estuarine biome,mgp5692,free-living,coastal_seawater,marine,saline_water
mgm4533720,estuary,coastal water,water,NA,PK13_lane5_index22_CGTACG_002.fastq,Columbia River coastal margin study,metagenome,WGS,north america,USA,46.16555,-124.1596,estuarine biome,mgp5692,free-living,coastal_seawater,marine,saline_water
mgm4533721,estuary,coastal water,water,NA,PK13_lane4_index22_CGTACG_002.fastq,Columbia River coastal margin study,metagenome,WGS,north america,USA,46.16555,-124.1596,estuarine biome,mgp5692,free-living,coastal_seawater,marine,saline_water
mgm4533722,estuary,coastal water,water,NA,PK13_lane5_index22_CGTACG_003.fastq,Columbia River coastal margin study,metagenome,WGS,north america,USA,46.16555,-124.1596,estuarine biome,mgp5692,free-living,coastal_seawater,marine,saline_water
mgm4533723,estuary,coastal water,water,NA,PK13_lane4_index22_CGTACG_003.fastq,Columbia River coastal margin study,metagenome,WGS,north america,USA,46.16555,-124.1596,estuarine biome,mgp5692,free-living,coastal_seawater,marine,saline_water
mgm4533724,estuary,coastal water,water,NA,PK13_lane4_index22_CGTACG_001.fastq,Columbia River coastal margin study,metagenome,WGS,north america,USA,46.16555,-124.1596,estuarine biome,mgp5692,free-living,coastal_seawater,marine,saline_water
mgm4533725,estuary,coastal water,water,NA,PK13_lane4_index22_CGTACG_004.fastq,Columbia River coastal margin study,metagenome,WGS,north america,USA,46.16555,-124.1596,estuarine biome,mgp5692,free-living,coastal_seawater,marine,saline_water
mgm4533726,estuary,coastal water,water,NA,PK13_lane5_index22_CGTACG_004.fastq,Columbia River coastal margin study,metagenome,WGS,north america,USA,46.16555,-124.1596,estuarine biome,mgp5692,free-living,coastal_seawater,marine,saline_water
mgm4533727,estuary,coastal water,water,NA,PK13_lane5_index22_CGTACG_005.fastq,Columbia River coastal margin study,metagenome,WGS,north america,USA,46.16555,-124.1596,estuarine biome,mgp5692,free-living,coastal_seawater,marine,saline_water
mgm4533728,estuary,fresh water,water,NA,PK4_lane4_index08_ACTTGA_004.fastq,Columbia River coastal margin study,metagenome,WGS,north america,USA,46.21,-123.7975,estuarine biome,mgp5692,free-living,river,freshwater,freshwater
mgm4533729,estuary,fresh water,water,NA,PK4_lane5_index08_ACTTGA_004.fastq,Columbia River coastal margin study,metagenome,WGS,north america,USA,46.21,-123.7975,estuarine biome,mgp5692,free-living,river,freshwater,freshwater
mgm4533730,estuary,fresh water,water,NA,PK4_lane5_index08_ACTTGA_003.fastq,Columbia River coastal margin study,metagenome,WGS,north america,USA,46.21,-123.7975,estuarine biome,mgp5692,free-living,river,freshwater,freshwater
mgm4533731,estuary,fresh water,water,NA,PK4_lane4_index08_ACTTGA_003.fastq,Columbia River coastal margin study,metagenome,WGS,north america,USA,46.21,-123.7975,estuarine biome,mgp5692,free-living,river,freshwater,freshwater
mgm4533732,estuary,fresh water,water,NA,PK4_lane5_index08_ACTTGA_002.fastq,Columbia River coastal margin study,metagenome,WGS,north america,USA,46.21,-123.7975,estuarine biome,mgp5692,free-living,river,freshwater,freshwater
mgm4533733,estuary,fresh water,water,NA,PK4_lane4_index08_ACTTGA_002.fastq,Columbia River coastal margin study,metagenome,WGS,north america,USA,46.21,-123.7975,estuarine biome,mgp5692,free-living,river,freshwater,freshwater
mgm4533734,estuary,fresh water,water,NA,PK4_lane5_index08_ACTTGA_001.fastq,Columbia River coastal margin study,metagenome,WGS,north america,USA,46.21,-123.7975,estuarine biome,mgp5692,free-living,river,freshwater,freshwater
mgm4533735,estuary,fresh water,water,NA,PK4_lane4_index08_ACTTGA_001.fastq,Columbia River coastal margin study,metagenome,WGS,north america,USA,46.21,-123.7975,estuarine biome,mgp5692,free-living,river,freshwater,freshwater
mgm4533736,estuary,coastal water,water,NA,PK9_lane4_index11_GGCTAC_002.fastq,Columbia River coastal margin study,metagenome,WGS,north america,USA,46.16555,-124.1596,estuarine biome,mgp5692,free-living,coastal_seawater,marine,saline_water
mgm4533737,estuary,coastal water,water,NA,PK9_lane5_index11_GGCTAC_002.fastq,Columbia River coastal margin study,metagenome,WGS,north america,USA,46.16555,-124.1596,estuarine biome,mgp5692,free-living,coastal_seawater,marine,saline_water
mgm4533738,estuary,coastal water,water,NA,PK9_lane4_index11_GGCTAC_003.fastq,Columbia River coastal margin study,metagenome,WGS,north america,USA,46.16555,-124.1596,estuarine biome,mgp5692,free-living,coastal_seawater,marine,saline_water
mgm4533739,estuary,coastal water,water,NA,PK9_lane5_index11_GGCTAC_003.fastq,Columbia River coastal margin study,metagenome,WGS,north america,USA,46.16555,-124.1596,estuarine biome,mgp5692,free-living,coastal_seawater,marine,saline_water
mgm4533741,estuary,coastal water,water,NA,PK9_lane5_index11_GGCTAC_004.fastq,Columbia River coastal margin study,metagenome,WGS,north america,USA,46.16555,-124.1596,estuarine biome,mgp5692,free-living,coastal_seawater,marine,saline_water
mgm4533742,estuary,coastal water,water,NA,PK9_lane4_index11_GGCTAC_004.fastq,Columbia River coastal margin study,metagenome,WGS,north america,USA,46.16555,-124.1596,estuarine biome,mgp5692,free-living,coastal_seawater,marine,saline_water
mgm4533743,estuary,fresh water,water,NA,PK11_lane5_index20_GTGGCC_005.fastq,Columbia River coastal margin study,metagenome,WGS,north america,USA,46.242333,-123.705183,estuarine biome,mgp5692,free-living,river,freshwater,freshwater
mgm4533744,estuary,fresh water,water,NA,PK11_lane4_index20_GTGGCC_004.fastq,Columbia River coastal margin study,metagenome,WGS,north america,USA,46.242333,-123.705183,estuarine biome,mgp5692,free-living,river,freshwater,freshwater
mgm4533745,estuary,fresh water,water,NA,PK11_lane5_index20_GTGGCC_004.fastq,Columbia River coastal margin study,metagenome,WGS,north america,USA,46.242333,-123.705183,estuarine biome,mgp5692,free-living,river,freshwater,freshwater
mgm4533746,estuary,fresh water,water,NA,PK11_lane5_index20_GTGGCC_003.fastq,Columbia River coastal margin study,metagenome,WGS,north america,USA,46.242333,-123.705183,estuarine biome,mgp5692,free-living,river,freshwater,freshwater
mgm4533747,estuary,fresh water,water,NA,PK11_lane4_index20_GTGGCC_003.fastq,Columbia River coastal margin study,metagenome,WGS,north america,USA,46.242333,-123.705183,estuarine biome,mgp5692,free-living,river,freshwater,freshwater
mgm4533748,estuary,fresh water,water,NA,PK11_lane5_index20_GTGGCC_002.fastq,Columbia River coastal margin study,metagenome,WGS,north america,USA,46.242333,-123.705183,estuarine biome,mgp5692,free-living,river,freshwater,freshwater
mgm4533749,estuary,fresh water,water,NA,PK11_lane4_index20_GTGGCC_002.fastq,Columbia River coastal margin study,metagenome,WGS,north america,USA,46.242333,-123.705183,estuarine biome,mgp5692,free-living,river,freshwater,freshwater
mgm4533750,estuary,fresh water,water,NA,PK11_lane4_index20_GTGGCC_001.fastq,Columbia River coastal margin study,metagenome,WGS,north america,USA,46.242333,-123.705183,estuarine biome,mgp5692,free-living,river,freshwater,freshwater
mgm4533751,estuary,brackish water,water,NA,PK12_lane4_index21_GTTTCG_002.fastq,Columbia River coastal margin study,metagenome,WGS,north america,USA,46.20,-123.940333,estuarine biome,mgp5692,free-living,estuarine_seawater,marine,saline_water
mgm4533752,estuary,brackish water,water,NA,PK12_lane5_index21_GTTTCG_002.fastq,Columbia River coastal margin study,metagenome,WGS,north america,USA,46.20,-123.940333,estuarine biome,mgp5692,free-living,estuarine_seawater,marine,saline_water
mgm4533753,estuary,brackish water,water,NA,PK12_lane4_index21_GTTTCG_003.fastq,Columbia River coastal margin study,metagenome,WGS,north america,USA,46.20,-123.940333,estuarine biome,mgp5692,free-living,estuarine_seawater,marine,saline_water
mgm4533754,estuary,brackish water,water,NA,PK12_lane5_index21_GTTTCG_003.fastq,Columbia River coastal margin study,metagenome,WGS,north america,USA,46.20,-123.940333,estuarine biome,mgp5692,free-living,estuarine_seawater,marine,saline_water
mgm4533755,estuary,brackish water,water,NA,PK12_lane4_index21_GTTTCG_001.fastq,Columbia River coastal margin study,metagenome,WGS,north america,USA,46.20,-123.940333,estuarine biome,mgp5692,free-living,estuarine_seawater,marine,saline_water
mgm4533756,estuary,brackish water,water,NA,PK12_lane5_index21_GTTTCG_001.fastq,Columbia River coastal margin study,metagenome,WGS,north america,USA,46.20,-123.940333,estuarine biome,mgp5692,free-living,estuarine_seawater,marine,saline_water
mgm4533757,estuary,brackish water,water,NA,PK12_lane5_index21_GTTTCG_004.fastq,Columbia River coastal margin study,metagenome,WGS,north america,USA,46.20,-123.940333,estuarine biome,mgp5692,free-living,estuarine_seawater,marine,saline_water
mgm4533758,estuary,brackish water,water,NA,PK12_lane4_index21_GTTTCG_004.fastq,Columbia River coastal margin study,metagenome,WGS,north america,USA,46.20,-123.940333,estuarine biome,mgp5692,free-living,estuarine_seawater,marine,saline_water
mgm4533759,estuary,brackish water,water,NA,PK10_lane5_index16_ACTTGA_004.fastq,Columbia River coastal margin study,metagenome,WGS,north america,USA,46.21,-123.786167,estuarine biome,mgp5692,free-living,estuarine_seawater,marine,saline_water
mgm4533760,estuary,brackish water,water,NA,PK10_lane4_index16_ACTTGA_004.fastq,Columbia River coastal margin study,metagenome,WGS,north america,USA,46.21,-123.786167,estuarine biome,mgp5692,free-living,estuarine_seawater,marine,saline_water
mgm4533761,estuary,brackish water,water,NA,PK10_lane4_index16_ACTTGA_001.fastq,Columbia River coastal margin study,metagenome,WGS,north america,USA,46.21,-123.786167,estuarine biome,mgp5692,free-living,estuarine_seawater,marine,saline_water
mgm4533762,estuary,brackish water,water,NA,PK10_lane5_index16_ACTTGA_001.fastq,Columbia River coastal margin study,metagenome,WGS,north america,USA,46.21,-123.786167,estuarine biome,mgp5692,free-living,estuarine_seawater,marine,saline_water
mgm4533763,estuary,brackish water,water,NA,PK10_lane4_index16_ACTTGA_003.fastq,Columbia River coastal margin study,metagenome,WGS,north america,USA,46.21,-123.786167,estuarine biome,mgp5692,free-living,estuarine_seawater,marine,saline_water
mgm4533764,estuary,brackish water,water,NA,PK10_lane5_index16_ACTTGA_003.fastq,Columbia River coastal margin study,metagenome,WGS,north america,USA,46.21,-123.786167,estuarine biome,mgp5692,free-living,estuarine_seawater,marine,saline_water
mgm4533766,estuary,brackish water,water,NA,PK10_lane5_index16_ACTTGA_002.fastq,Columbia River coastal margin study,metagenome,WGS,north america,USA,46.21,-123.786167,estuarine biome,mgp5692,free-living,estuarine_seawater,marine,saline_water
mgm4533767,estuary,fresh water,water,NA,PK8_lane4_index10_TAGCTT_004.fastq,Columbia River coastal margin study,metagenome,WGS,north america,USA,46.216667,-123.74,estuarine biome,mgp5692,free-living,river,freshwater,freshwater
mgm4533768,estuary,fresh water,water,NA,PK8_lane5_index10_TAGCTT_004.fastq,Columbia River coastal margin study,metagenome,WGS,north america,USA,46.216667,-123.74,estuarine biome,mgp5692,free-living,river,freshwater,freshwater
mgm4533769,estuary,fresh water,water,NA,PK8_lane5_index10_TAGCTT_001.fastq,Columbia River coastal margin study,metagenome,WGS,north america,USA,46.216667,-123.74,estuarine biome,mgp5692,free-living,river,freshwater,freshwater
mgm4533771,estuary,fresh water,water,NA,PK8_lane5_index10_TAGCTT_002.fastq,Columbia River coastal margin study,metagenome,WGS,north america,USA,46.216667,-123.74,estuarine biome,mgp5692,free-living,river,freshwater,freshwater
mgm4533772,estuary,fresh water,water,NA,PK8_lane4_index10_TAGCTT_002.fastq,Columbia River coastal margin study,metagenome,WGS,north america,USA,46.216667,-123.74,estuarine biome,mgp5692,free-living,river,freshwater,freshwater
mgm4533773,estuary,fresh water,water,NA,PK8_lane5_index10_TAGCTT_003.fastq,Columbia River coastal margin study,metagenome,WGS,north america,USA,46.216667,-123.74,estuarine biome,mgp5692,free-living,river,freshwater,freshwater
mgm4533774,estuary,fresh water,water,NA,PK8_lane4_index10_TAGCTT_003.fastq,Columbia River coastal margin study,metagenome,WGS,north america,USA,46.216667,-123.74,estuarine biome,mgp5692,free-living,river,freshwater,freshwater
mgm4533775,estuary,brackish water,water,NA,PK5_lane4_index15_ATGTCA_002.fastq,Columbia River coastal margin study,metagenome,WGS,north america,USA,46.21,-123.7975,estuarine biome,mgp5692,free-living,estuarine_seawater,marine,saline_water
mgm4533776,estuary,brackish water,water,NA,PK5_lane5_index15_ATGTCA_002.fastq,Columbia River coastal margin study,metagenome,WGS,north america,USA,46.21,-123.7975,estuarine biome,mgp5692,free-living,estuarine_seawater,marine,saline_water
mgm4533777,estuary,brackish water,water,NA,PK5_lane4_index15_ATGTCA_003.fastq,Columbia River coastal margin study,metagenome,WGS,north america,USA,46.21,-123.7975,estuarine biome,mgp5692,free-living,estuarine_seawater,marine,saline_water
mgm4533778,estuary,brackish water,water,NA,PK5_lane5_index15_ATGTCA_003.fastq,Columbia River coastal margin study,metagenome,WGS,north america,USA,46.21,-123.7975,estuarine biome,mgp5692,free-living,estuarine_seawater,marine,saline_water
mgm4533779,estuary,brackish water,water,NA,PK5_lane4_index15_ATGTCA_001.fastq,Columbia River coastal margin study,metagenome,WGS,north america,USA,46.21,-123.7975,estuarine biome,mgp5692,free-living,estuarine_seawater,marine,saline_water
mgm4533780,estuary,brackish water,water,NA,PK5_lane5_index15_ATGTCA_001.fastq,Columbia River coastal margin study,metagenome,WGS,north america,USA,46.21,-123.7975,estuarine biome,mgp5692,free-living,estuarine_seawater,marine,saline_water
mgm4533781,estuary,brackish water,water,NA,PK5_lane5_index15_ATGTCA_004.fastq,Columbia River coastal margin study,metagenome,WGS,north america,USA,46.21,-123.7975,estuarine biome,mgp5692,free-living,estuarine_seawater,marine,saline_water
mgm4533782,estuary,brackish water,water,NA,PK5_lane4_index15_ATGTCA_004.fastq,Columbia River coastal margin study,metagenome,WGS,north america,USA,46.21,-123.7975,estuarine biome,mgp5692,free-living,estuarine_seawater,marine,saline_water
mgm4533783,estuary,brackish water,water,NA,PK16_lane4_index25_ACTGAT_002.fastq,Columbia River coastal margin study,metagenome,WGS,north america,USA,46.20,-123.940333,estuarine biome,mgp5692,free-living,estuarine_seawater,marine,saline_water
mgm4533784,estuary,brackish water,water,NA,PK16_lane5_index25_ACTGAT_002.fastq,Columbia River coastal margin study,metagenome,WGS,north america,USA,46.20,-123.940333,estuarine biome,mgp5692,free-living,estuarine_seawater,marine,saline_water
mgm4533785,estuary,brackish water,water,NA,PK16_lane4_index25_ACTGAT_003.fastq,Columbia River coastal margin study,metagenome,WGS,north america,USA,46.20,-123.940333,estuarine biome,mgp5692,free-living,estuarine_seawater,marine,saline_water
mgm4533786,estuary,brackish water,water,NA,PK16_lane5_index25_ACTGAT_003.fastq,Columbia River coastal margin study,metagenome,WGS,north america,USA,46.20,-123.940333,estuarine biome,mgp5692,free-living,estuarine_seawater,marine,saline_water
mgm4533787,estuary,brackish water,water,NA,PK16_lane4_index25_ACTGAT_001.fastq,Columbia River coastal margin study,metagenome,WGS,north america,USA,46.20,-123.940333,estuarine biome,mgp5692,free-living,estuarine_seawater,marine,saline_water
mgm4533788,estuary,brackish water,water,NA,PK16_lane5_index25_ACTGAT_001.fastq,Columbia River coastal margin study,metagenome,WGS,north america,USA,46.20,-123.940333,estuarine biome,mgp5692,free-living,estuarine_seawater,marine,saline_water
mgm4533789,estuary,brackish water,water,NA,PK16_lane5_index25_ACTGAT_004.fastq,Columbia River coastal margin study,metagenome,WGS,north america,USA,46.20,-123.940333,estuarine biome,mgp5692,free-living,estuarine_seawater,marine,saline_water
mgm4533790,estuary,brackish water,water,NA,PK16_lane4_index25_ACTGAT_004.fastq,Columbia River coastal margin study,metagenome,WGS,north america,USA,46.20,-123.940333,estuarine biome,mgp5692,free-living,estuarine_seawater,marine,saline_water
mgm4533791,estuary,coastal water,water,NA,PK3_lane4_index03_ACTTGA_003.fastq,Columbia River coastal margin study,metagenome,WGS,north america,USA,46.16,-124.07,estuarine biome,mgp5692,free-living,coastal_seawater,marine,saline_water
mgm4533792,estuary,coastal water,water,NA,PK3_lane5_index03_ACTTGA_003.fastq,Columbia River coastal margin study,metagenome,WGS,north america,USA,46.16,-124.07,estuarine biome,mgp5692,free-living,coastal_seawater,marine,saline_water
mgm4533793,estuary,coastal water,water,NA,PK3_lane5_index03_ACTTGA_002.fastq,Columbia River coastal margin study,metagenome,WGS,north america,USA,46.16,-124.07,estuarine biome,mgp5692,free-living,coastal_seawater,marine,saline_water
mgm4533794,estuary,coastal water,water,NA,PK3_lane4_index03_ACTTGA_001.fastq,Columbia River coastal margin study,metagenome,WGS,north america,USA,46.16,-124.07,estuarine biome,mgp5692,free-living,coastal_seawater,marine,saline_water
mgm4533795,estuary,coastal water,water,NA,PK3_lane5_index03_ACTTGA_001.fastq,Columbia River coastal margin study,metagenome,WGS,north america,USA,46.16,-124.07,estuarine biome,mgp5692,free-living,coastal_seawater,marine,saline_water
mgm4533796,estuary,coastal water,water,NA,PK3_lane5_index03_ACTTGA_004.fastq,Columbia River coastal margin study,metagenome,WGS,north america,USA,46.16,-124.07,estuarine biome,mgp5692,free-living,coastal_seawater,marine,saline_water
mgm4533797,estuary,coastal water,water,NA,PK3_lane4_index03_ACTTGA_004.fastq,Columbia River coastal margin study,metagenome,WGS,north america,USA,46.16,-124.07,estuarine biome,mgp5692,free-living,coastal_seawater,marine,saline_water
mgm4533798,estuary,fresh water,water,NA,PK14_lane5_index18_GTCCGC_003.fastq,Columbia River coastal margin study,metagenome,WGS,north america,USA,46.224333,-123.74,estuarine biome,mgp5692,free-living,river,freshwater,freshwater
mgm4533799,estuary,fresh water,water,NA,PK14_lane4_index18_GTCCGC_003.fastq,Columbia River coastal margin study,metagenome,WGS,north america,USA,46.224333,-123.74,estuarine biome,mgp5692,free-living,river,freshwater,freshwater
