"samples","feature","material","env.package","metagenome_taxonomy","sample_name","project_name","investigation_type","sequence_type","continent","country","latitude","longitude","raw_biome","project_id","life_style","habitat","PI_lastname","seq_method","biosphere","ecosystem"
"mgm4466188","human-associated habitat","feces","human-gut",NA,"2195","Host Remodeling of the Gut Microbiome and Metabolic Changes during Pregnancy","metagenome","WGS","europe","Finland",60.44925,22.2592,"terrestrial biome","mgp265","host-associated","human-gut","ley","illumina","terrestrial","human_host-associated"
"mgm4466194","human-associated habitat","feces","human-gut",NA,"2303","Host Remodeling of the Gut Microbiome and Metabolic Changes during Pregnancy","metagenome","WGS","europe","Finland",60.44925,22.2592,"terrestrial biome","mgp265","host-associated","human-gut","ley","illumina","terrestrial","human_host-associated"
"mgm4466257","human-associated habitat","feces","human-gut",NA,"1234","Host Remodeling of the Gut Microbiome and Metabolic Changes during Pregnancy","metagenome","WGS","europe","Finland",60.44925,22.2592,"terrestrial biome","mgp265","host-associated","human-gut","ley","illumina","terrestrial","human_host-associated"
"mgm4466602","human-associated habitat","feces","human-gut",NA,"2342","Host Remodeling of the Gut Microbiome and Metabolic Changes during Pregnancy","metagenome","WGS","europe","Finland",60.44925,22.2592,"terrestrial biome","mgp265","host-associated","human-gut","ley","illumina","terrestrial","human_host-associated"
"mgm4467109","human-associated habitat","feces","human-gut",NA,"1342","Host Remodeling of the Gut Microbiome and Metabolic Changes during Pregnancy","metagenome","WGS","europe","Finland",60.44925,22.2592,"terrestrial biome","mgp265","host-associated","human-gut","ley","illumina","terrestrial","human_host-associated"
"mgm4469858","human-associated habitat","feces","human-gut",NA,"2264_new","Host Remodeling of the Gut Microbiome and Metabolic Changes during Pregnancy","metagenome","WGS","europe","Finland",60.44925,22.2592,"terrestrial biome","mgp265","host-associated","human-gut","ley","illumina","terrestrial","human_host-associated"
"mgm4470861","oil spill","xylene contaminated soil","soil",NA,"Cubatao_C","Cubatao_metagenomic","metagenome","WGS","south america","Brazil",-23.8658333,-46.4375278,"terrestrial biome","mgp9664","free-living","contaminated_soil","karolski","454","terrestrial","soil"
"mgm4474351","human-associated habitat","feces","human-gut",NA,"3123","Host Remodeling of the Gut Microbiome and Metabolic Changes during Pregnancy","metagenome","WGS","europe","Finland",60.44925,22.2592,"terrestrial biome","mgp265","host-associated","human-gut","ley","illumina","terrestrial","human_host-associated"
"mgm4474352","human-associated habitat","feces","human-gut",NA,"2373","Host Remodeling of the Gut Microbiome and Metabolic Changes during Pregnancy","metagenome","WGS","europe","Finland",60.44925,22.2592,"terrestrial biome","mgp265","host-associated","human-gut","ley","illumina","terrestrial","human_host-associated"
"mgm4474355","human-associated habitat","feces","human-gut",NA,"3121","Host Remodeling of the Gut Microbiome and Metabolic Changes during Pregnancy","metagenome","WGS","europe","Finland",60.44925,22.2592,"terrestrial biome","mgp265","host-associated","human-gut","ley","illumina","terrestrial","human_host-associated"
"mgm4474357","human-associated habitat","feces","human-gut",NA,"2371","Host Remodeling of the Gut Microbiome and Metabolic Changes during Pregnancy","metagenome","WGS","europe","Finland",60.44925,22.2592,"terrestrial biome","mgp265","host-associated","human-gut","ley","illumina","terrestrial","human_host-associated"
"mgm4474358","human-associated habitat","feces","human-gut",NA,"2263","Host Remodeling of the Gut Microbiome and Metabolic Changes during Pregnancy","metagenome","WGS","europe","Finland",60.44925,22.2592,"terrestrial biome","mgp265","host-associated","human-gut","ley","illumina","terrestrial","human_host-associated"
"mgm4474359","human-associated habitat","feces","human-gut",NA,"2261","Host Remodeling of the Gut Microbiome and Metabolic Changes during Pregnancy","metagenome","WGS","europe","Finland",60.44925,22.2592,"terrestrial biome","mgp265","host-associated","human-gut","ley","illumina","terrestrial","human_host-associated"
"mgm4474360","human-associated habitat","feces","human-gut",NA,"1603","Host Remodeling of the Gut Microbiome and Metabolic Changes during Pregnancy","metagenome","WGS","europe","Finland",60.44925,22.2592,"terrestrial biome","mgp265","host-associated","human-gut","ley","illumina","terrestrial","human_host-associated"
"mgm4474361","human-associated habitat","feces","human-gut",NA,"1013","Host Remodeling of the Gut Microbiome and Metabolic Changes during Pregnancy","metagenome","WGS","europe","Finland",60.44925,22.2592,"terrestrial biome","mgp265","host-associated","human-gut","ley","illumina","terrestrial","human_host-associated"
"mgm4474369","human-associated habitat","feces","human-gut",NA,"1011","Host Remodeling of the Gut Microbiome and Metabolic Changes during Pregnancy","metagenome","WGS","europe","Finland",60.44925,22.2592,"terrestrial biome","mgp265","host-associated","human-gut","ley","illumina","terrestrial","human_host-associated"
"mgm4474805","human-associated habitat","feces","human-gut",NA,"1601","Host Remodeling of the Gut Microbiome and Metabolic Changes during Pregnancy","metagenome","WGS","europe","Finland",60.44925,22.2592,"terrestrial biome","mgp265","host-associated","human-gut","ley","illumina","terrestrial","human_host-associated"
"mgm4477702","field","rhizosphere","plant-associated",NA,"RMcleanS5derep","Hoeven metatranscriptome","metagenome","WGS","europe","Netherlands",51.9673749,5.663678,"terrestrial biome","mgp4747","free-living","rhizosphere","raaijmakers","illumina","terrestrial","soil"
"mgm4477703","field","rhizosphere","plant-associated",NA,"RMcleanS6derep","Hoeven metatranscriptome","metagenome","WGS","europe","Netherlands",51.9673749,5.663678,"terrestrial biome","mgp4747","free-living","rhizosphere","raaijmakers","illumina","terrestrial","soil"
"mgm4477704","field","rhizosphere","plant-associated",NA,"RMcleanSr5derep","Hoeven metatranscriptome","metagenome","WGS","europe","Netherlands",51.9673749,5.663678,"terrestrial biome","mgp4747","free-living","rhizosphere","raaijmakers","illumina","terrestrial","soil"
"mgm4477970","carcass","feces","host-associated",NA,"alcohol_experimental","Metagenomics of Ethanol-induced dysbiosis in a mouse model of liver disease","metagenome","WGS",NA,"USA",34.061183,-118.205571,"terrestrial biome","mgp13418","host-associated","animal_feces","schnabl","illumina","terrestrial","animal_host-associated"
"mgm4477971","carcass","feces","host-associated",NA,"isocaloric_control","Metagenomics of Ethanol-induced dysbiosis in a mouse model of liver disease","metagenome","WGS",NA,"USA",34.061183,-118.205571,"terrestrial biome","mgp13418","host-associated","animal_feces","schnabl","illumina","terrestrial","animal_host-associated"
"mgm4477983","field","rhizosphere","plant-associated",NA,"mRNA_S","Hoeven metatranscriptome","metagenome","WGS","europe","Netherlands",51.9673749,5.663678,"terrestrial biome","mgp4747","free-living","rhizosphere","raaijmakers","illumina","terrestrial","soil"
"mgm4478286","field","rhizosphere","plant-associated",NA,"Sr6","Hoeven metatranscriptome","metagenome","WGS","europe","Netherlands",51.9673749,5.663678,"terrestrial biome","mgp4747","free-living","rhizosphere","raaijmakers","illumina","terrestrial","soil"
"mgm4478289","field","rhizosphere","plant-associated",NA,"mRNA_Sr","Hoeven metatranscriptome","metagenome","WGS","europe","Netherlands",51.9673749,5.663678,"terrestrial biome","mgp4747","free-living","rhizosphere","raaijmakers","illumina","terrestrial","soil"
"mgm4482600","agricultural soil","soil","miscellaneous",NA,"Agricultural forward","Enriched soil metagenomes for Glycosyde Hydrolases","metagenome","WGS",NA,"Canada",43.47417,-80.40972,"terrestrial biome","mgp8744","free-living","agricultural_soil","verastegui","illumina","terrestrial","soil"
"mgm4483819","agricultural soil","soil","miscellaneous",NA,"Agricultural reverse","Enriched soil metagenomes for Glycosyde Hydrolases","metagenome","WGS",NA,"Canada",43.47417,-80.40972,"terrestrial biome","mgp8744","free-living","agricultural_soil","verastegui","illumina","terrestrial","soil"
"mgm4485389","grassland","soil","soil",NA,"131","Impact of long term fertilization","metagenome","WGS",NA,"Netherlands",51.97,5.64,"terrestrial biome","mgp1008","free-living","grassland","kuramae","454","terrestrial","soil"
"mgm4485390","grassland","soil","soil",NA,"132","Impact of long term fertilization","metagenome","WGS",NA,"Netherlands",51.97,5.64,"terrestrial biome","mgp1008","free-living","grassland","kuramae","454","terrestrial","soil"
"mgm4485391","grassland","soil","soil",NA,"191","Impact of long term fertilization","metagenome","WGS",NA,"Netherlands",51.97,5.64,"terrestrial biome","mgp1008","free-living","grassland","kuramae","454","terrestrial","soil"
"mgm4485392","grassland","soil","soil",NA,"192","Impact of long term fertilization","metagenome","WGS",NA,"Netherlands",51.97,5.64,"terrestrial biome","mgp1008","free-living","grassland","kuramae","454","terrestrial","soil"
"mgm4485393","grassland","soil","soil",NA,"193","Impact of long term fertilization","metagenome","WGS",NA,"Netherlands",51.97,5.64,"terrestrial biome","mgp1008","free-living","grassland","kuramae","454","terrestrial","soil"
"mgm4485394","grassland","soil","soil",NA,"201","Impact of long term fertilization","metagenome","WGS",NA,"Netherlands",51.97,5.64,"terrestrial biome","mgp1008","free-living","grassland","kuramae","454","terrestrial","soil"
"mgm4485395","grassland","soil","soil",NA,"202","Impact of long term fertilization","metagenome","WGS",NA,"Netherlands",51.97,5.64,"terrestrial biome","mgp1008","free-living","grassland","kuramae","454","terrestrial","soil"
"mgm4485396","grassland","soil","soil",NA,"203","Impact of long term fertilization","metagenome","WGS",NA,"Netherlands",51.97,5.64,"terrestrial biome","mgp1008","free-living","grassland","kuramae","454","terrestrial","soil"
"mgm4485397","grassland","soil","soil",NA,"251","Impact of long term fertilization","metagenome","WGS",NA,"Netherlands",51.97,5.64,"terrestrial biome","mgp1008","free-living","grassland","kuramae","454","terrestrial","soil"
"mgm4485398","grassland","soil","soil",NA,"252","Impact of long term fertilization","metagenome","WGS",NA,"Netherlands",51.97,5.64,"terrestrial biome","mgp1008","free-living","grassland","kuramae","454","terrestrial","soil"
"mgm4485399","grassland","soil","soil",NA,"253","Impact of long term fertilization","metagenome","WGS",NA,"Netherlands",51.97,5.64,"terrestrial biome","mgp1008","free-living","grassland","kuramae","454","terrestrial","soil"
"mgm4485400","grassland","soil","soil",NA,"181","Impact of long term fertilization","metagenome","WGS",NA,"Netherlands",51.97,5.64,"terrestrial biome","mgp1008","free-living","grassland","kuramae","454","terrestrial","soil"
"mgm4485401","grassland","soil","soil",NA,"182","Impact of long term fertilization","metagenome","WGS",NA,"Netherlands",51.97,5.64,"terrestrial biome","mgp1008","free-living","grassland","kuramae","454","terrestrial","soil"
"mgm4485402","grassland","soil","soil",NA,"183","Impact of long term fertilization","metagenome","WGS",NA,"Netherlands",51.97,5.64,"terrestrial biome","mgp1008","free-living","grassland","kuramae","454","terrestrial","soil"
"mgm4485403","grassland","soil","soil",NA,"133","Impact of long term fertilization","metagenome","WGS",NA,"Netherlands",51.97,5.64,"terrestrial biome","mgp1008","free-living","grassland","kuramae","454","terrestrial","soil"
"mgm4492789","mammalia-associated habitat","feces","host-associated",NA,"NEPRC_Macaque_64_weeks_neg_02","NEPRC Macaque 24 weeks post-infection","metagenome","WGS","north america","USA",42.3056,-71.525,"terrestrial biome","mgp1452","host-associated","animal_feces","handley","454","terrestrial","animal_host-associated"
"mgm4492790","mammalia-associated habitat","feces","host-associated",NA,"NEPRC_Macaque_64_weeks_neg_03","NEPRC Macaque 24 weeks post-infection","metagenome","WGS","north america","USA",42.3056,-71.525,"terrestrial biome","mgp1452","host-associated","animal_feces","handley","454","terrestrial","animal_host-associated"
"mgm4492791","mammalia-associated habitat","feces","host-associated",NA,"NEPRC_Macaque_64_weeks_neg_04","NEPRC Macaque 24 weeks post-infection","metagenome","WGS","north america","USA",42.3056,-71.525,"terrestrial biome","mgp1452","host-associated","animal_feces","handley","454","terrestrial","animal_host-associated"
"mgm4492794","mammalia-associated habitat","feces","host-associated",NA,"NEPRC_Macaque_64_weeks_neg_07","NEPRC Macaque 24 weeks post-infection","metagenome","WGS","north america","USA",42.3056,-71.525,"terrestrial biome","mgp1452","host-associated","animal_feces","handley","454","terrestrial","animal_host-associated"
"mgm4492795","mammalia-associated habitat","feces","host-associated",NA,"NEPRC_Macaque_64_weeks_neg_08","NEPRC Macaque 24 weeks post-infection","metagenome","WGS","north america","USA",42.3056,-71.525,"terrestrial biome","mgp1452","host-associated","animal_feces","handley","454","terrestrial","animal_host-associated"
"mgm4492799","mammalia-associated habitat","feces","host-associated",NA,"NEPRC_Macaque_64_weeks_neg_12","NEPRC Macaque 24 weeks post-infection","metagenome","WGS","north america","USA",42.3056,-71.525,"terrestrial biome","mgp1452","host-associated","animal_feces","handley","454","terrestrial","animal_host-associated"
"mgm4492800","mammalia-associated habitat","feces","host-associated",NA,"NEPRC_Macaque_64_weeks_neg_13","NEPRC Macaque 24 weeks post-infection","metagenome","WGS","north america","USA",42.3056,-71.525,"terrestrial biome","mgp1452","host-associated","animal_feces","handley","454","terrestrial","animal_host-associated"
"mgm4492801","mammalia-associated habitat","feces","host-associated",NA,"NEPRC_Macaque_64_weeks_neg_14","NEPRC Macaque 24 weeks post-infection","metagenome","WGS","north america","USA",42.3056,-71.525,"terrestrial biome","mgp1452","host-associated","animal_feces","handley","454","terrestrial","animal_host-associated"
"mgm4492802","mammalia-associated habitat","feces","host-associated",NA,"NEPRC_Macaque_64_weeks_neg_15","NEPRC Macaque 24 weeks post-infection","metagenome","WGS","north america","USA",42.3056,-71.525,"terrestrial biome","mgp1452","host-associated","animal_feces","handley","454","terrestrial","animal_host-associated"
"mgm4492803","mammalia-associated habitat","feces","host-associated",NA,"NEPRC_Macaque_64_weeks_neg_16","NEPRC Macaque 24 weeks post-infection","metagenome","WGS","north america","USA",42.3056,-71.525,"terrestrial biome","mgp1452","host-associated","animal_feces","handley","454","terrestrial","animal_host-associated"
"mgm4492804","mammalia-associated habitat","feces","host-associated",NA,"NEPRC_Macaque_64_weeks_neg_17","NEPRC Macaque 24 weeks post-infection","metagenome","WGS","north america","USA",42.3056,-71.525,"terrestrial biome","mgp1452","host-associated","animal_feces","handley","454","terrestrial","animal_host-associated"
"mgm4492805","mammalia-associated habitat","feces","host-associated",NA,"NEPRC_Macaque_64_weeks_neg_18","NEPRC Macaque 24 weeks post-infection","metagenome","WGS","north america","USA",42.3056,-71.525,"terrestrial biome","mgp1452","host-associated","animal_feces","handley","454","terrestrial","animal_host-associated"
"mgm4492809","mammalia-associated habitat","feces","host-associated",NA,"NEPRC_Macaque_64_weeks_neg_22","NEPRC Macaque 24 weeks post-infection","metagenome","WGS","north america","USA",42.3056,-71.525,"terrestrial biome","mgp1452","host-associated","animal_feces","handley","454","terrestrial","animal_host-associated"
"mgm4492810","mammalia-associated habitat","feces","host-associated",NA,"NEPRC_Macaque_64_weeks_pos_01a","NEPRC Macaque 24 weeks post-infection","metagenome","WGS","north america","USA",42.3056,-71.525,"terrestrial biome","mgp1452","host-associated","animal_feces","handley","454","terrestrial","animal_host-associated"
"mgm4492811","mammalia-associated habitat","feces","host-associated",NA,"NEPRC_Macaque_64_weeks_pos_01b","NEPRC Macaque 24 weeks post-infection","metagenome","WGS","north america","USA",42.3056,-71.525,"terrestrial biome","mgp1452","host-associated","animal_feces","handley","454","terrestrial","animal_host-associated"
"mgm4492812","mammalia-associated habitat","feces","host-associated",NA,"NEPRC_Macaque_64_weeks_pos_01c","NEPRC Macaque 24 weeks post-infection","metagenome","WGS","north america","USA",42.3056,-71.525,"terrestrial biome","mgp1452","host-associated","animal_feces","handley","454","terrestrial","animal_host-associated"
"mgm4492814","mammalia-associated habitat","feces","host-associated",NA,"NEPRC_Macaque_64_weeks_pos_01e","NEPRC Macaque 24 weeks post-infection","metagenome","WGS","north america","USA",42.3056,-71.525,"terrestrial biome","mgp1452","host-associated","animal_feces","handley","454","terrestrial","animal_host-associated"
"mgm4492816","mammalia-associated habitat","feces","host-associated",NA,"NEPRC_Macaque_64_weeks_pos_07b","NEPRC Macaque 24 weeks post-infection","metagenome","WGS","north america","USA",42.3056,-71.525,"terrestrial biome","mgp1452","host-associated","animal_feces","handley","454","terrestrial","animal_host-associated"
"mgm4492817","mammalia-associated habitat","feces","host-associated",NA,"NEPRC_Macaque_64_weeks_pos_08a","NEPRC Macaque 24 weeks post-infection","metagenome","WGS","north america","USA",42.3056,-71.525,"terrestrial biome","mgp1452","host-associated","animal_feces","handley","454","terrestrial","animal_host-associated"
"mgm4492819","mammalia-associated habitat","feces","host-associated",NA,"NEPRC_Macaque_64_weeks_pos_10a","NEPRC Macaque 24 weeks post-infection","metagenome","WGS","north america","USA",42.3056,-71.525,"terrestrial biome","mgp1452","host-associated","animal_feces","handley","454","terrestrial","animal_host-associated"
"mgm4492820","mammalia-associated habitat","feces","host-associated",NA,"NEPRC_Macaque_64_weeks_pos_11a","NEPRC Macaque 24 weeks post-infection","metagenome","WGS","north america","USA",42.3056,-71.525,"terrestrial biome","mgp1452","host-associated","animal_feces","handley","454","terrestrial","animal_host-associated"
"mgm4492821","mammalia-associated habitat","feces","host-associated",NA,"NEPRC_Macaque_24_weeks_neg_22","NEPRC Macaque 24 weeks post-infection","metagenome","WGS","north america","USA",42.3056,-71.525,"terrestrial biome","mgp1451","host-associated","animal_feces","handley","454","terrestrial","animal_host-associated"
"mgm4492822","mammalia-associated habitat","feces","host-associated",NA,"NEPRC_Macaque_24_weeks_neg_12","NEPRC Macaque 24 weeks post-infection","metagenome","WGS","north america","USA",42.3056,-71.525,"terrestrial biome","mgp1451","host-associated","animal_feces","handley","454","terrestrial","animal_host-associated"
"mgm4492824","mammalia-associated habitat","feces","host-associated",NA,"NEPRC_Macaque_24_weeks_neg_20","NEPRC Macaque 24 weeks post-infection","metagenome","WGS","north america","USA",42.3056,-71.525,"terrestrial biome","mgp1451","host-associated","animal_feces","handley","454","terrestrial","animal_host-associated"
"mgm4492825","mammalia-associated habitat","feces","host-associated",NA,"NEPRC_Macaque_24_weeks_neg_03","NEPRC Macaque 24 weeks post-infection","metagenome","WGS","north america","USA",42.3056,-71.525,"terrestrial biome","mgp1451","host-associated","animal_feces","handley","454","terrestrial","animal_host-associated"
"mgm4492826","mammalia-associated habitat","feces","host-associated",NA,"NEPRC_Macaque_24_weeks_neg_21","NEPRC Macaque 24 weeks post-infection","metagenome","WGS","north america","USA",42.3056,-71.525,"terrestrial biome","mgp1451","host-associated","animal_feces","handley","454","terrestrial","animal_host-associated"
"mgm4492830","mammalia-associated habitat","feces","host-associated",NA,"NEPRC_Macaque_24_weeks_pos_16","NEPRC Macaque 24 weeks post-infection","metagenome","WGS","north america","USA",42.3056,-71.525,"terrestrial biome","mgp1451","host-associated","animal_feces","handley","454","terrestrial","animal_host-associated"
"mgm4492831","mammalia-associated habitat","feces","host-associated",NA,"NEPRC_Macaque_24_weeks_pos_03","NEPRC Macaque 24 weeks post-infection","metagenome","WGS","north america","USA",42.3056,-71.525,"terrestrial biome","mgp1451","host-associated","animal_feces","handley","454","terrestrial","animal_host-associated"
"mgm4492832","mammalia-associated habitat","feces","host-associated",NA,"NEPRC_Macaque_24_weeks_pos_08","NEPRC Macaque 24 weeks post-infection","metagenome","WGS","north america","USA",42.3056,-71.525,"terrestrial biome","mgp1451","host-associated","animal_feces","handley","454","terrestrial","animal_host-associated"
"mgm4492834","mammalia-associated habitat","feces","host-associated",NA,"NEPRC_Macaque_24_weeks_pos_09","NEPRC Macaque 24 weeks post-infection","metagenome","WGS","north america","USA",42.3056,-71.525,"terrestrial biome","mgp1451","host-associated","animal_feces","handley","454","terrestrial","animal_host-associated"
"mgm4492835","mammalia-associated habitat","feces","host-associated",NA,"NEPRC_Macaque_24_weeks_pos_01","NEPRC Macaque 24 weeks post-infection","metagenome","WGS","north america","USA",42.3056,-71.525,"terrestrial biome","mgp1451","host-associated","animal_feces","handley","454","terrestrial","animal_host-associated"
"mgm4492838","mammalia-associated habitat","feces","host-associated",NA,"NEPRC_Macaque_24_weeks_pos_04","NEPRC Macaque 24 weeks post-infection","metagenome","WGS","north america","USA",42.3056,-71.525,"terrestrial biome","mgp1451","host-associated","animal_feces","handley","454","terrestrial","animal_host-associated"
"mgm4492839","mammalia-associated habitat","feces","host-associated",NA,"NEPRC_Macaque_24_weeks_pos_11","NEPRC Macaque 24 weeks post-infection","metagenome","WGS","north america","USA",42.3056,-71.525,"terrestrial biome","mgp1451","host-associated","animal_feces","handley","454","terrestrial","animal_host-associated"
"mgm4492840","mammalia-associated habitat","feces","host-associated",NA,"NEPRC_Macaque_24_weeks_pos_07","NEPRC Macaque 24 weeks post-infection","metagenome","WGS","north america","USA",42.3056,-71.525,"terrestrial biome","mgp1451","host-associated","animal_feces","handley","454","terrestrial","animal_host-associated"
"mgm4492841","mammalia-associated habitat","feces","host-associated",NA,"NEPRC_Macaque_24_weeks_pos_05","NEPRC Macaque 24 weeks post-infection","metagenome","WGS","north america","USA",42.3056,-71.525,"terrestrial biome","mgp1451","host-associated","animal_feces","handley","454","terrestrial","animal_host-associated"
"mgm4492845","mammalia-associated habitat","feces","host-associated",NA,"NEPRC_Macaque_24_weeks_pos_13","NEPRC Macaque 24 weeks post-infection","metagenome","WGS","north america","USA",42.3056,-71.525,"terrestrial biome","mgp1451","host-associated","animal_feces","handley","454","terrestrial","animal_host-associated"
"mgm4492848","mammalia-associated habitat","feces","host-associated",NA,"NEPRC_Macaque_24_weeks_pos_17","NEPRC Macaque 24 weeks post-infection","metagenome","WGS","north america","USA",42.3056,-71.525,"terrestrial biome","mgp1451","host-associated","animal_feces","handley","454","terrestrial","animal_host-associated"
"mgm4492849","mammalia-associated habitat","feces","host-associated",NA,"NEPRC_Macaque_24_weeks_pos_02","NEPRC Macaque 24 weeks post-infection","metagenome","WGS","north america","USA",42.3056,-71.525,"terrestrial biome","mgp1451","host-associated","animal_feces","handley","454","terrestrial","animal_host-associated"
"mgm4492850","mammalia-associated habitat","feces","host-associated",NA,"NEPRC_Macaque_24_weeks_neg_15","NEPRC Macaque 24 weeks post-infection","metagenome","WGS","north america","USA",42.3056,-71.525,"terrestrial biome","mgp1451","host-associated","animal_feces","handley","454","terrestrial","animal_host-associated"
"mgm4492851","mammalia-associated habitat","feces","host-associated",NA,"NEPRC_Macaque_24_weeks_neg_08","NEPRC Macaque 24 weeks post-infection","metagenome","WGS","north america","USA",42.3056,-71.525,"terrestrial biome","mgp1451","host-associated","animal_feces","handley","454","terrestrial","animal_host-associated"
"mgm4496433","human-associated habitat","saliva","human-oral",NA,"SID16052_sampleOT_454Reads","Salivary microbiome in otitis media patients","metagenome","WGS",NA,"Switzerland",46.19,6.15,"terrestrial biome","mgp1332","host-associated","saliva","lazarevic","454","terrestrial","human_host-associated"
"mgm4499912","agricultural feature","soil","soil",NA,"PG133","Impact of long-term cropping of glyphosate-resistant transgenic soybean [Glycine max (L.) Merr.] on soil microbiome_PG133 sample","metagenome","WGS","south america","Brazil",-25.0833333333333,-50.15,"terrestrial biome","mgp1762","free-living","agricultural_soil","hungria","454","terrestrial","soil"
"mgm4499915","agricultural feature","soil","soil",NA,"PG245","Impact of long-term cropping of glyphosate-resistant transgenic soybean [Glycine max (L.) Merr.] on soil microbiome_PG245 sample","metagenome","WGS","south america","Brazil",-25.0833333333333,-50.15,"terrestrial biome","mgp1764","free-living","agricultural_soil","hungria","454","terrestrial","soil"
